subject,threshold_stable,avg_pct_stable,avg_pct_evolve,avg_pct_merge,avg_pct_mismatch,avg_pct_disappear,total_merge_groups,total_new
physics,0.5,68.39,30.87,0.0,0.0,0.74,0,394
