subject,topic_id,window,win_start,win_end,top_words,n_words
math,27,2015–2020,2015,2020,"mathcal, aleph, mathcal_mathcal, widetilde, alg, cap, mathbb, mathrm, subseteq, approx1_approx1, conf, cov, ell, hspace_6pt, textstyle_leftarrow, 0ab, bar, bss, frac_sqrt, infty, mathbb_mathbb, mathbf, mathcal_mathcal_mathcal_mathcal, mathfrak, min, orlicz, pec, rightarrow, rtime, subset",30
math,27,2020–2025,2020,2025,"mathbb, mathcal, mathcal_mathcal, subset, mathcal_mathcal_mathcal_mathcal, cap, mathfrak, hspace_6pt, mathbf, operatorname_rep, subseteq, widetilde, check_check, conf, ell, family, fin_otime, imd, lim_to0, mathbb_mathbb, oct, operatorname, orct, ovr, pgf, pmd, tilde, tilde_tilde, wulff_shape",29
math,28,2000–2005,2000,2005,"nur, preference, brownian_web, chain, drift, eps, fragmentation, geman_yor, market, measure, metastable, particle, path, population, probability, random, random_walk, stationary, asian_option, branching, brownian, deposition, eigenfunction, exit, favourite, infective, insurance, investor, ionization, laplace_transform, lefebvre, lyopem, numeraire, paris, pitchfork_bifurcation, rate, refractoriness, repellence, type, volatility",40
math,28,2005–2010,2005,2010,"particle, population, rate, distribution, market, price, random, environment, portfolio, random_walk, stochastic, diffusion, fragmentation, pricing, branching, brownian, chain, dividend, measure, mutation, probability, site, volatility",23
math,28,2010–2015,2010,2015,"particle, population, rate, stochastic, diffusion, distribution, markov, dynamic, environment, price, random_walk, jump, arbitrage, coalescent, dividend, individual, mutation, probability, random, site",20
math,28,2015–2020,2015,2020,"diffusion, dynamic, markov, particle, population, rate, stochastic, jump, price, distribution, arbitrage, equilibrium, individual, measure, risk, volatility",16
math,28,2020–2025,2020,2025,"diffusion, distribution, dynamic, markov, particle, population, rate, stochastic, equilibrium, probability, jump, risk, price",13
math,29,2000–2005,2000,2005,"approximation, nearisometrie, error, biflat, bkm, difference, discrete, dqi, irrep, numerical, piecewise, accuracy, approximant, approximate, autocorrection, boundary, capacitance, element, field, fortran, holistic, householder, incident, indicator, jitter, lax, map, measurement, mesh, mgf, nearsurjective, neutron, nonsurjective, pade, pvi, quadrature, raring, rational, resolution, reynold, richtmyer, shell, tlm",43
math,29,2005–2010,2005,2010,"approximation, error, numerical, order, scheme, finite_element, algorithm, spline, convergence, discretization, linear, quadrature, cayley_bacharach, discrete, dqi, feti, finite, integrator, interpolation, lax, mgf, microwave, nearisometrie, raring, richtmyer, vepsi",26
math,29,2010–2015,2010,2015,"approximation, error, finite_element, numerical, order, scheme, convergence, mesh, accuracy, discretization, discrete, space, finite, linear",14
math,29,2015–2020,2015,2020,"approximation, convergence, discretization, error, finite_element, mesh, numerical, order, scheme, space, accuracy",11
math,29,2020–2025,2020,2025,"accuracy, approximation, discretization, error, finite_element, mesh, numerical, order, scheme, convergence, space",11
math,30,2000–2005,2000,2005,"bbb, bigcup, hat, hat_hat, holomorphic, jar, pfl, putx, setminus, subset",10
math,30,2005–2010,2005,2010,"cup, hat, setminus, alliance, big, defensive_offensive_alliance, fiberwise, affirmative_answer, armstrong, bius, coxeter, cross, defensive, emph, envelope_holomorphy, measurable, offensive, partial_partial, partition, varnothing",20
math,30,2010–2015,2010,2015,"subseteq, code, ker, setminus, abelian, akbar, hat, perp_bigcap, set, span, cap, cardinality, circulant, cup, ell, extremal, finite, group, lceil_rceil, mathcal, mbox, mbox_mbox, nonempty, noyau, nul3, paneitz, pluriharmonic, prime, rienne, shattered, stand, subset, text, tuple",34
math,30,2015–2020,2015,2020,"cup, subseteq, hat, mathbf, bigg, dotsm, pmb, semimodule, ast, frac, grundy, ker, mbox, mbox_mbox, nullity, nwald, perp_bigcap, pmb_pmb, shattered, stand, sublinear_expectation, submodular, submodularity, trinomial, tuple, varphi",26
math,30,2020–2025,2020,2025,"ker, semifield, bmatrix, end_bmatrix, leq, lowercase, square, bmatrix_end_bmatrix, cap, cong, construction, cup, harmonic, hat, pgl, spectral_radius, symplectic, tilde, tough, vee, wedge_wedge",21
math,31,2000–2005,2000,2005,"arithmetic_progression, element, elementary, proof, subset, sumset, term",7
math,31,2005–2010,2005,2010,"sum, bohr, frac, infty, leq, limsup, quad_quad, rightarrow, beatty, burgess, character, divisor, doctoral_dissertation, edmund, english_translation, homogeneous, inequality, interval, irrational, karatsuba, landau, multiplicative, nontrivial, prod, quad, sequence, subgroup, vasi, vera, woodroofe",30
math,31,2010–2015,2010,2015,"leq, sum, frac, vec, frac_frac, burgess, callebaut, doctoral_dissertation, edmund, ell, karatsuba, orgraph, vep, asymptotic, big, big_big, collatz, conjecture, dfrac, divisor, english_translation, geq15, infty, landau, overline, pmod_pmod, right, sqrt, supernatural, textit, times, vec_vec, vert_vert",33
math,31,2015–2020,2015,2020,"leq, sum, frac, collatz, frac1n, diag, frieman, geq, infty, abc, asymptotic, ber, big_big, biquotient, callebaut, cdots, conjecture, diamond, diamond_diamond, equiv0_pmod, frac_frac, fractional, gcd, geq1, ldot, mathcal, omega2_omega2, operatorname, overline, pmod_pmod, rightarrow, sideset, spectral_radius, supernatural, textbf_ber, thinspace_frac1n, times",37
math,31,2020–2025,2020,2025,"leq, sum, frac, geq, infty, times3, vec, bra, csc, lim, abc, bftheta, collatz, curl, dfrac_dfrac, diamond, diamond_diamond, dotsc_dotsc, frac_frac, fractional, gpf, mathbb, mathbb_mathbb, mathbb_times, mathbf, nabla, operatorname, partial_partial, quad_text, sectorial, seq, spectral_radius, sqrt",33
math,32,2000–2005,2000,2005,"convex, function, algorithm, iteration, optimization, penalty, bolza, expansion, hamilton_jacobi, hyer_ulam, linear, polyominoe, pompeiu, stepper, barrier, combinatorial, cone, convergence, dilute, family, gradient, invertibility, iterative, lagrangian, landweber, liouvillian, lipschitz, lyapunov, mapping, matroid, nonconvex, self, semicontinuous, shape, sparser, vavasis, vibroimpact, viterbi",38
math,32,2005–2010,2005,2010,"algorithm, convergence, convex, function, optimization, linear, constraint, viterbi, agent, bds, concave, cost, formulation, immediate_basin, inverse, iteration, minimizer, optimal, point, polyominoe, programming, quad_quad, reconfiguration, regularization, sdls, spacecraft, stepper, submodular",28
math,32,2010–2015,2010,2015,"algorithm, constraint, convergence, convex, function, linear, optimization, minimization, objective, optimal, gradient, iteration, bicg, point, programming, regularization, submodular",17
math,32,2015–2020,2015,2020,"algorithm, constraint, convergence, convex, function, gradient, linear, objective, optimization, optimal, iteration, nonconvex",12
math,32,2020–2025,2020,2025,"algorithm, constraint, convergence, convex, function, gradient, objective, optimization, linear, optimal, nonconvex, iteration",12
math,33,2000–2005,2000,2005,"distribution, matrix, probability, random, gaussian, eigenvalue, limit, point, percolation, asymptotic, ensemble, fluctuation, walker, determinant, ise, maxent, measure, non, quicksort, tail, uparrow",21
math,33,2005–2010,2005,2010,"asymptotic, distribution, limit, matrix, probability, random, function, gaussian, percolation, point, eigenvalue, ensemble, law, moment, random_walk, tail",16
math,33,2010–2015,2010,2015,"asymptotic, distribution, function, gaussian, limit, matrix, moment, probability, random, density, eigenvalue, law, point, random_walk",14
math,33,2015–2020,2015,2020,"asymptotic, distribution, function, gaussian, limit, matrix, probability, random, moment, law, random_variable, density, eigenvalue, measure",14
math,33,2020–2025,2020,2025,"distribution, function, gaussian, limit, matrix, moment, probability, random, eigenvalue, asymptotic, graph, random_variable, tail, measure",14
math,34,2000–2005,2000,2005,"big, bigl, bigr, brownian_motion, frac12, iterated_logarithm, liminf, lip, log_log, sup",10
math,34,2005–2010,2005,2010,"big, bbt, exp, bbd, bigl, bigr, brownian_motion, frac12, int, liminf, limsup, log_log, martingale, sup, vert, asian_option, backsim, bbt_bbt, bda, big_big, biggr, dis, downarrow0x, expectation, frac1, function, hat, infty, integral, iterated_logarithm, leq, lip, mainkac, mathrbb, probability, sum, thm, varepsilon, vert_vert",39
math,34,2010–2015,2010,2015,"big, frac, biggr, displaystyle_biggl, geq1, leq, tfrac, backsim, infty, lbrace, littmann, rbrace, sup, vert, bht, bigg, carneiro, dev, downarrow0x, frac1, int, liminf, limsup, mainkac, operatorname, thm",26
math,34,2015–2020,2015,2020,"big, frac, leq, bigg, mathbb, mathbb_mathbb, sup, vert, big_big, biggr, dev, displaystyle_biggl, infty, mathcal, bigl, bigr, eps, geq1, lbrace, lim, prod, rbrace, right, tfrac, vartheta",25
math,34,2020–2025,2020,2025,"big, bigg, frac, mathbb, infty, int, leq, mathbb_mathbb, bigl, frac_frac, lbrace, sup, vert, big_big, blo, langle, longrightarrow0, mathbf_mathbf, mathcal, mathsf, qsv, rbrace, right, supp",24
math,35,2000–2005,2000,2005,"stochastic, differential, nonlinear, condition, quasi_geostrophic, codim, noise, diffusion, motion, phase_portrait, space, supp, averaging, calculus_superplane, convergence, dimensional, dot_dot, fbw, form, fractional, initiale, invariant, ito, loc, markovian, measure, parabolic, rfde, shear, type, unique, viscosity",32
math,35,2005–2010,2005,2010,"differential, diffusion, nonlinear, stochastic, parabolic, class, space, coefficient, existence, linear, noise, operator, bkr, condition, convergence, fbw, form, integrator, partial_differential, pde, sde, shear",22
math,35,2010–2015,2010,2015,"coefficient, differential, diffusion, linear, nonlinear, stochastic, parabolic, class, existence, sde, bsde, fractional, noise, partial_differential, condition, pde",16
math,35,2015–2020,2015,2020,"differential, diffusion, fractional, linear, noise, nonlinear, parabolic, stochastic, coefficient, pde, existence, sde, order",13
math,35,2020–2025,2020,2025,"differential, diffusion, fractional, linear, noise, nonlinear, pde, stochastic, coefficient, sde, control, drift, parabolic",13
math,36,2000–2005,2000,2005,"homology, invariant, knot, link, manifold, vassiliev, group, polynomial, sphere, tangle, unknot, alexander, braid, dehn_filling, homflypt_skein, jones, legendrian_knot, quandle, ropelength, surface, surgery",21
math,36,2005–2010,2005,2010,"homology, invariant, knot, link, manifold, surface, surgery, genus, heegaard_splitting, polynomial, tangle, braid, alexander, group, khovanov_homology, vassiliev",16
math,36,2010–2015,2010,2015,"genus, homology, invariant, knot, link, manifold, surface, surgery, polynomial, group, sphere, concordance, crossing, heegaard_splitting, tangle, virtual",16
math,36,2015–2020,2015,2020,"genus, homology, invariant, knot, link, manifold, surface, surgery, diagram, group, sphere, virtual, crossing, mathbf, polynomial",15
math,36,2020–2025,2020,2025,"genus, homology, invariant, knot, link, manifold, surface, surgery, diagram, mathbf, legendrian, crossing, group",13
math,37,2000–2005,2000,2005,"infty, cos, cup, factor, geq, index, irreducible, mathbb, navi_stoke, radulescu, regularity, subfactor, sufficient_condition",13
math,37,2005–2010,2005,2010,"infty, ell_ell, mathfrak, oplus, abs_abs, ahlfor, basis, besov, burkholder, cake, cup, element, entropy, free, greedy, infty1_infty, leq, microstate, navi_stoke, nonmicrostate, norm, quad_forall, regularity, selfadjoint, sufficient_condition, tracial, von_neumann_algebra, wreath_product",28
math,37,2010–2015,2010,2015,"infty, leq, norm, boldsymbol, mathbf, oplus, abs, abs_abs, adic, blm, burkholder, cake, card, charaterization, complexity, dagger, difference, dot, dynam, ell_ell, ferenczi, frac, frak, geq2, ill_posedness, infty1, limsup, mathbb, mathcal, mathfrak, noncommutative, overline, proc_amer_math_soc, quad_forall, subshift, textless, textless_textless, upsilon",38
math,37,2015–2020,2015,2020,"infty, mathbb, leq, cap, entire, ess, fisher_kpp, half_line, infty_infty, inftysl, textless, textless_textless, bigl, bigr, bigr_bigl, broom, cotype, determinacy, dot, geq2, ill_posedness, infty1, inftyt, johnson_schechtman, leq_leq_infty1, mathbb_mathbb, mathcal_mathcal, non, overline, packet, paraboloid, real, riemann_hypothesis, right, schr_dinger_operator, selfadjoint, solovay, subring, sum, wolff",40
math,37,2020–2025,2020,2025,"infty, mathbb_mathbb, mathcal, cotype, leq, paraboloid, operatorname, operatorname_gal, sel, selmer, subring, broom, cap, cfrac_cfrac, elliptic_curve, estimate, fil, frac, hbox, iyiy, kuroda, lya, mathbb, mathcal_mathcal, mathrm, mordell_weil_rank, navi_stoke, noncommutative, norm, onsager, packet, poly, projektor, tilde, vert_vert, wolff",36
math,38,2000–2005,2000,2005,"graph, tree, vertex, circuit, edge, hamilton, set, chromatic, digraph, dom, cardinal_kappa, cover, path, pebble, theta, adjacent, cycle, degree, domatic, ell, foata, heterochromatic, planar, zeta_function",24
math,38,2005–2010,2005,2010,"degree, edge, graph, tree, vertex, chromatic, pebble, subgraph, cycle, digraph, random, path, adjacent, coloring, heterochromatic, planar, regular, set",18
math,38,2010–2015,2010,2015,"degree, edge, graph, set, tree, vertex, chromatic, cycle, random, subgraph, color, maximum, minimum, digraph, regular",15
math,38,2015–2020,2015,2020,"chromatic, cycle, degree, edge, graph, subgraph, tree, vertex, set, digraph, domination, clique, minimum, random",14
math,38,2020–2025,2020,2025,"chromatic, cycle, degree, digraph, edge, graph, subgraph, tree, vertex, maximum, coloring, minimum, set",13
math,39,2000–2005,2000,2005,"spin, temperature, peierl, queue, service, contours, customer, diffuse, dyson, gibbs, heavy_traffic, hlich_spencer, ising, qtm, server, tba, bethe_ansatz, boson_fermion, canm, contour, dilatonic, dilute, discipline, ferromagnetic, foreground_background, gibb, gibbs_measure, gibbsianness, non, osp, phase_transition, queueing, scheduling, service_discipline, star, station, unawareness",37
math,39,2005–2010,2005,2010,"server, temperature, customer, field, queueing, service, station, correlation, ising, phase, polling, queue, spin, charge, commerce, conductance, critical, crossover, discipline, dislocation, foreground_background, gibbs, gibbsianness, heavy_traffic, hub, iwatsuka, magnetic, magnetization, oil, painlev, recombination, retrial, retrial_queue, satellite, scheduling, symposium, xxz",37
math,39,2010–2015,2010,2015,"server, service, customer, queue, station, field, polling, pool, spin, magnetic, mean, queueing, animal, arrival, buffer, conductance, cpm, dipolar, hub, interarrival_service, iwatsuka, job, priority, priority_customer, satellite, sector, tandem, temperature",28
math,39,2015–2020,2015,2020,"customer, field, queue, server, service, mean, spin, arrival, polling, temperature, attitude, batch_sojourn, day, dopant, external, glue, job, latitude, limit, rayleigh_plesset, regime, shell, trap, upstream",24
math,39,2020–2025,2020,2025,"field, queue, server, service, customer, mean, spin, phase, altan, arrival, temperature, batch, day, director, dislocation, flock, game, job, latitude, resetting, srpt, station, vicsek, willie",24
math,40,2000–2005,2000,2005,"flow, nonlinear, wave, boundary, energy, shock, periodic, velocity, particle, profile, stability, steady, atmosphere_ocean, black_hole, body, charge, curvelet, dimensional, disorder, drag, euler, field, function, josephson_junction, lawrence_doniach, point, scale, temperate, term, thermal",30
math,40,2005–2010,2005,2010,"boundary, flow, stability, wave, fluid, nonlinear, energy, particle, field, limit, elastic, phase, profile, velocity, body, dimensional, disorder, point",18
math,40,2010–2015,2010,2015,"energy, flow, fluid, stability, velocity, wave, boundary, dynamic, nonlinear, phase, dimensional, existence, limit, field, global, initial, particle",17
math,40,2015–2020,2015,2020,"boundary, energy, flow, fluid, stability, velocity, wave, phase, dynamic, limit, nonlinear, existence, numerical",13
math,40,2020–2025,2020,2025,"boundary, dynamic, energy, flow, fluid, phase, stability, velocity, wave, nonlinear, interface, limit, numerical",13
math,41,2000–2005,2000,2005,"set, space, map, metric, property, subset, aleph, cardinal, compact, dimensional, function, group, idgba, point, amn, banach, bump, continuous, continuum, finite, omega, topology, ultrauniform",23
math,41,2005–2010,2005,2010,"compact, function, map, metric, set, space, subset, property, group, banach_space, continuous, dimension, topological, finite, point",15
math,41,2010–2015,2010,2015,"compact, function, map, metric, property, set, space, subset, point, topological, group",11
math,41,2015–2020,2015,2020,"compact, function, map, metric, point, property, set, space, subset, mathbb_mathbb, topological",11
math,41,2020–2025,2020,2025,"compact, function, map, mathbb_mathbb, metric, point, property, set, space, subset",10
math,42,2000–2005,2000,2005,"function, point, approx0, estimate, growth, precsim, bound, eigenfunction, eigenvalue, polynomial, ricci_curvature, set, asymptotic, chr, consecutive, constant, correlator, diff, diffeomorphism, discontinuity, exponential, grigorchuk, hecke, hilbert, issai, julia, multiplicity, omegaomega, orr_sommerfeld, periodic, qtr, sharp, shattering, spectral_gap, sqrt_log, subset, supp, xomega",38
math,42,2005–2010,2005,2010,"bound, constant, eigenvalue, point, dimension, estimate, julia, polynomial, set, function, interval, upper, bbbb, confidence_band, disc, erdo_falconer, gap, hbox, qtr, ricci_curvature, rotation",21
math,42,2010–2015,2010,2015,"bound, dimension, eigenvalue, point, set, interval, constant, estimate, eigenfunction, function, polynomial, distance, gap, sharp, julia, shirshov_height",16
math,42,2015–2020,2015,2020,"bound, eigenvalue, estimate, function, point, set, constant, dimension, sharp, eigenfunction, mathbb_mathbb, max, distance, growth, index, interval, polynomial",17
math,42,2020–2025,2020,2025,"bound, dimension, eigenvalue, function, point, set, interval, constant, distance, mathbb_mathbb, estimate, sharp, eigenfunction, polynomial",14
math,43,2000–2005,2000,2005,"basis, symmetric, canonical, monomial, antilinear, matrix, standard, function, hopf_algebra, jonsson, ribbon, temperley_lieb, bijection, combinatorial, dehn_sommerville, diagonal, dual, factorization, flag_variety, group, hall_littlewood, hexagon, hilbert_space, idempotent, kashiwara, lusztig, mathematic, octahedron_recurrence, schubert_variety, schur, sign, specie, symmetry, tableaux, transpose",35
math,43,2005–2010,2005,2010,"basis, schur, tableaux, bijection, correspondence, function, involution, mod, nesting, partition, sjostrand, symmetric, textit, atlas, bidiagonal, canonical, chi, combinatorial, fock, fomin, imbalance, lossless, octahedron_recurrence, operator, poset, promotion, recognizable, ribbon, shape, standard, syt, temperley_lieb, undecidable, webs, young_tableaux",35
math,43,2010–2015,2010,2015,"basis, schur, symmetric, tableaux, function, ladder, pfaffian, bijection, macdonald, parking, text_lav, webs, young_tableaux, alladi_gordon, atlas, diamond, domino, group, lossless, nadeau, promotion, rna, sagan, semiring, shape, specht_module, superpolynomial, syt, tableau",29
math,43,2015–2020,2015,2020,"basis, function, schur, symmetric, tableaux, shape, factorization, semiring, tableau, beth, bijection, bssyt, clean, cylindric, dellac_configuration, hexagon, hopf_algebra, lascoux, macdonald, ninth_variation, parking, puiseux_monoid, quasisymmetric_schur, queer_crystal, semistandard_young_tableau, slf, syt, text_lav, young_tableaux",29
math,43,2020–2025,2020,2025,"function, schur, symmetric, tableaux, basis, skew, parking, shape, shuffle, car, cardinal, clean, combinatorial, factorization, lascoux, llt_cumulant, mvp_parking, ninth_variation, partition, peak, pentagon, puiseux_monoid, qsym, quasisymmetric_schur, satnet, staircase, tableau",27
math,44,2000–2005,2000,2005,"game, algorithm, creature, nash_equilibrium, peg, player, ddh, duotaire, elfs, greechie, heap, maplev, newtionian, nim, nottale, peg_solitaire, prelle_singer, scale, schrodinger, bimatrix, calculus, differentiable, hellman, package, presynaptic, profit, quantization, ravikumar, school, spike_timing, toolbox, worker",32
math,44,2005–2010,2005,2010,"algorithm, game, player, fast, nash_equilibrium, sequential, buffer, ddh, factorization, nim, presynaptic, army, bimatrix, complexity, computation, heap, item, magnetic_tower_hanoi, monomial_ideal, optimization, pod, polygraphic, precision, puzzle, scalapack, scale, scriptstyle_scriptstyle, search, semantic, spike_timing, stock_loan, strategy, subresultant, trs, ultrametricity",35
math,44,2010–2015,2010,2015,"algorithm, complexity, game, player, strategy, computation, optimization, network, matrix, efficient, fast, linear, acq, dfa, magnetic_tower_hanoi, parallel, puzzle, search, stock_loan",19
math,44,2015–2020,2015,2020,"algorithm, complexity, efficient, game, optimization, player, strategy, network, parallel, search, matrix, fast, graph, linear, regret",15
math,44,2020–2025,2020,2025,"algorithm, complexity, efficient, game, network, optimization, player, strategy, solver, regret, datum, search",12
math,45,2000–2005,2000,2005,"polytope, arrangement, lattice, matroid, set, dissection, flipturn, plane, point, polygon, poset, fan, parallelotope, slit, conc, cong_conc, duplex, ehrhart, family, hyperquasigroup, mende, nite, packing, sedenion, toric_variety, triangulation",26
math,45,2005–2010,2005,2010,"lattice, point, polytope, poset, set, plane, vertex, matroid, triangulation, face, nite, conc, cong_conc, convex, facet, graph, hyperquasigroup, kodag, packing, partition, quandle, tile, tiling",23
math,45,2010–2015,2010,2015,"lattice, matroid, plane, point, polytope, poset, set, family, tiling, face, arrangement, tile, packing, vertex",14
math,45,2015–2020,2015,2020,"family, lattice, matroid, point, polytope, poset, set, tiling, plane, triangle, graph, mathcal_mathcal, arrangement, mathbb_mathbb, polygon, triangulation",16
math,45,2020–2025,2020,2025,"family, lattice, matroid, point, polytope, poset, set, mathbb_mathbb, plane, graph, tiling, mathcal_mathcal, arrangement",13
math,46,2000–2005,2000,2005,"asymptotical, codim, condition, infty, longrightarrow, mid, operator, semigroup, subspace, underset",10
math,46,2005–2010,2005,2010,"cdot, conjecture, forall, multiplication, real, rightarrow, addition, choquet, hyperrigid, hyperrigidity, lim, rational",12
math,46,2010–2015,2010,2015,"2da, 2ij, arithmetic_progression, bijective, colon, dim, exp, exponential, jie, lie_group, mathbb, mathfrak, mathfrak_mathfrak, mdeg, mdeg_tame, mid, nmid, notin, rank, solvable",20
math,46,2015–2020,2015,2020,"bijective, cdot, colon, differential, dim, dissipative, eigenvalue, element, exp, exponential, field, forall, inftytrdeg, kolchin, lie_group, mathbb, mathbb_mathbb, mathfrak, mathfrak_mathfrak, maxwell, negative, neq, nonconstant, prime, rank, solvable, subfield, tan, trdeg, wedge",30
math,46,2020–2025,2020,2025,"forall, iff, ldots, mathbb, cdot, inftycd, mid, stackrel, tfutfu, colon, curvearrowright, dim, exp, ext_ext, kerr, lca, ldots_ldots, leq2, mathbb_mathbb, min, overline, overline_overline, property, pseudopolynomial, rtimes, schr_dinger_llmer, subseteq",27
math,47,2000–2005,2000,2005,"algebra, crystal, module, affine, lie_algebra, quantum, operator, osp, yangian, basis, mathfrak, realization, root, weight, belavin, ggs, kirillov_reshetikhin, superconformal, tilde, vasiliev, vertex, virasoro, voa",23
math,47,2005–2010,2005,2010,"affine, algebra, module, weight, crystal, lie_algebra, representation, type, mathfrak, root, irreducible, operator, quantum, cauchon_diagram, kirillov_reshetikhin, mathfrak_mathfrak, osp, tilde, vertex, vir_vir, virasoro",21
math,47,2010–2015,2010,2015,"affine, algebra, mathfrak, module, weight, mathfrak_mathfrak, crystal, type, vertex, representation, lie_algebra, operator, cofinite, frak, mathsf_mathsf_mathsf_mathsf, quantum, toroidal, vert_vert",18
math,47,2015–2020,2015,2020,"affine, algebra, mathfrak, mathfrak_mathfrak, module, weight, mathsf, representation, type, vertex, mathbb, mathcal, mathsf_mathsf, cofinite, cri_frak_vert, lie_algebra, toroidal",17
math,47,2020–2025,2020,2025,"affine, algebra, mathcal, mathfrak, mathfrak_mathfrak, module, weight, mathsf, type, mathbb, vertex, category, hbar, mathfrak_hbar, quantum, yangian",16
math,48,2000–2005,2000,2005,"18f, abelian, bialostocki, binom, diam, erdo, fht, geq, ginzburg_ziv, inequality, lefmann, leq, let, monochromatic, pmb, sum, supp, supp_supp, terence_tao, uncertainty",20
math,48,2005–2010,2005,2010,"binom, romanov, sumset, bialostocki, cup, fleck, lcm, lcm_lcm, lefmann, mod, monochromatic, pmb, positive, prime, sum, 18f, cancellative, density, diam, erdo, esssup, forall, frac, geq, ginzburg_ziv, hong, integer, mod_mod, period, sw2, theorem, tripartite",32
math,48,2010–2015,2010,2015,"colourable, digraph, girth, leq, tournament, binom, cup, frac, hypergraph, wiener_sausage, hypercyclic, colour, erd_hajnal, geq, hadjiloucas, hypomorphic, lceil, manoussos, quasirandomness, ramsey, rceil, sum, tuple",23
math,48,2015–2020,2015,2020,"binom, hypergraph, leq, ramsey, sum, geq, ldots, berge, frac, lfloor_rfloor, msum, scr_scr, tournament, uniform_hypergraph, colour, colourable, detachment, equiv0_pmod, hat, lfloor, lonely_runner, mathbb_times, mathcal, partite, pmb_pmb, rainbow",26
math,48,2020–2025,2020,2025,"binom, hypergraph, leq, geq, tournament, frac, mathcal, sum, rainbow, ramsey, deg, lfloor, berge, bigcup, cal, deg_deg, ell, graph, lfloor_rfloor, mathbb_times, msum, parallel_bigtriangledown_bigtriangledown",22
math,49,2000–2005,2000,2005,"boundary, domain, inequality, function, operator, type, space, dirichlet, harmonic, integral, isophasal, singularity, sobolev, bergman_kernel, corner, elliptic, estimate, multivector, qtext, revers, semistar, shilov, star_star",23
math,49,2005–2010,2005,2010,"boundary, domain, estimate, function, inequality, operator, space, hardy, type, integral, sobolev, elliptic, dirichlet, harmonic",14
math,49,2010–2015,2010,2015,"boundary, domain, estimate, function, inequality, operator, space, type, integral, fractional, hardy, sobolev",12
math,49,2015–2020,2015,2020,"boundary, domain, estimate, function, inequality, operator, space, type, fractional, regularity, dirichlet, hardy, sobolev",13
math,49,2020–2025,2020,2025,"boundary, domain, estimate, fractional, function, inequality, operator, space, type, sobolev, regularity",11
