subject,window_from,window_to,transition,avg_sim,avg_drift,std_drift,n_topics
math,2000–2005,2005–2010,2000–2005 → 2005–2010,0.5030463000000001,0.49695369999999994,0.15922177539497723,50
math,2005–2010,2010–2015,2005–2010 → 2010–2015,0.67987052,0.32012948,0.17778784961367494,50
math,2010–2015,2015–2020,2010–2015 → 2015–2020,0.75884672,0.24115328000000003,0.1531119492557638,50
math,2015–2020,2020–2025,2015–2020 → 2020–2025,0.7990788600000001,0.20092114,0.1182508807833634,50
