subject,topic_id,avg_yoy_sim,min_yoy_sim,avg_yoy_drift,max_single_jump
math,0,0.6920000000000001,0.4,0.308,0.6
math,1,0.608,0.0,0.392,1.0
math,2,0.368,0.0,0.632,1.0
math,3,0.14021636,0.0,0.85978364,1.0
math,4,0.696,0.3,0.30400000000000005,0.7
math,5,0.1142857142857143,0.0,0.8857142857142858,1.0
math,6,0.632,0.2,0.36800000000000005,0.8
math,7,0.7120000000000001,0.3,0.28800000000000003,0.7
math,8,0.54,0.3,0.46,0.7
math,9,0.324,0.0,0.6759999999999999,1.0
math,10,0.204,0.0,0.7959999999999999,1.0
math,11,0.536,0.0,0.46399999999999997,1.0
math,12,0.7879999999999999,0.5,0.212,0.5
math,13,0.504,0.0,0.496,1.0
math,14,0.46,0.2,0.54,0.8
math,15,0.524,0.3,0.47600000000000003,0.7
math,16,0.212,0.0,0.7879999999999999,1.0
math,17,0.604,0.2,0.396,0.8
math,18,0.38,0.0,0.62,1.0
math,19,0.568,0.0,0.43200000000000005,1.0
math,20,0.456,0.1,0.544,0.9
math,21,0.68,0.0,0.32,1.0
math,22,0.424,0.0,0.5760000000000001,1.0
math,23,0.17272727272727273,0.0,0.8272727272727273,1.0
math,24,0.6,0.3,0.4,0.7
math,25,0.14,0.0,0.86,1.0
math,26,0.14210526315789473,0.0,0.8578947368421053,1.0
math,27,0.19545454545454544,0.0,0.8045454545454546,1.0
math,28,0.652,0.2,0.348,0.8
math,29,0.584,0.0,0.41600000000000004,1.0
math,30,0.316,0.1,0.684,0.9
math,31,0.37200000000000005,0.0,0.628,1.0
math,32,0.548,0.0,0.452,1.0
math,33,0.612,0.1,0.38799999999999996,0.9
math,34,0.38,0.0,0.62,1.0
math,35,0.748,0.2,0.252,0.8
math,36,0.604,0.3,0.396,0.7
math,37,0.32799999999999996,0.0,0.672,1.0
math,38,0.688,0.1,0.312,0.9
math,39,0.09200000000000001,0.0,0.9079999999999999,1.0
math,40,0.636,0.0,0.364,1.0
math,41,0.632,0.3,0.368,0.7
math,42,0.42,0.0,0.58,1.0
math,43,0.11599999999999999,0.0,0.884,1.0
math,44,0.4,0.0,0.6,1.0
math,45,0.532,0.0,0.46799999999999997,1.0
math,46,0.228,0.0,0.772,1.0
math,47,0.49200000000000005,0.0,0.508,1.0
math,48,0.37200000000000005,0.0,0.628,1.0
math,49,0.46799999999999997,0.0,0.532,1.0
