model,subject,trend,rank,word,freq,n_topics_in_category
BERTopic,physics,GROWING,1,quantum,78,98
BERTopic,physics,GROWING,2,learning,59,98
BERTopic,physics,GROWING,3,optical,59,98
BERTopic,physics,GROWING,4,flow,55,98
BERTopic,physics,GROWING,5,cavity,55,98
BERTopic,physics,GROWING,6,neural,54,98
BERTopic,physics,GROWING,7,magnetic,54,98
BERTopic,physics,GROWING,8,superconducting,52,98
BERTopic,physics,GROWING,9,solar,50,98
BERTopic,physics,GROWING,10,photon,50,98
BERTopic,physics,GROWING,11,plasma,48,98
BERTopic,physics,GROWING,12,graphene,47,98
BERTopic,physics,GROWING,13,image,46,98
BERTopic,physics,GROWING,14,wind,45,98
BERTopic,physics,GROWING,15,laser,43,98
BERTopic,physics,GROWING,16,cell,43,98
BERTopic,physics,GROWING,17,detector,43,98
BERTopic,physics,GROWING,18,photonic,41,98
BERTopic,physics,GROWING,19,frequency,39,98
BERTopic,physics,GROWING,20,cells,37,98
BERTopic,physics,STABLE,1,laser,95,83
BERTopic,physics,STABLE,2,networks,84,83
BERTopic,physics,STABLE,3,network,61,83
BERTopic,physics,STABLE,4,ion,50,83
BERTopic,physics,STABLE,5,detector,50,83
BERTopic,physics,STABLE,6,atomic,49,83
BERTopic,physics,STABLE,7,fiber,48,83
BERTopic,physics,STABLE,8,atom,44,83
BERTopic,physics,STABLE,9,rydberg,42,83
BERTopic,physics,STABLE,10,water,41,83
BERTopic,physics,STABLE,11,lattice,40,83
BERTopic,physics,STABLE,12,cavity,39,83
BERTopic,physics,STABLE,13,nodes,39,83
BERTopic,physics,STABLE,14,magnetic,38,83
BERTopic,physics,STABLE,15,surface,38,83
BERTopic,physics,STABLE,16,frequency,38,83
BERTopic,physics,STABLE,17,atoms,38,83
BERTopic,physics,STABLE,18,optical,37,83
BERTopic,physics,STABLE,19,flow,36,83
BERTopic,physics,STABLE,20,noise,36,83
BERTopic,physics,DECLINING,1,relativity,50,51
BERTopic,physics,DECLINING,2,turbulence,47,51
BERTopic,physics,DECLINING,3,electron,47,51
BERTopic,physics,DECLINING,4,entropy,47,51
BERTopic,physics,DECLINING,5,einstein,46,51
BERTopic,physics,DECLINING,6,plasma,45,51
BERTopic,physics,DECLINING,7,molecules,42,51
BERTopic,physics,DECLINING,8,gravitational,39,51
BERTopic,physics,DECLINING,9,trap,38,51
BERTopic,physics,DECLINING,10,laser,38,51
BERTopic,physics,DECLINING,11,beam,37,51
BERTopic,physics,DECLINING,12,body,36,51
BERTopic,physics,DECLINING,13,atoms,35,51
BERTopic,physics,DECLINING,14,equation,35,51
BERTopic,physics,DECLINING,15,plasmas,35,51
BERTopic,physics,DECLINING,16,electromagnetic,34,51
BERTopic,physics,DECLINING,17,ultracold,34,51
BERTopic,physics,DECLINING,18,waves,34,51
BERTopic,physics,DECLINING,19,fractional,33,51
BERTopic,physics,DECLINING,20,mechanics,32,51
