subject,year_from,year_to,n_topics_t,n_topics_t1,n_stable,n_evolve,n_merge,n_mismatch,n_disappear,n_merge_groups,n_new,pct_stable,pct_evolve,pct_merge,pct_mismatch,pct_disappear
math,2000,2001,91,97,42,46,0,0,3,0,55,46.15,50.55,0.0,0.0,3.3
math,2001,2002,97,103,31,61,0,0,5,0,72,31.96,62.89,0.0,0.0,5.15
math,2002,2003,103,102,24,73,0,0,6,0,78,23.3,70.87,0.0,0.0,5.83
math,2003,2004,102,111,25,72,0,0,5,0,86,24.51,70.59,0.0,0.0,4.9
math,2004,2005,111,114,29,78,0,0,4,0,85,26.13,70.27,0.0,0.0,3.6
math,2005,2006,114,114,25,86,0,0,3,0,89,21.93,75.44,0.0,0.0,2.63
math,2006,2007,114,120,29,83,0,0,2,0,91,25.44,72.81,0.0,0.0,1.75
math,2007,2008,120,121,29,89,0,0,2,0,92,24.17,74.17,0.0,0.0,1.67
math,2008,2009,121,119,23,95,0,0,3,0,96,19.01,78.51,0.0,0.0,2.48
math,2009,2010,119,122,19,99,0,1,0,0,102,15.97,83.19,0.0,0.84,0.0
math,2010,2011,122,123,27,95,0,0,0,0,96,22.13,77.87,0.0,0.0,0.0
math,2011,2012,123,122,27,95,0,0,1,0,95,21.95,77.24,0.0,0.0,0.81
math,2012,2013,122,123,26,95,0,0,1,0,97,21.31,77.87,0.0,0.0,0.82
math,2013,2014,123,123,30,93,0,0,0,0,93,24.39,75.61,0.0,0.0,0.0
math,2014,2015,123,123,36,86,0,0,1,0,87,29.27,69.92,0.0,0.0,0.81
math,2015,2016,123,123,42,80,0,0,1,0,81,34.15,65.04,0.0,0.0,0.81
math,2016,2017,123,124,35,87,0,0,1,0,89,28.46,70.73,0.0,0.0,0.81
math,2017,2018,124,124,43,80,0,0,1,0,81,34.68,64.52,0.0,0.0,0.81
math,2018,2019,124,124,46,77,0,0,1,0,78,37.1,62.1,0.0,0.0,0.81
math,2019,2020,124,124,45,78,0,0,1,0,79,36.29,62.9,0.0,0.0,0.81
math,2020,2021,124,124,58,65,0,0,1,0,66,46.77,52.42,0.0,0.0,0.81
math,2021,2022,124,124,53,70,0,0,1,0,71,42.74,56.45,0.0,0.0,0.81
math,2022,2023,124,124,52,70,1,1,0,1,71,41.94,56.45,0.81,0.81,0.0
math,2023,2024,124,124,59,65,0,0,0,0,65,47.58,52.42,0.0,0.0,0.0
math,2024,2025,124,124,79,45,0,0,0,0,45,63.71,36.29,0.0,0.0,0.0
