subject,year,avg_sim,avg_drift,n_topics
cs,2000,0.6459286315789473,0.35407136842105263,57
cs,2001,0.4486798196721311,0.5513201803278688,61
cs,2002,0.2221728620689655,0.7778271379310344,58
cs,2003,0.12013584745762712,0.8798641525423729,59
cs,2004,0.12148436764705883,0.8785156323529412,68
cs,2005,0.09907598507462687,0.9009240149253731,67
cs,2006,0.0856906231884058,0.9143093768115942,69
cs,2007,0.08601059090909091,0.9139894090909091,66
cs,2008,0.08736303076923077,0.9126369692307693,65
cs,2009,0.08046527272727273,0.9195347272727273,66
cs,2010,0.08316578571428572,0.9168342142857142,70
cs,2011,0.08844412676056337,0.9115558732394367,71
cs,2012,0.09393414864864864,0.9060658513513513,74
cs,2013,0.091728125,0.908271875,72
cs,2014,0.09428480821917809,0.9057151917808219,73
cs,2015,0.0972505205479452,0.9027494794520547,73
cs,2016,0.09762197222222221,0.9023780277777776,72
cs,2017,0.09184819444444443,0.9081518055555556,72
cs,2018,0.09359827027027028,0.9064017297297298,74
cs,2019,0.09686602702702703,0.9031339729729729,74
cs,2020,0.0996606,0.9003393999999999,75
cs,2021,0.0946202,0.9053798000000001,75
cs,2022,0.09726869333333334,0.9027313066666667,75
cs,2023,0.09723209333333332,0.9027679066666667,75
cs,2024,0.09758857333333333,0.9024114266666667,75
cs,2025,0.09742601333333333,0.9025739866666667,75
