subject,topic_id,avg_yoy_sim,min_yoy_sim,avg_yoy_drift,max_single_jump
cs,0,0.703294380952381,0.270284,0.29670561904761905,0.729716
cs,1,0.53714824,0.0,0.46285176,1.0
cs,2,0.6910238400000001,0.049504,0.30897616,0.950496
cs,3,0.7729214,0.465802,0.2270786,0.534198
cs,4,0.7983092,0.568724,0.2016908,0.431276
cs,5,0.7256427222222223,0.275409,0.27435727777777774,0.724591
cs,6,0.6242158260869565,0.314151,0.3757841739130435,0.685849
cs,7,0.81650396,0.618469,0.18349604,0.381531
cs,8,0.71986768,0.106599,0.28013232000000005,0.893401
cs,9,0.5869985333333333,0.303628,0.41300146666666665,0.696372
cs,10,0.5571714545454546,0.0,0.4428285454545454,1.0
cs,11,0.630722,0.0,0.369278,1.0
cs,12,0.6616190399999999,0.118801,0.33838096,0.881199
cs,13,0.5524268181818182,0.093029,0.44757318181818184,0.906971
cs,14,0.69915316,0.21183,0.30084684,0.78817
cs,15,0.5383255,0.038742,0.4616745,0.961258
cs,16,0.4099080588235294,0.149204,0.5900919411764706,0.850796
cs,17,0.42188559999999997,0.227847,0.5781143999999999,0.772153
cs,18,0.6419764000000001,0.18238,0.3580236,0.81762
cs,19,0.6284175,0.150124,0.3715825,0.849876
cs,20,0.75253028,0.224076,0.24746972,0.775924
cs,21,0.6421123043478261,0.170284,0.35788769565217393,0.829716
cs,22,0.67052808,0.098284,0.32947192000000003,0.901716
cs,23,0.6063647894736842,0.137026,0.3936352105263158,0.862974
cs,24,0.31632653846153846,0.0,0.6836734615384615,1.0
cs,25,0.4786921428571429,0.066937,0.5213078571428571,0.933063
cs,26,0.5432599047619048,0.250343,0.4567400952380953,0.749657
cs,27,0.76095904,0.319788,0.23904096,0.680212
cs,28,0.84003996,0.583179,0.15996004,0.416821
cs,29,0.68295352,0.309647,0.31704647999999996,0.690353
cs,30,0.61316452,0.049504,0.38683548,0.950496
cs,31,0.671074347826087,0.125284,0.32892565217391306,0.874716
cs,32,0.5884044,0.125284,0.4115956,0.874716
cs,33,0.801839,0.560962,0.19816099999999998,0.439038
cs,34,0.7097382608695652,0.098284,0.2902617391304348,0.901716
cs,35,0.66432436,0.141809,0.33567564,0.858191
cs,36,0.6452414347826086,0.221122,0.3547585652173913,0.778878
cs,37,0.6421833478260869,0.150124,0.357816652173913,0.849876
cs,38,0.6264755217391305,0.099007,0.3735244782608696,0.900993
cs,39,0.6907678695652174,0.209026,0.3092321304347826,0.790974
cs,40,0.66821736,0.307664,0.33178263999999996,0.692336
cs,41,0.5925074782608696,0.100621,0.4074925217391304,0.899379
cs,42,0.5390137777777778,0.21183,0.4609862222222222,0.78817
cs,43,0.6713085217391305,0.330628,0.32869147826086953,0.669372
cs,44,0.75690916,0.287151,0.24309083999999997,0.712849
cs,45,0.5510698333333334,0.25853,0.4489301666666667,0.74147
cs,46,0.7258189500000001,0.245281,0.27418105000000004,0.754719
cs,47,0.58381975,0.049504,0.41618025000000003,0.950496
cs,48,0.55873368,0.0,0.44126632,1.0
cs,49,0.6469621904761905,0.123584,0.35303780952380953,0.876416
cs,50,0.846259125,0.538853,0.153740875,0.461147
cs,51,0.7449730800000001,0.407311,0.25502692,0.592689
cs,52,0.7845721600000001,0.319788,0.21542784,0.680212
cs,53,0.63401185,0.124033,0.36598815,0.875967
cs,54,0.4672499,0.080059,0.5327501,0.919941
cs,55,0.7107556956521739,0.329884,0.2892443043478261,0.670116
cs,56,0.70998952,0.376884,0.29001048,0.623116
cs,57,0.5597364375,0.219788,0.4402635625,0.780212
cs,58,0.7328383846153846,0.462819,0.26716161538461536,0.537181
cs,59,0.57914632,0.123584,0.42085368,0.876416
cs,60,0.738659125,0.328928,0.261340875,0.671072
cs,61,0.85456756,0.612323,0.14543244,0.387677
cs,62,0.46850712499999997,0.0,0.531492875,1.0
cs,63,0.77894872,0.488962,0.22105128000000002,0.511038
cs,64,0.5289481578947368,0.110462,0.47105184210526313,0.889538
cs,65,0.6142736666666666,0.038742,0.38572633333333334,0.961258
cs,66,0.79513688,0.168305,0.20486311999999998,0.831695
cs,67,0.6197215217391304,0.0,0.38027847826086963,1.0
cs,68,0.77331468,0.490072,0.22668532,0.509928
cs,69,0.5214685,0.18068,0.47853150000000005,0.81932
cs,70,0.49738904,0.082267,0.50261096,0.917733
cs,71,0.74990048,0.569637,0.25009951999999996,0.430363
cs,72,0.61672784,0.038742,0.38327216,0.961258
cs,73,0.6354967857142857,0.473053,0.36450321428571425,0.526947
cs,74,0.7675141999999999,0.512374,0.2324858,0.487626
