subject,model,word,gt_category,model_category,match,model_slope,model_p_value,model_r_squared,span,coverage_pct
cs,bertopic,learning,emerging,emerging,True,0.432821,0.0,0.8214,13,65.4
cs,bertopic,deep,emerging,emerging,True,0.197265,5e-06,0.5907,12,46.2
cs,bertopic,training,emerging,emerging,True,0.06735,0.002314,0.3261,3,23.1
cs,bertopic,models,emerging,emerging,True,0.194188,0.000168,0.452,6,23.1
cs,bertopic,image,emerging,emerging,True,0.945299,0.0,0.8771,18,84.6
cs,bertopic,neural,emerging,emerging,True,0.440342,0.0,0.7493,15,73.1
cs,bertopic,dataset,emerging,emerging,True,0.02359,0.003335,0.3067,3,11.5
cs,bertopic,datasets,emerging,stable,False,-0.000342,0.968961,0.0001,1,11.5
cs,bertopic,detection,emerging,emerging,True,0.744615,0.0,0.879,17,84.6
cs,bertopic,tasks,emerging,emerging,True,0.177436,0.0,0.719,9,42.3
cs,bertopic,images,emerging,emerging,True,0.742222,0.0,0.7685,16,69.2
cs,bertopic,methods,emerging,emerging,True,0.023248,0.012387,0.2335,2,15.4
cs,bertopic,art,emerging,stable,False,-0.003077,0.559284,0.0144,1,3.8
cs,bertopic,data,emerging,emerging,True,0.198632,1e-06,0.652,10,50.0
cs,bertopic,task,emerging,emerging,True,0.108718,8.3e-05,0.4822,10,57.7
cs,bertopic,human,emerging,emerging,True,0.260855,0.0,0.7374,13,57.7
cs,bertopic,3d,emerging,emerging,True,0.375043,0.0,0.7427,15,61.5
cs,bertopic,multi,emerging,emerging,True,0.149402,8e-06,0.5731,8,42.3
cs,bertopic,ai,emerging,emerging,True,0.220171,0.0,0.7693,14,61.5
cs,bertopic,trained,emerging,stable,False,0.0,1.0,0.0,0,0.0
cs,bertopic,results,stable,stable,True,0.0,1.0,0.0,0,0.0
cs,bertopic,using,stable,stable,True,0.0,1.0,0.0,0,0.0
cs,bertopic,analysis,stable,emerging,False,0.057436,0.000759,0.3824,13,61.5
cs,bertopic,based,stable,stable,True,0.0,1.0,0.0,0,0.0
cs,bertopic,language,stable,emerging,False,0.653675,0.0,0.6635,12,57.7
cs,bertopic,time,stable,emerging,False,0.082735,0.000125,0.4648,14,76.9
cs,bertopic,applications,stable,stable,True,0.010598,0.220343,0.0619,2,11.5
cs,bertopic,techniques,stable,stable,True,-0.004103,0.722935,0.0053,2,23.1
cs,bertopic,different,stable,stable,True,-0.014701,0.084229,0.1191,2,11.5
cs,bertopic,approach,stable,stable,True,0.0,1.0,0.0,0,0.0
cs,bertopic,optimal,stable,stable,True,0.016752,0.495382,0.0196,11,69.2
cs,bertopic,communication,stable,emerging,False,0.257436,0.0,0.7281,16,76.9
cs,bertopic,non,stable,stable,True,0.0,1.0,0.0,0,0.0
cs,bertopic,distribution,stable,emerging,False,0.072137,0.000801,0.3798,10,61.5
cs,bertopic,space,stable,emerging,False,0.048205,0.005929,0.2753,7,46.2
cs,bertopic,use,stable,stable,True,0.0,1.0,0.0,0,0.0
cs,bertopic,rate,stable,emerging,False,0.110085,0.000497,0.4028,21,84.6
cs,bertopic,model,stable,stable,True,0.014017,0.100711,0.1083,1,11.5
cs,bertopic,control,stable,emerging,False,0.154872,0.0,0.6662,13,76.9
cs,bertopic,design,stable,stable,True,0.033504,0.08866,0.116,6,46.2
cs,bertopic,logic,decaying,emerging,False,0.036581,0.031518,0.1785,26,100.0
cs,bertopic,quantum,decaying,stable,False,0.014017,0.100711,0.1083,26,100.0
cs,bertopic,programs,decaying,stable,False,0.002051,0.849124,0.0015,13,92.3
cs,bertopic,algorithm,decaying,emerging,False,0.139145,0.000182,0.4486,21,88.5
cs,bertopic,programming,decaying,emerging,False,0.080684,0.002814,0.3157,10,76.9
cs,bertopic,theory,decaying,stable,False,0.008889,0.681225,0.0072,11,88.5
cs,bertopic,codes,decaying,emerging,False,0.14359,0.0,0.7286,26,100.0
cs,bertopic,problem,decaying,emerging,False,0.086154,4e-06,0.598,21,92.3
cs,bertopic,complexity,decaying,decaying,True,-0.047179,0.00762,0.2612,3,42.3
cs,bertopic,semantics,decaying,stable,False,0.016068,0.484436,0.0206,16,96.2
cs,bertopic,constraint,decaying,stable,False,0.003077,0.776312,0.0034,2,19.2
cs,bertopic,program,decaying,stable,False,0.007521,0.766012,0.0038,6,65.4
cs,bertopic,rules,decaying,stable,False,-0.001026,0.962127,0.0001,4,61.5
cs,bertopic,finite,decaying,emerging,False,0.094701,1e-06,0.6398,21,84.6
cs,bertopic,paper,decaying,stable,False,-0.003761,0.474636,0.0215,1,3.8
cs,bertopic,number,decaying,stable,False,-0.006154,0.62203,0.0103,3,11.5
cs,bertopic,web,decaying,stable,False,0.003761,0.91466,0.0005,9,69.2
cs,bertopic,problems,decaying,emerging,False,0.118974,1.4e-05,0.5515,10,65.4
cs,bertopic,polynomial,decaying,stable,False,0.001709,0.914193,0.0005,24,92.3
cs,bertopic,presented,decaying,decaying,True,-0.030085,0.009997,0.2458,2,11.5
