subject,word,category,span,total_years_present,span_start,total_years,coverage_pct,total_topic_hits,avg_topics_when_present,topic_counts_per_year,presence
cs,learning,emerging,13,17,2013,26,65.4,86,5.06,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 2, 3, 2, 3, 6, 6, 8, 8, 8, 9, 9, 9, 9]",··█·█····█·█·█████████████
cs,deep,emerging,12,12,2014,26,46.2,41,3.42,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4, 5, 4, 6, 4, 4, 3, 3, 2, 3]",··············████████████
cs,training,emerging,3,6,2023,26,23.1,11,1.83,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 3, 3, 2]",············█·█····█···███
cs,models,emerging,6,6,2020,26,23.1,26,4.33,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 3, 4, 7, 8]",····················██████
cs,image,emerging,18,22,2008,26,84.6,213,9.68,"[1, 0, 0, 0, 2, 1, 2, 0, 1, 1, 3, 5, 4, 7, 7, 7, 10, 16, 17, 19, 19, 18, 17, 18, 19, 19]",█···███·██████████████████
cs,neural,emerging,15,19,2011,26,73.1,90,4.74,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 2, 1, 1, 1, 2, 4, 4, 8, 10, 8, 10, 9, 8, 11, 7]",···███···█·███████████████
cs,dataset,emerging,3,3,2023,26,11.5,3,1.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",·······················███
cs,datasets,emerging,1,3,2005,26,11.5,3,1.0,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",·····█··█···············█·
cs,detection,emerging,17,22,2009,26,84.6,168,7.64,"[0, 1, 1, 0, 2, 1, 2, 0, 0, 4, 3, 3, 2, 5, 5, 6, 7, 9, 12, 12, 15, 14, 14, 15, 18, 17]",·██·███··█████████████████
cs,tasks,emerging,9,11,2017,26,42.3,31,2.82,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 1, 3, 3, 3, 3, 3, 3, 4, 5]",············█·█··█████████
cs,images,emerging,16,18,2010,26,69.2,145,8.06,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 2, 1, 1, 3, 11, 10, 13, 14, 15, 15, 13, 16, 16, 11]",···██·····████████████████
cs,methods,emerging,2,4,2019,26,15.4,4,1.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0]",···················██·██··
