subject,word,category,span,total_years_present,span_start,total_years,coverage_pct,total_topic_hits,avg_topics_when_present,topic_counts_per_year,presence
cs,learning,emerging,26,26,2000,26,100.0,698,26.85,"[1, 4, 7, 3, 3, 3, 3, 4, 3, 4, 4, 6, 15, 16, 14, 22, 28, 40, 52, 61, 65, 79, 69, 68, 66, 58]",██████████████████████████
cs,deep,emerging,13,14,2013,26,53.8,190,13.57,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 4, 8, 16, 19, 29, 26, 24, 21, 13, 14, 6, 6]",··········█··█████████████
cs,training,emerging,14,17,2012,26,65.4,163,9.59,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 3, 1, 2, 5, 7, 10, 13, 14, 20, 20, 21, 21, 22]",·█·····█··█·██████████████
cs,models,emerging,15,21,2011,26,80.8,325,15.48,"[1, 0, 0, 0, 1, 1, 2, 1, 2, 0, 0, 2, 6, 4, 4, 7, 7, 6, 8, 11, 17, 23, 33, 52, 64, 73]",█···█████··███████████████
cs,image,emerging,23,24,2003,26,92.3,369,15.38,"[1, 0, 0, 1, 3, 2, 5, 3, 1, 7, 7, 10, 10, 11, 14, 23, 16, 24, 30, 27, 27, 27, 29, 33, 32, 26]",█··███████████████████████
cs,neural,emerging,24,24,2002,26,92.3,233,9.71,"[0, 0, 2, 3, 4, 7, 1, 3, 1, 2, 6, 1, 2, 2, 6, 8, 14, 19, 27, 25, 21, 22, 14, 13, 15, 15]",··████████████████████████
cs,dataset,emerging,7,8,2019,26,30.8,29,3.62,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 4, 4, 2, 4, 2, 3, 9]",··············█····███████
cs,datasets,emerging,4,10,2022,26,38.5,17,1.7,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 2, 1, 5, 3]",········█·····██·█·██·████
cs,detection,emerging,22,25,2004,26,96.2,200,8.0,"[2, 1, 1, 0, 3, 1, 1, 1, 3, 3, 3, 4, 3, 5, 5, 5, 8, 13, 13, 13, 16, 15, 17, 19, 22, 23]",███·██████████████████████
cs,tasks,emerging,10,15,2016,26,57.7,55,3.67,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 1, 0, 2, 2, 2, 6, 3, 6, 9, 7, 8, 4]",··█······█··███·██████████
cs,images,emerging,21,23,2005,26,88.5,278,12.09,"[0, 1, 0, 2, 0, 1, 2, 1, 3, 3, 6, 9, 3, 5, 6, 15, 23, 14, 20, 23, 22, 28, 21, 25, 28, 17]",·█·█·█████████████████████
cs,methods,emerging,6,16,2020,26,61.5,36,2.25,"[0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 2, 1, 1, 0, 1, 0, 2, 2, 1, 0, 3, 3, 4, 5, 4, 4]",··█····██·███·█·███·██████
cs,art,emerging,0,0,-1,26,0.0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",··························
cs,data,emerging,26,26,2000,26,100.0,640,24.62,"[3, 4, 11, 7, 7, 7, 2, 4, 7, 7, 11, 14, 15, 17, 17, 18, 34, 36, 51, 49, 48, 49, 52, 59, 59, 52]",██████████████████████████
cs,task,emerging,10,18,2016,26,69.2,47,2.61,"[0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 3, 0, 2, 0, 2, 3, 1, 5, 6, 7, 4, 5, 1, 2]",·█·██···██·██·█·██████████
cs,human,emerging,21,23,2005,26,88.5,104,4.52,"[0, 1, 1, 0, 0, 5, 1, 1, 1, 2, 1, 1, 1, 2, 2, 2, 2, 9, 6, 8, 7, 8, 6, 10, 14, 13]",·██··█████████████████████
cs,3d,emerging,17,20,2009,26,76.9,128,6.4,"[0, 3, 1, 0, 0, 0, 0, 2, 0, 1, 1, 3, 1, 5, 3, 5, 8, 10, 13, 9, 11, 11, 8, 11, 12, 10]",·██····█·█████████████████
cs,multi,emerging,7,17,2019,26,65.4,39,2.29,"[0, 2, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 2, 2, 1, 2, 1, 0, 3, 3, 2, 5, 3, 5, 4]",·██···█·█···██████·███████
cs,ai,emerging,11,12,2015,26,46.2,55,4.58,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 2, 3, 4, 5, 5, 7, 10, 15]",············█··███████████
cs,trained,emerging,2,4,2021,26,15.4,5,1.25,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0]",·····█······█········██···
cs,results,stable,0,0,-1,26,0.0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",··························
cs,using,stable,1,5,2010,26,19.2,6,1.2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 2, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]",··········█·█·█··█·█······
cs,analysis,stable,9,15,2017,26,57.7,22,1.47,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 2, 3, 0, 0, 1, 3, 1, 1, 1, 1, 1, 1, 3]",█··█···█···█·██··█████████
cs,based,stable,19,21,2007,26,80.8,101,4.81,"[0, 1, 0, 0, 2, 0, 0, 4, 1, 1, 3, 4, 2, 3, 1, 1, 3, 3, 4, 6, 7, 11, 11, 10, 12, 11]",·█··█··███████████████████
cs,language,stable,20,25,2006,26,96.2,285,11.4,"[4, 3, 1, 8, 5, 0, 3, 1, 2, 5, 1, 3, 5, 3, 6, 6, 8, 7, 13, 13, 19, 23, 26, 34, 42, 44]",█████·████████████████████
cs,time,stable,26,26,2000,26,100.0,91,3.5,"[2, 2, 2, 1, 1, 1, 1, 3, 3, 3, 3, 2, 3, 3, 6, 3, 4, 7, 3, 5, 9, 5, 5, 4, 5, 5]",██████████████████████████
cs,applications,stable,1,4,2007,26,15.4,4,1.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0]",·······█········█··█·█····
cs,techniques,stable,2,5,2006,26,19.2,6,1.2,"[0, 0, 0, 0, 2, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",····█·██···██·············
cs,different,stable,1,6,2000,26,23.1,6,1.0,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",█··█···█·█·█·█············
cs,approach,stable,2,7,2022,26,26.9,8,1.14,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0]",······█··█·█····█···█·██··
cs,optimal,stable,10,20,2016,26,76.9,32,1.6,"[1, 0, 1, 0, 0, 1, 2, 2, 1, 1, 0, 0, 1, 1, 3, 0, 1, 1, 2, 1, 1, 2, 2, 3, 2, 3]",█·█··█████··███·██████████
cs,communication,stable,18,22,2008,26,84.6,81,3.68,"[0, 1, 1, 2, 3, 0, 0, 0, 1, 1, 2, 1, 2, 1, 2, 4, 4, 3, 3, 4, 8, 7, 7, 6, 8, 10]",·████···██████████████████
cs,non,stable,2,6,2013,26,23.1,7,1.17,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",█·█·█····█···██···········
cs,distribution,stable,7,17,2019,26,65.4,24,1.41,"[0, 0, 1, 1, 2, 1, 2, 0, 0, 2, 0, 2, 0, 0, 1, 0, 1, 3, 0, 2, 1, 1, 1, 1, 1, 1]",··█████··█·█··█·██·███████
cs,space,stable,2,10,2011,26,38.5,11,1.1,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 2, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0]",··█·█·█··█·██·····█·█··██·
cs,use,stable,0,0,-1,26,0.0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",··························
cs,rate,stable,21,21,2005,26,80.8,45,2.14,"[0, 0, 0, 0, 0, 1, 3, 3, 3, 1, 2, 3, 1, 2, 3, 1, 2, 3, 1, 3, 3, 1, 3, 2, 2, 2]",·····█████████████████████
cs,model,stable,16,24,2010,26,92.3,367,15.29,"[5, 2, 3, 4, 4, 1, 3, 0, 4, 0, 5, 3, 14, 8, 5, 10, 12, 15, 18, 18, 29, 32, 41, 43, 49, 39]",███████·█·████████████████
cs,control,stable,14,23,2012,26,88.5,40,1.74,"[1, 2, 0, 1, 2, 1, 2, 1, 2, 1, 0, 0, 2, 3, 1, 3, 2, 1, 3, 3, 1, 2, 1, 2, 1, 2]",██·███████··██████████████
cs,design,stable,9,17,2004,26,65.4,32,1.88,"[0, 0, 1, 0, 1, 1, 2, 2, 1, 1, 2, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 3, 3, 2, 3, 6]",··█·█████████·····█·██████
cs,logic,decaying,26,26,2000,26,100.0,66,2.54,"[5, 3, 1, 2, 1, 4, 3, 4, 2, 2, 3, 4, 2, 3, 3, 1, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2]",██████████████████████████
