subject,word,category,span,total_years_present,span_start,total_years,coverage_pct,total_topic_hits,avg_topics_when_present,topic_counts_per_year,presence
cs,quantum,decaying,26,26,2000,26,100.0,67,2.58,"[3, 4, 4, 3, 3, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 3, 2, 3, 3, 2, 2, 2, 2, 2, 3, 5]",██████████████████████████
cs,programs,decaying,9,22,2000,26,84.6,34,1.55,"[1, 2, 3, 1, 2, 1, 2, 1, 1, 0, 3, 2, 1, 1, 1, 3, 0, 1, 0, 1, 2, 1, 0, 2, 1, 1]",█████████·██████·█·███·███
cs,algorithm,decaying,26,26,2000,26,100.0,200,7.69,"[4, 4, 5, 4, 2, 3, 6, 6, 6, 7, 6, 9, 8, 11, 13, 14, 6, 13, 8, 7, 9, 7, 10, 10, 12, 10]",██████████████████████████
cs,programming,decaying,9,22,2017,26,84.6,39,1.77,"[2, 2, 2, 3, 1, 2, 0, 2, 0, 2, 1, 2, 0, 1, 2, 1, 0, 2, 2, 2, 2, 2, 1, 3, 1, 1]",██████·█·███·███·█████████
cs,theory,decaying,6,19,2020,26,73.1,27,1.42,"[1, 3, 1, 0, 2, 0, 1, 0, 1, 0, 0, 1, 2, 3, 0, 1, 2, 1, 1, 0, 1, 2, 1, 1, 1, 1]",███·█·█·█··███·████·██████
cs,codes,decaying,26,26,2000,26,100.0,122,4.69,"[1, 2, 2, 2, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 7, 6, 6, 7, 7, 6, 6, 5, 6, 5, 5]",██████████████████████████
cs,problem,decaying,26,26,2000,26,100.0,124,4.77,"[3, 3, 6, 3, 1, 3, 4, 4, 4, 3, 7, 3, 6, 2, 7, 6, 7, 7, 7, 4, 5, 6, 6, 3, 7, 7]",██████████████████████████
cs,complexity,decaying,3,13,2000,26,50.0,24,1.85,"[3, 2, 1, 0, 2, 4, 0, 2, 2, 0, 1, 0, 0, 0, 1, 0, 3, 1, 0, 1, 0, 0, 0, 0, 0, 1]",███·██·██·█···█·██·█·····█
cs,semantics,decaying,16,25,2010,26,96.2,39,1.56,"[2, 1, 2, 2, 1, 1, 1, 1, 1, 0, 2, 5, 1, 1, 3, 1, 2, 1, 2, 1, 2, 2, 1, 1, 1, 1]",█████████·████████████████
cs,constraint,decaying,7,13,2000,26,50.0,16,1.23,"[1, 2, 1, 1, 2, 1, 1, 0, 1, 1, 1, 2, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",███████·████·█···█········
cs,program,decaying,7,18,2015,26,69.2,31,1.72,"[3, 3, 1, 3, 2, 0, 1, 1, 1, 0, 1, 0, 2, 0, 0, 2, 2, 2, 2, 1, 2, 1, 0, 1, 0, 0]",█████·███·█·█··███████·█··
cs,rules,decaying,7,16,2000,26,61.5,24,1.5,"[2, 1, 2, 1, 1, 3, 1, 0, 2, 1, 2, 0, 0, 2, 0, 0, 1, 1, 0, 1, 0, 1, 2, 0, 0, 0]",███████·███··█··██·█·██···
cs,finite,decaying,12,19,2014,26,73.1,31,1.63,"[2, 1, 0, 2, 1, 0, 0, 1, 0, 3, 1, 0, 0, 0, 1, 1, 3, 1, 2, 2, 2, 2, 2, 1, 1, 2]",██·██··█·██···████████████
cs,paper,decaying,1,2,2006,26,7.7,2,1.0,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",······█·█·················
cs,number,decaying,1,2,2007,26,7.7,2,1.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",·······█········█·········
cs,web,decaying,19,22,2000,26,84.6,79,3.59,"[5, 4, 6, 5, 2, 5, 1, 3, 2, 3, 5, 5, 9, 5, 5, 3, 3, 1, 3, 0, 2, 0, 0, 1, 1, 0]",███████████████████·█··██·
cs,problems,decaying,6,20,2009,26,76.9,37,1.85,"[1, 1, 0, 0, 1, 2, 1, 1, 0, 1, 3, 1, 3, 2, 2, 0, 2, 0, 1, 3, 2, 2, 4, 2, 0, 2]",██··████·██████·█·██████·█
cs,polynomial,decaying,21,24,2005,26,92.3,40,1.67,"[1, 0, 2, 4, 0, 2, 1, 3, 3, 3, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1]",█·██·█████████████████████
cs,presented,decaying,1,1,2004,26,3.8,1,1.0,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",····█·····················
