subject,threshold_stable,avg_pct_stable,avg_pct_evolve,avg_pct_merge,avg_pct_mismatch,avg_pct_disappear,total_merge_groups,total_new
physics,0.5,16.49,78.87,0.02,0.04,4.59,1,204
