subject,word,category,span,total_years_present,span_start,total_years,coverage_pct,total_topic_hits,avg_topics_when_present,topic_counts_per_year,presence
physics,material,emerging,1,2,2006,26,7.7,2,1.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",······█············█······
physics,device,emerging,1,2,2009,26,7.7,2,1.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",·········█·······█········
physics,network,emerging,21,23,2005,26,88.5,61,2.65,"[0, 0, 1, 1, 0, 1, 2, 1, 1, 3, 3, 2, 4, 2, 2, 3, 4, 4, 4, 4, 3, 4, 4, 4, 2, 2]",··██·█████████████████████
physics,imaging,emerging,17,21,2009,26,80.8,35,1.67,"[0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2]",···███·█·█████████████████
physics,quantum,emerging,26,26,2000,26,100.0,122,4.69,"[4, 3, 3, 2, 2, 2, 2, 3, 2, 3, 4, 5, 4, 3, 3, 4, 4, 6, 7, 7, 7, 7, 8, 9, 10, 8]",██████████████████████████
physics,photonic,emerging,25,25,2001,26,96.2,77,3.08,"[0, 1, 2, 3, 2, 3, 2, 2, 2, 3, 2, 2, 4, 3, 3, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4]",·█████████████████████████
physics,neural_network,emerging,0,0,-1,26,0.0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",··························
physics,metasurface,emerging,4,5,2019,26,19.2,5,1.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0]",·················█·████···
physics,topological,emerging,12,17,2014,26,65.4,21,1.24,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 2, 1, 2, 1, 1, 2, 2, 1]",·██·······███·████████████
physics,optical,emerging,25,25,2001,26,96.2,164,6.56,"[0, 1, 5, 5, 4, 7, 6, 7, 6, 6, 5, 7, 8, 8, 9, 9, 7, 8, 7, 7, 7, 7, 7, 7, 7, 7]",·█████████████████████████
physics,flow,emerging,26,26,2000,26,100.0,73,2.81,"[2, 2, 1, 2, 1, 3, 4, 3, 3, 2, 3, 3, 2, 3, 2, 4, 3, 4, 3, 3, 3, 4, 3, 4, 3, 3]",██████████████████████████
physics,sensor,emerging,1,2,2002,26,7.7,2,1.0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",··█·················█·····
physics,image,emerging,17,19,2009,26,73.1,19,1.0,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",·····█·█·█████████████████
physics,dataset,emerging,0,0,-1,26,0.0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",··························
physics,datum,emerging,0,0,-1,26,0.0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",··························
physics,design,emerging,3,9,2020,26,34.6,10,1.11,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 2, 0, 0, 1]",·······██···██···█··███··█
physics,accuracy,emerging,2,4,2012,26,15.4,5,1.25,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",········█···██···········█
physics,training,emerging,8,8,2018,26,30.8,8,1.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]",··················████████
physics,efficient,emerging,0,0,-1,26,0.0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",··························
physics,active,emerging,10,12,2016,26,46.2,13,1.08,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1]",··········█··█··██████████
physics,particle,stable,13,20,2013,26,76.9,27,1.35,"[1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 2, 1, 1, 2, 1, 1, 2, 2, 1, 2, 1, 1, 3]",█·███·█·██···█████████████
physics,frequency,stable,26,26,2000,26,100.0,73,2.81,"[1, 2, 1, 1, 1, 3, 2, 2, 1, 1, 2, 4, 4, 3, 4, 4, 4, 4, 3, 4, 4, 3, 4, 4, 4, 3]",██████████████████████████
physics,interaction,stable,0,0,-1,26,0.0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",··························
physics,energy,stable,26,26,2000,26,100.0,151,5.81,"[4, 1, 7, 2, 5, 4, 7, 3, 5, 4, 6, 8, 7, 6, 9, 7, 4, 10, 8, 7, 5, 7, 4, 7, 7, 7]",██████████████████████████
physics,laser,stable,26,26,2000,26,100.0,87,3.35,"[1, 3, 2, 3, 3, 4, 5, 4, 5, 4, 4, 5, 3, 4, 3, 4, 4, 2, 2, 3, 3, 3, 4, 3, 3, 3]",██████████████████████████
physics,order,stable,15,21,2011,26,80.8,30,1.43,"[0, 0, 1, 1, 0, 1, 0, 1, 1, 2, 0, 2, 1, 2, 1, 2, 2, 2, 1, 1, 2, 2, 1, 1, 2, 1]",··██·█·███·███████████████
physics,physics,stable,26,26,2000,26,100.0,39,1.5,"[1, 1, 2, 1, 1, 1, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 2, 2, 1, 2]",██████████████████████████
physics,light,stable,19,24,2007,26,92.3,57,2.38,"[2, 0, 1, 1, 1, 2, 0, 2, 3, 2, 3, 2, 2, 3, 3, 3, 3, 3, 2, 2, 2, 3, 3, 3, 3, 3]",█·████·███████████████████
physics,ion,stable,20,23,2006,26,88.5,45,1.96,"[1, 0, 0, 1, 2, 0, 2, 2, 1, 1, 3, 2, 3, 3, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 3, 2]",█··██·████████████████████
physics,structure,stable,4,10,2008,26,38.5,10,1.0,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0]",··█·····████·······█·████·
physics,density,stable,25,25,2001,26,96.2,30,1.2,"[0, 2, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1]",·█████████████████████████
physics,property,stable,0,0,-1,26,0.0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",··························
physics,surface,stable,26,26,2000,26,100.0,55,2.12,"[1, 2, 1, 1, 1, 2, 4, 2, 3, 2, 2, 3, 3, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 3, 2, 2]",██████████████████████████
physics,dynamic,stable,0,0,-1,26,0.0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",··························
physics,dimensional,stable,3,7,2004,26,26.9,7,1.0,"[0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",·█··███·█··██·············
physics,non,stable,8,15,2018,26,57.7,25,1.67,"[0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 2, 1, 0, 2, 2, 2, 2, 2, 4, 2, 1]",··█··█·██·█····██·████████
physics,field,stable,26,26,2000,26,100.0,126,4.85,"[4, 3, 8, 5, 4, 3, 3, 7, 4, 3, 5, 5, 4, 6, 7, 5, 6, 5, 4, 5, 7, 5, 4, 5, 4, 5]",██████████████████████████
physics,effect,stable,1,3,2010,26,11.5,3,1.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",··········█·······█······█
physics,rate,stable,0,0,-1,26,0.0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",··························
physics,wave,stable,26,26,2000,26,100.0,48,1.85,"[1, 1, 1, 2, 1, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2]",██████████████████████████
physics,atom,decaying,11,22,2015,26,84.6,22,1.0,"[1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",█·██·██████·██·███████████
physics,theory,decaying,26,26,2000,26,100.0,56,2.15,"[2, 4, 1, 2, 2, 3, 2, 3, 2, 2, 1, 2, 2, 2, 2, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2]",██████████████████████████
physics,beam,decaying,26,26,2000,26,100.0,81,3.12,"[6, 4, 2, 1, 3, 3, 5, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",██████████████████████████
physics,relativistic,decaying,6,20,2003,26,76.9,22,1.1,"[1, 1, 0, 1, 2, 1, 1, 2, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1]",██·██████·████·████·█·█·██
physics,cluster,decaying,2,4,2002,26,15.4,4,1.0,"[1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",█·██··········█···········
physics,gravitational,decaying,4,16,2000,26,61.5,18,1.12,"[1, 1, 3, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1]",████··████·█··███··█···███
physics,function,decaying,1,5,2004,26,19.2,5,1.0,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",····█·█·······█···█··█····
physics,distribution,decaying,25,25,2001,26,96.2,26,1.04,"[0, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",·█████████████████████████
physics,motion,decaying,4,14,2020,26,53.8,15,1.07,"[0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 2, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1]",···██·█·····███·███·████·█
physics,relativity,decaying,26,26,2000,26,100.0,41,1.58,"[2, 2, 2, 1, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 2, 1]",██████████████████████████
physics,mass,decaying,6,13,2008,26,50.0,15,1.15,"[1, 0, 0, 2, 1, 0, 1, 0, 1, 1, 1, 1, 1, 2, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]",█··██·█·██████·█··█·····█·
