subject,num_topics,num_years,coherence_mean,coherence_std,irbo_mean,irbo_std,quality_mean,quality_std,topics_growing,topics_stable,topics_declining
math,50,26,0.378668,0.032568,0.854425,0.102289,0.520574,0.018897,4,39,7
