subject,window_from,window_to,transition,avg_sim,avg_drift,std_drift,n_topics
physics,2000–2005,2005–2010,2000–2005 → 2005–2010,0.46758468000000003,0.53241532,0.21262874383582675,50
physics,2005–2010,2010–2015,2005–2010 → 2010–2015,0.6291293,0.3708707,0.20647995962046137,50
physics,2010–2015,2015–2020,2010–2015 → 2015–2020,0.70701748,0.29298252,0.18723850237742345,50
physics,2015–2020,2020–2025,2015–2020 → 2020–2025,0.75003286,0.24996714,0.1745522382565396,50
