subject,year_from,year_to,avg_sim,avg_drift,n_topics
physics,2000,2001,0.5734794772727273,0.4265205227272727,44
physics,2001,2002,0.5427682765957447,0.45723172340425533,47
physics,2002,2003,0.5332807083333334,0.4667192916666667,48
physics,2003,2004,0.5520576808510639,0.4479423191489362,47
physics,2004,2005,0.5476466382978723,0.4523533617021277,47
physics,2005,2006,0.6386460425531915,0.36135395744680854,47
physics,2006,2007,0.6510967708333334,0.34890322916666666,48
physics,2007,2008,0.6714770208333333,0.3285229791666667,48
physics,2008,2009,0.6348967600000001,0.36510324,50
physics,2009,2010,0.7107765,0.2892235,50
physics,2010,2011,0.7347181,0.26528189999999996,50
physics,2011,2012,0.766190693877551,0.233809306122449,49
physics,2012,2013,0.7634645208333333,0.23653547916666665,48
physics,2013,2014,0.7850297959183673,0.21497020408163267,49
physics,2014,2015,0.7991353673469387,0.2008646326530612,49
physics,2015,2016,0.8068251632653061,0.19317483673469388,49
physics,2016,2017,0.80330506,0.19669494,50
physics,2017,2018,0.8307798775510203,0.1692201224489796,49
physics,2018,2019,0.8283494081632653,0.17165059183673467,49
physics,2019,2020,0.8301639591836734,0.16983604081632653,49
physics,2020,2021,0.8486282653061225,0.15137173469387755,49
physics,2021,2022,0.84575038,0.15424961999999998,50
physics,2022,2023,0.8438807551020409,0.1561192448979592,49
physics,2023,2024,0.8469040000000001,0.153096,49
physics,2024,2025,0.8651521224489797,0.1348478775510204,49
