subject,window_from,window_to,transition,avg_sim,avg_drift,std_drift,n_topics
physics,2000–2005,2005–2010,2000–2005 → 2005–2010,0.4762561625615764,0.5237438374384237,0.22230710359199848,203
physics,2005–2010,2010–2015,2005–2010 → 2010–2015,0.6420978164251208,0.35790218357487924,0.20096389329408804,207
physics,2010–2015,2015–2020,2010–2015 → 2015–2020,0.7689215797101449,0.23107842028985506,0.15092507078674072,207
physics,2015–2020,2020–2025,2015–2020 → 2020–2025,0.8233221111111111,0.17667788888888888,0.13573235531572994,207
