subject,topic_id,window_from,window_to,transition,rbo_sim,drift,words_from,words_to
physics,2,2015–2020,2020–2025,2015–2020 → 2020–2025,0.754887,0.245113,"comb, frequency, kerr, laser, nonlinear, optical, pulse, soliton, solitons, fiber, photonic","frequency, kerr, laser, nonlinear, optical, soliton, solitons, fiber, pulse, comb, photonic"
physics,3,2000–2005,2005–2010,2000–2005 → 2005–2010,0.492779,0.507221,"photon, quantum, states, entangled, entanglement, optical, state, coherent, bell, photons, qubit, teleportation, cat, communication, decoherence, field, gaussian, inequalities, light, maximally, negativities, plancherel, qps, squeezed, vector","communication, entangled, entanglement, photon, photons, quantum, states, optical, gaussian, state, light, mode, monogamy, negativities, qubit, walks"
physics,3,2005–2010,2010–2015,2005–2010 → 2010–2015,0.672016,0.327984,"communication, entangled, entanglement, photon, photons, quantum, states, optical, gaussian, state, light, mode, monogamy, negativities, qubit, walks","entangled, entanglement, optical, photon, photons, quantum, state, states, qubit, light, qkd, communication, photonic, single"
physics,3,2010–2015,2015–2020,2010–2015 → 2015–2020,0.966608,0.033392,"entangled, entanglement, optical, photon, photons, quantum, state, states, qubit, light, qkd, communication, photonic, single","entangled, entanglement, optical, photon, photons, quantum, single, state, states, light, qkd, qubit"
physics,3,2015–2020,2020–2025,2015–2020 → 2020–2025,0.941407,0.058593,"entangled, entanglement, optical, photon, photons, quantum, single, state, states, light, qkd, qubit","entangled, entanglement, optical, photon, photons, quantum, state, states, photonic, qubit, light, single"
physics,4,2000–2005,2005–2010,2000–2005 → 2005–2010,0.125423,0.874577,"benzene, cdotpmol, delg, delh, dimer, genes, graph, learning, methane, microarray, rovibronic, weights, best, catalyzing, cdotp, cerevisiae, classifiers, coincide, computer, energy, extraction, extrapolizes, features, fukui, gene, granularity, handwriting, kcal, kernel, mdl, model, network, neural, nuclear, path, precision, reaction, solidly","learning, cg, rmc, specswap, algorithm, benzene, chattaraj, codes, coding, descriptor, dimer, eim, energy, exafs, fukui, hard, labbe, masking, meanings, methane, method, molecular, multiphilic, noisy, nucleophilicity, path, philicity, picking, reaction, rovibronic, sparse, symbols, tetracyclines, weights, wk"
physics,4,2005–2010,2010–2015,2005–2010 → 2010–2015,0.309719,0.690281,"learning, cg, rmc, specswap, algorithm, benzene, chattaraj, codes, coding, descriptor, dimer, eim, energy, exafs, fukui, hard, labbe, masking, meanings, methane, method, molecular, multiphilic, noisy, nucleophilicity, path, philicity, picking, reaction, rovibronic, sparse, symbols, tetracyclines, weights, wk","learning, molecular, machine, chemical, models, descriptors, dragonx, meanings, model, reaction, regression, approach, atomization, cg, codes, data, descriptor, fixating, hard, jacket, kmc, lattice, metastable, molecule, molecules, multiclass, noisy, odse, plumed, recognition, reservoir, rmc, specswap, symbolic, symbols, training"
physics,4,2010–2015,2015–2020,2010–2015 → 2015–2020,0.471056,0.528944,"learning, molecular, machine, chemical, models, descriptors, dragonx, meanings, model, reaction, regression, approach, atomization, cg, codes, data, descriptor, fixating, hard, jacket, kmc, lattice, metastable, molecule, molecules, multiclass, noisy, odse, plumed, recognition, reservoir, rmc, specswap, symbolic, symbols, training","chemical, data, learning, machine, models, molecular, training, neural, molecules, materials, ml, model, energies, odse, reaction"
physics,4,2015–2020,2020–2025,2015–2020 → 2020–2025,0.944965,0.055035,"chemical, data, learning, machine, models, molecular, training, neural, molecules, materials, ml, model, energies, odse, reaction","chemical, data, learning, machine, ml, models, molecular, neural, training, materials, model"
physics,5,2000–2005,2005–2010,2000–2005 → 2005–2010,0.467517,0.532483,"geomagnetic, magnetic, solar, wind, ionospheric, tec, fluctuations, gps, plasma, cir, field, activity, atmosphere, auroral, coronal, epsilon, index, ionosphere, lvcf, magnetosphere, magnetospheric, mev, phobos, tecs, tromso","coronal, magnetic, plasma, solar, wind, geomagnetic, field, sun, cmes, heliosphere, heliospheric, interplanetary, corona, earth, fluctuations, ionospheric, lvcf, magnetosphere, sail, storms"
physics,5,2005–2010,2010–2015,2005–2010 → 2010–2015,0.785894,0.214106,"coronal, magnetic, plasma, solar, wind, geomagnetic, field, sun, cmes, heliosphere, heliospheric, interplanetary, corona, earth, fluctuations, ionospheric, lvcf, magnetosphere, sail, storms","coronal, field, magnetic, plasma, solar, wind, interplanetary, turbulence, cme, cmes, sun, geomagnetic, corona, heliospheric"
physics,5,2010–2015,2015–2020,2010–2015 → 2015–2020,0.75282,0.24718,"coronal, field, magnetic, plasma, solar, wind, interplanetary, turbulence, cme, cmes, sun, geomagnetic, corona, heliospheric","cme, coronal, field, magnetic, plasma, solar, wind, cmes, interplanetary, geomagnetic, turbulence, corona, sun"
physics,5,2015–2020,2020–2025,2015–2020 → 2020–2025,0.940856,0.059144,"cme, coronal, field, magnetic, plasma, solar, wind, cmes, interplanetary, geomagnetic, turbulence, corona, sun","cme, coronal, field, magnetic, plasma, solar, sun, wind, cmes, interplanetary, alfv, corona"
physics,6,2000–2005,2005–2010,2000–2005 → 2005–2010,0.693449,0.306551,"equations, method, numerical, order, incompressible, problems, interpolation, schemes, time, 6th, algorithm, algorithms, chebyshev, cip, cubic, deforming, discretization, flows, formulation, fourth, grids, isf, lagrangian, mesh, mhd, misner, multi, navier, perfect, pseudostate, rational, rkdg, ruth, scheme, siegert, stokes, tanaka","equations, method, numerical, flow, mesh, scheme, order, problems, schemes, fluid, navier, flows, stokes, algorithm, formulation, implicit, incompressible, misner"
physics,6,2005–2010,2010–2015,2005–2010 → 2010–2015,0.797789,0.202211,"equations, method, numerical, flow, mesh, scheme, order, problems, schemes, fluid, navier, flows, stokes, algorithm, formulation, implicit, incompressible, misner","equations, flow, method, numerical, order, scheme, flows, fluid, schemes, boundary, mesh, methods, problems, sph"
physics,6,2010–2015,2015–2020,2010–2015 → 2015–2020,0.872901,0.127099,"equations, flow, method, numerical, order, scheme, flows, fluid, schemes, boundary, mesh, methods, problems, sph","equations, flow, flows, method, numerical, order, scheme, schemes, fluid, mesh, galerkin, solver, boundary, methods"
physics,6,2015–2020,2020–2025,2015–2020 → 2020–2025,0.929205,0.070795,"equations, flow, flows, method, numerical, order, scheme, schemes, fluid, mesh, galerkin, solver, boundary, methods","equations, flow, flows, fluid, method, numerical, order, scheme, schemes, solver, boundary, galerkin"
physics,7,2000–2005,2005–2010,2000–2005 → 2005–2010,0.465556,0.534444,"plasmon, transmission, cpbs, plasmonic, surface, discontinuities, field, gratings, optical, plasmons, subwavelength, band, dielectric, light, metal, metallic, polarization, resonances, cutoff, photonic, scattering, wood","metal, optical, plasmon, plasmonic, surface, dielectric, light, plasmons, subwavelength, transmission, spp, silver, metallic"
physics,7,2005–2010,2010–2015,2005–2010 → 2010–2015,0.58081,0.41919,"metal, optical, plasmon, plasmonic, surface, dielectric, light, plasmons, subwavelength, transmission, spp, silver, metallic","dielectric, light, metal, optical, plasmon, plasmonic, plasmons, surface, nanoparticles, gold, field, spp, metallic"
physics,7,2010–2015,2015–2020,2010–2015 → 2015–2020,0.990791,0.009209,"dielectric, light, metal, optical, plasmon, plasmonic, plasmons, surface, nanoparticles, gold, field, spp, metallic","dielectric, light, metal, optical, plasmon, plasmonic, plasmons, surface, gold, nanoparticles, field, metallic"
physics,7,2015–2020,2020–2025,2015–2020 → 2020–2025,0.914307,0.085693,"dielectric, light, metal, optical, plasmon, plasmonic, plasmons, surface, gold, nanoparticles, field, metallic","dielectric, light, metal, nanoparticles, optical, plasmon, plasmonic, plasmons, surface, gold, field, modes"
physics,8,2000–2005,2005–2010,2000–2005 → 2005–2010,0.833417,0.166583,"accelerator, beam, bunch, collider, linac, rf, emittance, beams, electron, luminosity, nlc, rfq, booster, design, high, quads, synchrotron, wiggler","accelerator, beam, bunch, collider, electron, linac, luminosity, ilc, emittance, lhc, rf, accelerators, beams, booster, clic, gev, quads"
physics,8,2005–2010,2010–2015,2005–2010 → 2010–2015,0.868088,0.131912,"accelerator, beam, bunch, collider, electron, linac, luminosity, ilc, emittance, lhc, rf, accelerators, beams, booster, clic, gev, quads","accelerator, beam, bunch, collider, linac, emittance, lhc, electron, luminosity, rf, accelerators, proton, tevatron, design, gev, high"
physics,8,2010–2015,2015–2020,2010–2015 → 2015–2020,0.892631,0.107369,"accelerator, beam, bunch, collider, linac, emittance, lhc, electron, luminosity, rf, accelerators, proton, tevatron, design, gev, high","accelerator, beam, bunch, collider, electron, lhc, linac, accelerators, emittance, proton, rf, beams, energy, high, luminosity"
physics,8,2015–2020,2020–2025,2015–2020 → 2020–2025,0.89164,0.10836,"accelerator, beam, bunch, collider, electron, lhc, linac, accelerators, emittance, proton, rf, beams, energy, high, luminosity","accelerator, beam, beams, bunch, collider, electron, linac, accelerators, emittance, rf, lhc, luminosity"
physics,9,2000–2005,2005–2010,2000–2005 → 2005–2010,0.443508,0.556492,"imaging, cornea, image, optical, resolution, coherently, correlation, diffraction, disorder, images, iss, lobster, cameras, corneal, correlations, doppler, driving, fields, gloss, intensity, lens, light, microscopy, nonuniversal, oct, odr, reconstruction, scattered, source, spatio, temporal, turbid","image, images, imaging, light, optical, resolution, microscopy, diffraction, holographic, holography, speckle, cornea, field, fluorescence, ghost, gloss, illumination, moire, object, phase"
physics,9,2005–2010,2010–2015,2005–2010 → 2010–2015,0.886673,0.113327,"image, images, imaging, light, optical, resolution, microscopy, diffraction, holographic, holography, speckle, cornea, field, fluorescence, ghost, gloss, illumination, moire, object, phase","image, images, imaging, light, microscopy, optical, resolution, phase, speckle, holography, holographic, object, ankylography, diffraction, reconstruction"
physics,9,2010–2015,2015–2020,2010–2015 → 2015–2020,0.946992,0.053008,"image, images, imaging, light, microscopy, optical, resolution, phase, speckle, holography, holographic, object, ankylography, diffraction, reconstruction","image, images, imaging, light, microscopy, optical, phase, resolution, speckle, illumination, object"
physics,9,2015–2020,2020–2025,2015–2020 → 2020–2025,0.968302,0.031698,"image, images, imaging, light, microscopy, optical, phase, resolution, speckle, illumination, object","image, images, imaging, light, microscopy, optical, phase, resolution, speckle, illumination, oct"
physics,10,2000–2005,2005–2010,2000–2005 → 2005–2010,0.72001,0.27999,"atomic, corrections, hydrogen, hyperfine, nuclear, relativistic, atoms, electron, calculations, parity, ions, 7s, alpha, cpt, spin, states","atomic, calculations, electron, hyperfine, nuclear, relativistic, atoms, corrections, hydrogen, dipole, ions, rm, 6s"
physics,10,2005–2010,2010–2015,2005–2010 → 2010–2015,0.728296,0.271704,"atomic, calculations, electron, hyperfine, nuclear, relativistic, atoms, corrections, hydrogen, dipole, ions, rm, 6s","atomic, dipole, electron, hydrogen, hyperfine, nuclear, relativistic, calculations, muonic, atoms, rm, 2s, proton"
physics,10,2010–2015,2015–2020,2010–2015 → 2015–2020,0.864081,0.135919,"atomic, dipole, electron, hydrogen, hyperfine, nuclear, relativistic, calculations, muonic, atoms, rm, 2s, proton","atomic, electron, hydrogen, hyperfine, nuclear, relativistic, dipole, muonic, atoms, calculations, 2p, proton, rm, 2s"
physics,10,2015–2020,2020–2025,2015–2020 → 2020–2025,0.767695,0.232305,"atomic, electron, hydrogen, hyperfine, nuclear, relativistic, dipole, muonic, atoms, calculations, 2p, proton, rm, 2s","atomic, calculations, electron, hyperfine, nuclear, relativistic, atoms, corrections, dipole, hydrogen, ions, 2p, mathrm, muonic, text"
physics,11,2000–2005,2005–2010,2000–2005 → 2005–2010,0.655327,0.344673,"beam, beams, light, polarization, oam, optical, angular, bessel, cycloids, lasing, momentum, optics, polarized, axicon, incoherent, orbital, paraxial, paths, phase, quasiparaxial, vortex, wave","angular, beam, beams, light, momentum, oam, optical, polarization, orbital, vortex, paraxial, bessel, gaussian, optics"
physics,11,2005–2010,2010–2015,2005–2010 → 2010–2015,0.994021,0.005979,"angular, beam, beams, light, momentum, oam, optical, polarization, orbital, vortex, paraxial, bessel, gaussian, optics","angular, beam, beams, light, momentum, oam, optical, orbital, polarization, vortex"
physics,11,2010–2015,2015–2020,2010–2015 → 2015–2020,1.0,0.0,"angular, beam, beams, light, momentum, oam, optical, orbital, polarization, vortex","angular, beam, beams, light, momentum, oam, optical, orbital, polarization, vortex"
physics,11,2015–2020,2020–2025,2015–2020 → 2020–2025,1.0,0.0,"angular, beam, beams, light, momentum, oam, optical, orbital, polarization, vortex","angular, beam, beams, light, momentum, oam, optical, orbital, polarization, vortex"
physics,12,2000–2005,2005–2010,2000–2005 → 2005–2010,0.305019,0.694981,"network, neural, arimoto, blahut, bottleneck, codewords, connectivity, desired, explicit, extraction, information, knowledge, learning, mining, networks, predetermined, prune, pruning, recognition, shouldn, signal, speech, supervised, tx, txx, world, xx, yy","learning, neural, networks, network, rbfnn, recognition, welding, belief, bp, cnn, connectivity, model, speech, world, algorithm, data, dilution, factorization, galerkin, laser, lbp, ls, manifold, mcmc, mining, nonlinear, prediction, reduction, snapshots, supervised, um"
physics,12,2005–2010,2010–2015,2005–2010 → 2010–2015,0.34665,0.65335,"learning, neural, networks, network, rbfnn, recognition, welding, belief, bp, cnn, connectivity, model, speech, world, algorithm, data, dilution, factorization, galerkin, laser, lbp, ls, manifold, mcmc, mining, nonlinear, prediction, reduction, snapshots, supervised, um","data, learning, neural, embolism, hypernetwork, pblm, pulmonary, ship, algorithm, factorization, galerkin, hypernetworks, manifold, model, network, nonlinear, pe, problems, reduction"
physics,12,2010–2015,2015–2020,2010–2015 → 2015–2020,0.614216,0.385784,"data, learning, neural, embolism, hypernetwork, pblm, pulmonary, ship, algorithm, factorization, galerkin, hypernetworks, manifold, model, network, nonlinear, pe, problems, reduction","data, learning, network, neural, model, deep, flow, models, networks, training, embolism, pblm, hypernetwork, kinetic, machine, problems, pulmonary, qois, ship"
physics,12,2015–2020,2020–2025,2015–2020 → 2020–2025,0.719271,0.280729,"data, learning, network, neural, model, deep, flow, models, networks, training, embolism, pblm, hypernetwork, kinetic, machine, problems, pulmonary, qois, ship","data, flow, learning, network, networks, neural, training, informed, deep, machine, pinn, pinns, model"
physics,13,2000–2005,2005–2010,2000–2005 → 2005–2010,0.839134,0.160866,"attosecond, electron, electrons, field, ionization, laser, pulse, pulses, photoionization, strong, atoms, time, atom, classical, double, harmonic, hhg, hydrogen","attosecond, electron, field, ionization, laser, pulse, pulses, harmonic, time, hhg, electrons, strong, xuv"
physics,13,2005–2010,2010–2015,2005–2010 → 2010–2015,0.936464,0.063536,"attosecond, electron, field, ionization, laser, pulse, pulses, harmonic, time, hhg, electrons, strong, xuv","attosecond, electron, field, harmonic, ionization, laser, pulse, pulses, hhg, time, xuv"
physics,13,2010–2015,2015–2020,2010–2015 → 2015–2020,0.931768,0.068232,"attosecond, electron, field, harmonic, ionization, laser, pulse, pulses, hhg, time, xuv","attosecond, electron, field, harmonic, hhg, ionization, laser, pulse, pulses, time, photoelectron"
physics,13,2015–2020,2020–2025,2015–2020 → 2020–2025,0.945241,0.054759,"attosecond, electron, field, harmonic, hhg, ionization, laser, pulse, pulses, time, photoelectron","attosecond, electron, field, hhg, ionization, laser, pulse, pulses, harmonic, time, photoelectron"
physics,14,2000–2005,2005–2010,2000–2005 → 2005–2010,0.566518,0.433482,"electromagnetic, dielectric, antenna, handed, permittivity, reflection, left, negative, wave, field, fields, metamaterial, metamaterials, permeability, scattering, transmission, waves, lhm, method, propagate, reciprocity, rhm, srr, superluminal, superluminally","dielectric, electromagnetic, metamaterial, metamaterials, negative, wave, index, permittivity, transmission, handed, antenna, waves, left, magnetic, refraction"
physics,14,2005–2010,2010–2015,2005–2010 → 2010–2015,0.90077,0.09923,"dielectric, electromagnetic, metamaterial, metamaterials, negative, wave, index, permittivity, transmission, handed, antenna, waves, left, magnetic, refraction","dielectric, electromagnetic, metamaterial, metamaterials, wave, permittivity, transmission, index, negative, antenna, metasurfaces, magnetic, metasurface, waves"
physics,14,2010–2015,2015–2020,2010–2015 → 2015–2020,0.656026,0.343974,"dielectric, electromagnetic, metamaterial, metamaterials, wave, permittivity, transmission, index, negative, antenna, metasurfaces, magnetic, metasurface, waves","antenna, dielectric, electromagnetic, metamaterial, metamaterials, metasurface, metasurfaces, wave, waves, permittivity, scattering, transmission"
physics,14,2015–2020,2020–2025,2015–2020 → 2020–2025,0.964428,0.035572,"antenna, dielectric, electromagnetic, metamaterial, metamaterials, metasurface, metasurfaces, wave, waves, permittivity, scattering, transmission","antenna, dielectric, electromagnetic, metamaterial, metamaterials, metasurface, metasurfaces, wave, waves, scattering, antennas"
physics,15,2000–2005,2005–2010,2000–2005 → 2005–2010,0.844232,0.155768,"contact, drop, droplet, droplets, drops, disjoining, fluid, liquid, spreading, wetting, deformable, deltac, film, interface, surface, flow, interphase, lubrication, motion, retardation, slip, solid, solvability, tension","contact, drop, droplet, droplets, liquid, slip, surface, drops, fluid, film, wetting, flow, interface, lubrication"
physics,15,2005–2010,2010–2015,2005–2010 → 2010–2015,0.91248,0.08752,"contact, drop, droplet, droplets, liquid, slip, surface, drops, fluid, film, wetting, flow, interface, lubrication","contact, drop, droplet, droplets, drops, fluid, liquid, surface, flow, film, slip, wetting, tension"
physics,15,2010–2015,2015–2020,2010–2015 → 2015–2020,0.965356,0.034644,"contact, drop, droplet, droplets, drops, fluid, liquid, surface, flow, film, slip, wetting, tension","contact, drop, droplet, droplets, drops, flow, fluid, liquid, surface, wetting, film"
physics,15,2015–2020,2020–2025,2015–2020 → 2020–2025,0.990579,0.009421,"contact, drop, droplet, droplets, drops, flow, fluid, liquid, surface, wetting, film","contact, drop, droplet, droplets, drops, flow, fluid, liquid, surface, evaporation, film, wetting"
physics,16,2000–2005,2005–2010,2000–2005 → 2005–2010,0.352912,0.647088,"infected, infection, aids, epidemic, hiv, covid, prion, syncytia, ade, aggregations, carlo, disease, diseases, dynamical, epidemiological, hantavirus, herd, incubation, infectives, kutta, monte, onset, outbreaks, pathogen, patients, prisoners, runge, serotype, sirs, stochastic, tetanus, uninfected, vaccination, viremia, virus","covid, disease, epidemic, infected, epidemics, infection, network, networks, spreading, model, susceptible, ade, diseases, infectives, outbreaks, pandemic, prisoners, serotype"
physics,16,2005–2010,2010–2015,2005–2010 → 2010–2015,0.881275,0.118725,"covid, disease, epidemic, infected, epidemics, infection, network, networks, spreading, model, susceptible, ade, diseases, infectives, outbreaks, pandemic, prisoners, serotype","covid, disease, epidemic, infected, infection, networks, spreading, epidemics, network, infectious, pandemic, susceptible, model, social, spread"
physics,16,2010–2015,2015–2020,2010–2015 → 2015–2020,0.960041,0.039959,"covid, disease, epidemic, infected, infection, networks, spreading, epidemics, network, infectious, pandemic, susceptible, model, social, spread","covid, disease, epidemic, infected, infection, spreading, infectious, network, networks, epidemics, susceptible, model, pandemic, social, spread, vaccination"
physics,16,2015–2020,2020–2025,2015–2020 → 2020–2025,0.859935,0.140065,"covid, disease, epidemic, infected, infection, spreading, infectious, network, networks, epidemics, susceptible, model, pandemic, social, spread, vaccination","covid, disease, epidemic, infected, infection, model, pandemic, social, spread, vaccination, spreading, infectious"
physics,17,2000–2005,2005–2010,2000–2005 → 2005–2010,0.33794,0.66206,"data, images, resampling, figure, gpcalma, grid, image, mammographic, merit, breast, cad, clustering, mcmc, method, microarray, radiologists, reconstruction, blurring, database, gene, hidden, lesions, magnification, markov, maxima, projections, projector, segmentation, unobserved, unsupervised","image, images, reconstruction, ct, data, mri, imaging, segmentation, 3d, gpcalma, skull, anra, blurring, breast, cbct, dbt, dose, grid, lung, magnification, mammograms, mammographic, mandible, neuron, neurons, nissl, projector, registration"
physics,17,2005–2010,2010–2015,2005–2010 → 2010–2015,0.603517,0.396483,"image, images, reconstruction, ct, data, mri, imaging, segmentation, 3d, gpcalma, skull, anra, blurring, breast, cbct, dbt, dose, grid, lung, magnification, mammograms, mammographic, mandible, neuron, neurons, nissl, projector, registration","ct, image, images, imaging, mri, reconstruction, algorithm, cbct, data, segmentation, clinical, tomography, dose, lung, method, pet, registration, tumor"
physics,17,2010–2015,2015–2020,2010–2015 → 2015–2020,0.77367,0.22633,"ct, image, images, imaging, mri, reconstruction, algorithm, cbct, data, segmentation, clinical, tomography, dose, lung, method, pet, registration, tumor","ct, data, image, images, imaging, mri, reconstruction, clinical, segmentation, learning, pet, brain, method"
physics,17,2015–2020,2020–2025,2015–2020 → 2020–2025,0.839137,0.160863,"ct, data, image, images, imaging, mri, reconstruction, clinical, segmentation, learning, pet, brain, method","ct, image, images, imaging, learning, mri, reconstruction, clinical, data, segmentation, deep, pet"
physics,18,2000–2005,2005–2010,2000–2005 → 2005–2010,0.435099,0.564901,"topological, phi, bifurcation, hall, lattices, maws, photonic, quantization, quantum, spin, berry, cgle, change, chaos, cos, current, difference, gauge, group, happens, iqhe, irreducible, lattice, monopole, nonlinear, paradigmatic, phase, photons, quasiperiodic, sin, solitons, states, structure, topology, vortex, writhe","topological, lattices, photonic, discrete, equation, monopole, nonlinear, nonparaxial, quantum, schroedinger, spin, states, tensorial, 3dti, anandan, band, commutative, crossed, edge, gauge, hall, hermitian, insulators, non, orbits, periodic, photons, quasiperiodic, semiclassical, torus, universally, vectorial"
physics,18,2005–2010,2010–2015,2005–2010 → 2010–2015,0.334727,0.665273,"topological, lattices, photonic, discrete, equation, monopole, nonlinear, nonparaxial, quantum, schroedinger, spin, states, tensorial, 3dti, anandan, band, commutative, crossed, edge, gauge, hall, hermitian, insulators, non, orbits, periodic, photons, quasiperiodic, semiclassical, torus, universally, vectorial","hermitian, photonic, quantum, states, topological, insulators, pt, symmetry, lattices, edge, hall, 3dti, anandan, band, mathcal, non, optical, spin"
physics,18,2010–2015,2015–2020,2010–2015 → 2015–2020,0.701539,0.298461,"hermitian, photonic, quantum, states, topological, insulators, pt, symmetry, lattices, edge, hall, 3dti, anandan, band, mathcal, non, optical, spin","edge, hermitian, photonic, quantum, states, symmetry, topological, pt, non, band, lattices, insulators, mathcal"
physics,18,2015–2020,2020–2025,2015–2020 → 2020–2025,0.876095,0.123905,"edge, hermitian, photonic, quantum, states, symmetry, topological, pt, non, band, lattices, insulators, mathcal","edge, hermitian, non, photonic, quantum, states, topological, band, symmetry, insulators, lattices, systems, pt, topology"
physics,19,2000–2005,2005–2010,2000–2005 → 2005–2010,0.607451,0.392549,"diffusion, noise, reaction, stochastic, time, equation, brownian, cal, langevin, distribution, model, passage, systems, algorithm, cn, dynamics, ergodic, fpt, lambda, multiplicative, random, walk","brownian, diffusion, dynamics, equation, langevin, reaction, stochastic, time, noise, model, distribution, passage, systems"
physics,19,2005–2010,2010–2015,2005–2010 → 2010–2015,0.937151,0.062849,"brownian, diffusion, dynamics, equation, langevin, reaction, stochastic, time, noise, model, distribution, passage, systems","brownian, diffusion, dynamics, equation, reaction, stochastic, time, langevin, model, noise, systems, distribution, random"
physics,19,2010–2015,2015–2020,2010–2015 → 2015–2020,0.929466,0.070534,"brownian, diffusion, dynamics, equation, reaction, stochastic, time, langevin, model, noise, systems, distribution, random","brownian, diffusion, dynamics, equation, model, reaction, stochastic, time, langevin, random, systems, particle, noise"
physics,19,2015–2020,2020–2025,2015–2020 → 2020–2025,0.992956,0.007044,"brownian, diffusion, dynamics, equation, model, reaction, stochastic, time, langevin, random, systems, particle, noise","brownian, diffusion, dynamics, equation, model, reaction, stochastic, time, langevin, systems, particle, random"
physics,20,2000–2005,2005–2010,2000–2005 → 2005–2010,0.554421,0.445579,"consciousness, mechanics, physical, quantum, theory, classical, physics, bell, interpretation, universe, mind, observer, reality, epr, fh, inequalities, probability","classical, interpretation, mechanics, physics, quantum, theory, bell, consciousness, physical, fh, probability, reality, entanglement, information, observer"
physics,20,2005–2010,2010–2015,2005–2010 → 2010–2015,0.675251,0.324749,"classical, interpretation, mechanics, physics, quantum, theory, bell, consciousness, physical, fh, probability, reality, entanglement, information, observer","bell, classical, mechanics, physical, physics, quantum, theory, interpretation, reality, probability, consciousness, entanglement, universe, world"
physics,20,2010–2015,2015–2020,2010–2015 → 2015–2020,0.859346,0.140654,"bell, classical, mechanics, physical, physics, quantum, theory, interpretation, reality, probability, consciousness, entanglement, universe, world","bell, classical, interpretation, mechanics, physical, physics, quantum, reality, theory, ontology, universe, consciousness, ontological"
physics,20,2015–2020,2020–2025,2015–2020 → 2020–2025,0.937484,0.062516,"bell, classical, interpretation, mechanics, physical, physics, quantum, reality, theory, ontology, universe, consciousness, ontological","bell, classical, interpretation, mechanics, physical, physics, quantum, reality, theory, measurement, realism, universe"
physics,21,2000–2005,2005–2010,2000–2005 → 2005–2010,0.687186,0.312814,"equation, nonlinear, wave, waves, ocean, equations, solutions, water, breather, sea, phi, surface, bottoms, crest, freak, gravity, instability, layer, nekrasov, riemann, scale","equation, equations, nonlinear, solutions, surface, water, wave, waves, gravity, ocean, instability, shallow, solitary, solitons"
