subject,year,avg_sim,avg_drift,n_topics
physics,2000,1.0,0.0,142
physics,2001,0.6709677419354839,0.32903225806451614,155
physics,2002,0.4810126582278481,0.5189873417721519,158
physics,2003,0.37668711656441717,0.6233128834355828,163
physics,2004,0.3238372093023256,0.6761627906976744,172
physics,2005,0.3043715846994536,0.6956284153005464,183
physics,2006,0.2782608695652174,0.7217391304347827,184
physics,2007,0.268586387434555,0.731413612565445,191
physics,2008,0.2675531914893617,0.7324468085106383,188
physics,2009,0.2596938775510204,0.7403061224489795,196
physics,2010,0.2642156862745098,0.7357843137254901,204
physics,2011,0.27399999999999997,0.726,200
physics,2012,0.272636815920398,0.727363184079602,201
physics,2013,0.2676616915422885,0.7323383084577114,201
physics,2014,0.2707920792079208,0.7292079207920793,202
physics,2015,0.26798029556650244,0.7320197044334975,203
physics,2016,0.2650246305418719,0.734975369458128,203
physics,2017,0.26519607843137255,0.7348039215686275,204
physics,2018,0.26748768472906403,0.7325123152709359,203
physics,2019,0.2696078431372549,0.7303921568627451,204
physics,2020,0.2661764705882353,0.7338235294117647,204
physics,2021,0.26372549019607844,0.7362745098039215,204
physics,2022,0.2676470588235294,0.7323529411764707,204
physics,2023,0.2676470588235294,0.7323529411764707,204
physics,2024,0.26715686274509803,0.7328431372549019,204
physics,2025,0.2642156862745098,0.7357843137254901,204
