subject,topic_id,baseline_year,year,years_elapsed,cosine_sim_to_baseline,drift_from_baseline
physics,0,2000,2000,0,1.0,0.0
physics,0,2000,2001,1,0.725819,0.274181
physics,0,2000,2002,2,0.678939,0.321061
physics,0,2000,2003,3,0.626201,0.373799
physics,0,2000,2004,4,0.469189,0.530811
physics,0,2000,2005,5,0.524672,0.475328
physics,0,2000,2006,6,0.612126,0.387874
physics,0,2000,2007,7,0.720705,0.279295
physics,0,2000,2008,8,0.688977,0.311023
physics,0,2000,2009,9,0.598752,0.401248
physics,0,2000,2010,10,0.619718,0.380282
physics,0,2000,2011,11,0.573384,0.426616
physics,0,2000,2012,12,0.580976,0.419024
physics,0,2000,2013,13,0.549972,0.450028
physics,0,2000,2014,14,0.580976,0.419024
physics,0,2000,2015,15,0.612126,0.387874
physics,0,2000,2016,16,0.55042,0.44958
physics,0,2000,2017,17,0.55042,0.44958
physics,0,2000,2018,18,0.55042,0.44958
physics,0,2000,2019,19,0.563542,0.436458
physics,0,2000,2020,20,0.53685,0.46315
physics,0,2000,2021,21,0.549972,0.450028
physics,0,2000,2022,22,0.557564,0.442436
physics,0,2000,2023,23,0.527008,0.472992
physics,0,2000,2024,24,0.53685,0.46315
physics,0,2000,2025,25,0.500917,0.499083
physics,1,2000,2000,0,1.0,0.0
physics,1,2000,2001,1,0.657654,0.342346
physics,1,2000,2002,2,0.505723,0.494277
physics,1,2000,2003,3,0.368568,0.631432
physics,1,2000,2004,4,0.368568,0.631432
physics,1,2000,2005,5,0.368568,0.631432
physics,1,2000,2006,6,0.368568,0.631432
physics,1,2000,2007,7,0.368568,0.631432
physics,1,2000,2008,8,0.368568,0.631432
physics,1,2000,2009,9,0.368568,0.631432
physics,1,2000,2010,10,0.368568,0.631432
physics,1,2000,2011,11,0.368568,0.631432
physics,1,2000,2012,12,0.368568,0.631432
physics,1,2000,2013,13,0.368568,0.631432
physics,1,2000,2014,14,0.368568,0.631432
physics,1,2000,2015,15,0.368568,0.631432
physics,1,2000,2016,16,0.368568,0.631432
physics,1,2000,2017,17,0.368568,0.631432
physics,1,2000,2018,18,0.368568,0.631432
physics,1,2000,2019,19,0.368568,0.631432
physics,1,2000,2020,20,0.368568,0.631432
physics,1,2000,2021,21,0.368568,0.631432
physics,1,2000,2022,22,0.368568,0.631432
physics,1,2000,2023,23,0.368568,0.631432
physics,1,2000,2024,24,0.368568,0.631432
physics,1,2000,2025,25,0.368568,0.631432
physics,2,2000,2000,0,1.0,0.0
physics,2,2000,2001,1,0.8035,0.1965
physics,2,2000,2002,2,0.751328,0.248672
physics,2,2000,2003,3,0.632975,0.367025
physics,2,2000,2004,4,0.594233,0.405767
physics,2,2000,2005,5,0.564137,0.435863
physics,2,2000,2006,6,0.602879,0.397121
physics,2,2000,2007,7,0.621233,0.378767
physics,2,2000,2008,8,0.621233,0.378767
physics,2,2000,2009,9,0.621233,0.378767
physics,2,2000,2010,10,0.621233,0.378767
physics,2,2000,2011,11,0.621233,0.378767
physics,2,2000,2012,12,0.621233,0.378767
physics,2,2000,2013,13,0.621233,0.378767
physics,2,2000,2014,14,0.607662,0.392338
physics,2,2000,2015,15,0.568641,0.431359
physics,2,2000,2016,16,0.613641,0.386359
physics,2,2000,2017,17,0.602879,0.397121
physics,2,2000,2018,18,0.702879,0.297121
physics,2,2000,2019,19,0.702879,0.297121
physics,2,2000,2020,20,0.702879,0.297121
physics,2,2000,2021,21,0.707662,0.292338
physics,2,2000,2022,22,0.721233,0.278767
physics,2,2000,2023,23,0.721233,0.278767
physics,2,2000,2024,24,0.664137,0.335863
physics,2,2000,2025,25,0.702879,0.297121
physics,3,2000,2000,0,1.0,0.0
physics,3,2000,2001,1,0.799184,0.200816
physics,3,2000,2002,2,0.674404,0.325596
physics,3,2000,2003,3,0.389086,0.610914
physics,3,2000,2004,4,0.651396,0.348604
physics,3,2000,2005,5,0.599532,0.400468
physics,3,2000,2006,6,0.599532,0.400468
physics,3,2000,2007,7,0.638274,0.361726
physics,3,2000,2008,8,0.630879,0.369121
physics,3,2000,2009,9,0.669621,0.330379
physics,3,2000,2010,10,0.680383,0.319617
physics,3,2000,2011,11,0.674404,0.325596
physics,3,2000,2012,12,0.674404,0.325596
physics,3,2000,2013,13,0.680383,0.319617
physics,3,2000,2014,14,0.680383,0.319617
physics,3,2000,2015,15,0.680383,0.319617
physics,3,2000,2016,16,0.662158,0.337842
physics,3,2000,2017,17,0.656179,0.343821
physics,3,2000,2018,18,0.656179,0.343821
physics,3,2000,2019,19,0.680383,0.319617
physics,3,2000,2020,20,0.674404,0.325596
physics,3,2000,2021,21,0.674404,0.325596
physics,3,2000,2022,22,0.680383,0.319617
physics,3,2000,2023,23,0.680383,0.319617
physics,3,2000,2024,24,0.674404,0.325596
physics,3,2000,2025,25,0.680383,0.319617
physics,4,2000,2000,0,1.0,0.0
physics,4,2000,2002,2,0.0,1.0
physics,4,2000,2003,3,0.0,1.0
physics,4,2000,2004,4,0.0,1.0
physics,4,2000,2005,5,0.043525,0.956475
physics,4,2000,2007,7,0.0,1.0
physics,4,2000,2009,9,0.098284,0.901716
physics,4,2000,2010,10,0.098284,0.901716
physics,4,2000,2011,11,0.098284,0.901716
physics,4,2000,2012,12,0.15538,0.84462
physics,4,2000,2013,13,0.141809,0.858191
physics,4,2000,2014,14,0.098284,0.901716
physics,4,2000,2015,15,0.098284,0.901716
physics,4,2000,2016,16,0.098284,0.901716
physics,4,2000,2017,17,0.137026,0.862974
physics,4,2000,2018,18,0.137026,0.862974
physics,4,2000,2019,19,0.098284,0.901716
physics,4,2000,2020,20,0.098284,0.901716
physics,4,2000,2021,21,0.098284,0.901716
physics,4,2000,2022,22,0.098284,0.901716
physics,4,2000,2023,23,0.137026,0.862974
physics,4,2000,2024,24,0.098284,0.901716
physics,4,2000,2025,25,0.098284,0.901716
physics,5,2000,2000,0,1.0,0.0
physics,5,2000,2001,1,0.726244,0.273756
physics,5,2000,2002,2,0.637623,0.362377
physics,5,2000,2003,3,0.575789,0.424211
physics,5,2000,2004,4,0.461597,0.538403
physics,5,2000,2005,5,0.500339,0.499661
physics,5,2000,2006,6,0.461597,0.538403
physics,5,2000,2007,7,0.443372,0.556628
physics,5,2000,2008,8,0.402055,0.597945
physics,5,2000,2009,9,0.363313,0.636687
physics,5,2000,2010,10,0.402055,0.597945
physics,5,2000,2011,11,0.363313,0.636687
physics,5,2000,2012,12,0.363313,0.636687
physics,5,2000,2013,13,0.363313,0.636687
physics,5,2000,2014,14,0.402055,0.597945
physics,5,2000,2015,15,0.363313,0.636687
physics,5,2000,2016,16,0.406838,0.593162
physics,5,2000,2017,17,0.402055,0.597945
physics,5,2000,2018,18,0.420409,0.579591
