subject,topic_id,first_year,last_year,n_years,cosine_sim,ttd,words_first,words_last
cs,16,2001,2025,24,0.125284,0.874716,"zeta, learning, vis, theintroduction, certainprobabilistic, komarova, memoryless, clearcut, batch, algorithm","neural, networks, learning, deep, training, gradient, network, relu, descent, layer"
cs,17,2000,2025,26,0.043525,0.956475,"tower, towers, bezier, rational, places, bisimulation, fields, lk, functions, kf","mathbb, polynomial, polynomials, algebraic, log, functions, algorithm, linear, degree, mathcal"
cs,18,2000,2025,22,0.043525,0.956475,"vrml, 3x, tukey, furthering, spinning, cell, unambiguously, programmatically, 3d, zoom","3d, rendering, scene, splatting, view, reconstruction, nerf, scenes, gaussian, 3dgs"
cs,19,2000,2025,20,0.080059,0.919941,"bilevel, dilated, contour, remainder, images, contours, extraction, parallel, algorithm, generation","segmentation, medical, image, tumor, images, mri, 3d, ct, learning, brain"
cs,20,2005,2025,19,0.330628,0.669372,"cybercars, vehicle, driving, vehicles, transport, assignment, control, interurban, task, component","driving, autonomous, vehicle, traffic, vehicles, trajectory, safety, learning, lane, planning"
cs,21,2001,2025,24,0.219788,0.780212,"expresso, protein, snp, microarray, peptide, pine, trait, molecular, 3d, sequence","molecular, protein, drug, molecules, learning, chemical, models, prediction, molecule, model"
cs,22,2000,2025,20,0.0,1.0,"rbfns, derivatives, curve, linear, approximation, squares, non, orthogonal, rbf, stability","neural, physics, pdes, equations, pinns, learning, pde, differential, informed, pinn"
cs,23,2007,2025,16,0.170284,0.829716,"indexation, image, navigation, lumineuses, ambiances, premi, rentielle, ambience, vers, daylight","image, diffusion, text, editing, generation, images, models, style, model, visual"
cs,24,2000,2025,26,0.504315,0.495685,"model, software, language, diaplan, simlab, systems, uml, statecharts, design, modeling","software, systems, model, language, design, requirements, models, engineering, formal, development"
cs,25,2004,2025,18,0.080059,0.919941,"dct, texture, soft, fuzzy, neural, computing, neuro, classification, gray, neurocomputing","neural, deep, learning, networks, convolutional, image, network, cnns, training, cnn"
cs,26,2000,2025,26,0.368568,0.631432,"agent, requests, mas, agents, emph, brainstorm, queues, loaded, algorithms, invariants","agent, agents, llm, llms, language, ai, tasks, agentic, models, multi"
cs,27,2012,2025,13,0.383534,0.616466,"learning, gossip, models, federated, walks, data, peer, fl, privacy, possibility","federated, fl, learning, clients, privacy, data, client, model, training, server"
cs,28,2002,2025,21,0.168809,0.831191,"mcl, robot, localization, impoverished, posterior, samples, problem, clusters, environments, symmetrical","slam, lidar, localization, odometry, inertial, camera, navigation, visual, robot, 3d"
cs,29,2000,2025,23,0.428001,0.571999,"dialogue, speech, prosodic, dialog, switchboard, prosody, conversational, story, conversation, act","dialogue, conversational, llms, language, conversation, models, dialog, dialogues, human, llm"
cs,30,2001,2025,21,0.488356,0.511644,"media, social, internet, political, adopters, civic, democracy, online, radio, regime","social, media, twitter, political, online, users, content, misinformation, news, tweets"
cs,31,2015,2025,11,0.457564,0.542436,"generative, training, adversarial, cnns, scheduled, samples, images, image, gan, sampling","gan, generative, gans, image, adversarial, images, training, data, models, model"
cs,32,2001,2025,18,0.0,1.0,"threaded, parallel, vsipl, convolver, images, uniformities, idl, imagers, convolving, standards","quantization, neural, training, hardware, memory, deep, dnn, inference, networks, bit"
cs,33,2000,2025,22,0.209026,0.790974,"trigram, language, speech, switchboard, word, model, recognizer, perplexity, structured, recognition","language, multilingual, languages, lingual, llms, models, english, cross, data, model"
cs,34,2001,2025,23,0.170284,0.829716,"antitrust, ai, commissions, patent, biotechnology, phosita, patents, regulation, unplugged, agency","ai, ethical, human, intelligence, ethics, governance, artificial, systems, risks, research"
cs,35,2001,2025,25,0.270284,0.729716,"codes, gu, frames, cgu, curves, nice, abelian, bch, algebraic, frame","codes, mathbb, code, mathcal, linear, reed, cyclic, solomon, mds, weight"
cs,36,2000,2025,26,0.303628,0.696372,"peg, solitaire, player, game, games, duotaire, ravikumar, nim, whichever, pegs","games, game, player, nash, equilibrium, players, equilibria, agents, strategies, payoff"
cs,37,2000,2025,25,0.049504,0.950496,"buy, stocks, dollar, game, hold, investors, online, problem, optimal, investment","regret, bandit, bandits, sqrt, armed, arm, algorithm, online, reward, learning"
cs,38,2000,2025,26,0.270626,0.729374,"vep, noi, channel, condition, sw, sv, coding, channels, source, distortion","channel, coding, channels, capacity, rate, distortion, gaussian, information, error, bound"
cs,39,2000,2025,21,0.180551,0.819449,"matching, regional, process, recognition, overturns, noise, concentrated, decision, facial, face","face, facial, recognition, images, image, identity, faces, detection, biometric, deepfake"
cs,40,2000,2025,25,0.049504,0.950496,"karttunen, coset, prewhitening, choosen, satta, syllabification, smolensky, gradient, multiplicative, finite","gradient, convex, stochastic, convergence, optimization, descent, sgd, algorithm, problems, mathcal"
cs,41,2001,2025,24,0.279272,0.720728,"telecommunications, roaming, wireless, market, rural, cellular, gsm, access, networks, uso","networks, interference, wireless, network, cellular, 5g, cell, channel, access, performance"
cs,42,2000,2025,26,0.452664,0.547336,"automata, circularity, finite, turing, exptime, nontransitivity, automaton, recognizability, reduplication, complexity","automata, languages, finite, automaton, regular, language, deterministic, timed, decidable, problem"
cs,43,2000,2025,24,0.196568,0.803432,"mechanics, polysemantic, inference, bayesian, kalman, basis, continuous, maximally, expound, field","bayesian, gaussian, posterior, inference, variational, models, model, uncertainty, data, learning"
cs,44,2000,2025,20,0.137155,0.862845,"asf, grammar, sdf, rewrite, code, testsuite, language, compilers, rule, instrumentation","code, llms, language, models, llm, generation, programming, tasks, large, software"
cs,45,2000,2025,24,0.270284,0.729716,"word, wsd, disambiguation, phrase, nlg2, nlg3, corpus, exemplar, words, sense","word, embeddings, language, sentence, models, embedding, semantic, text, representations, model"
cs,46,2002,2025,22,0.038742,0.961258,"secret, sharing, verifiable, vss, inconvenience, verification, lunch, master, price, blockchain","blockchain, bitcoin, transaction, blockchains, decentralized, transactions, security, ethereum, smart, data"
cs,47,2000,2025,26,0.164026,0.835974,"collaboratories, corr, scientific, communicative, forums, electronic, alamos, scholarly, cscw, science","citation, research, scientific, citations, journals, papers, publications, science, articles, academic"
cs,48,2000,2025,26,0.239476,0.760524,"faloutsos, centrality, laws, power, degree, law, graphs, vertex, leq, equivalent","networks, network, centrality, nodes, graph, graphs, degree, random, node, model"
cs,49,2000,2025,26,0.139363,0.860637,"organisms, asa, evolution, annealing, genomic, complexity, evolutionary, quicksort, optimization, algorithm","optimization, evolutionary, algorithm, genetic, algorithms, search, problems, objective, problem, population"
cs,50,2000,2025,26,0.21353,0.78647,"ulysse, virtual, worlds, verbal, skeleton, vrml, interaction, user, stripped, 3d","vr, reality, virtual, ar, immersive, user, design, users, participants, interaction"
cs,51,2003,2025,19,0.043525,0.956475,"developmental, biolology, data, series, sketched, representation, spaced, fluctuating, classification, gene","cancer, breast, pathology, images, learning, tumor, slide, image, classification, histopathology"
cs,52,2000,2025,24,0.270284,0.729716,"students, vj, java, lab, applets, plata, simulations, pictorial, practicing, computer","students, education, ai, learning, student, educational, teaching, llms, chatgpt, teachers"
cs,53,2000,2025,25,0.0,1.0,"ripple, torque, compensator, neuro, fuzzy, srm, drive, reluctance, currents, converter","spiking, snns, neuromorphic, snn, neural, spike, neurons, networks, energy, learning"
cs,54,2000,2025,26,0.043525,0.956475,"cmp, dispersion, dummy, film, hdp, waveguide, cvd, discretizing, mesh, meshes","method, mesh, element, material, numerical, finite, model, surface, based, boundary"
cs,55,2004,2025,22,0.0,1.0,"lens, distortion, blind, compensation, distortions, geometric, disregarded, coefficient, orthogonal, camera","sparse, recovery, ell, signal, sensing, log, mathbb, signals, measurements, compressed"
cs,56,2000,2025,26,0.139363,0.860637,"debugging, program, debugger, java, execution, grammars, software, mad, query, code","bug, test, bugs, software, code, testing, llms, repair, program, llm"
cs,57,2001,2025,21,0.125284,0.874716,"ties, weak, privacy, brave, serendipitous, tie, personalization, recommender, identities, unexpected","privacy, dp, private, differentially, differential, data, utility, varepsilon, learning, preserving"
cs,58,2002,2025,20,0.165221,0.834779,"gastritis, hematology, urine, clinical, chemistries, data, fatty, diagnosis, institutes, liver","clinical, data, patient, patients, health, learning, models, prediction, model, survival"
cs,59,2002,2025,23,0.0,1.0,"rerendering, medline, umls, corpus, ontology, semantic, tufts, brandeis, medstract, analytics","clinical, medical, llms, language, models, llm, patient, biomedical, data, health"
cs,60,2000,2025,26,0.038742,0.961258,"bunsetsu, classifier, exclusive, hybrid, robust, misclassification, japanese, identification, rocch, classification","learning, data, classification, ensemble, decision, tree, trees, model, performance, classifiers"
cs,61,2000,2025,26,0.570131,0.429869,"entropy, information, quicksort, measure, log, learnable, chaitin, probability, universe, statistical","entropy, information, varepsilon, log, bounds, mathcal, inequality, probability, frac, shannon"
cs,62,2002,2025,16,0.125284,0.874716,"baldwin, bias, learning, learner, features, sensitive, formal, effect, shift, context","explanations, models, learning, model, explanation, interpretability, interpretable, methods, neural, explainable"
cs,63,2001,2025,13,0.100621,0.899379,"entropy, maximum, perplexities, speedup, training, predicts, word, factoring, language, trick","attention, transformer, transformers, models, language, model, training, tokens, sequence, llms"
cs,64,2000,2025,22,0.275964,0.724036,"expressions, translation, temporal, japanese, adverbials, english, idiosyncrasy, prepositions, noun, machine","translation, nmt, mt, machine, language, english, models, speech, languages, translations"
cs,65,2002,2025,20,0.125284,0.874716,"mpeg, events, video, metadata, content, multimedia, event, abc, interoperability, model","video, videos, visual, text, temporal, language, multimodal, audio, retrieval, models"
cs,66,2000,2025,26,0.043525,0.956475,"corr, repository, discusses, involved, policy, issues, setting, computing, research, set","software, development, developers, agile, engineering, research, projects, practices, oss, study"
cs,67,2008,2025,13,0.049504,0.950496,"sphere, filters, mock, optimal, s2fil, fastcswt, filter, detection, directional, comb","lidar, 3d, object, detection, radar, point, bev, driving, autonomous, camera"
cs,68,2002,2025,18,0.250343,0.749657,"invariants, 3d, fels, olver, motion, custom, rephrase, actions, orbits, groups","3d, pose, human, motion, body, estimation, garment, mesh, reconstruction, model"
cs,69,2000,2025,26,0.568185,0.431815,"sat, csp, satisfiability, problems, coloring, problem, variables, fsat, clauses, boolean","sat, satisfiability, boolean, np, problem, problems, complexity, polynomial, constraint, algorithm"
cs,70,2000,2025,24,0.270284,0.729716,"causal, salmon, transduction, relevance, memoryless, information, statistical, relevant, mechanics, bottlenecks","causal, data, treatment, observational, learning, variables, inference, counterfactual, discovery, models"
cs,71,2007,2025,18,0.125284,0.874716,"coil, microcoil, mri, rf, phantom, flexible, micromoulding, surface, electrical, snr","mri, reconstruction, imaging, ct, image, images, diffusion, deep, dose, tomography"
cs,72,2000,2025,16,0.270284,0.729716,"depth, flat, hyperplane, regression, computing, time, running, log, bound, faster","depth, 3d, stereo, monocular, estimation, scene, images, image, view, camera"
cs,73,2000,2025,25,0.057096,0.942904,"recplay, race, microprocessor, command, execution, hash, collision, string, microcontroller, heisenbugs","security, attacks, memory, hardware, attack, cache, execution, secure, based, risc"
cs,74,2001,2025,20,0.043525,0.956475,"rainfall, kerala, abf, monsoons, peninsula, cyclones, butterfly, southern, climate, unaffected","weather, climate, forecasting, data, models, learning, model, precipitation, forecasts, prediction"
cs,75,2002,2025,21,0.273072,0.726928,"hmms, states, series, data, causal, infers, hidden, time, algorithm, hmm","series, forecasting, time, data, models, temporal, learning, model, multivariate, datasets"
cs,76,2006,2025,16,0.348628,0.651372,"tbm, action, dibiliste, video, recognition, filtre, humaines, temporel, smets, vid","action, video, temporal, recognition, videos, motion, learning, actions, human, spatio"
cs,77,2001,2025,18,0.0,1.0,"tips, tap, touchscreen, guidebook, lightweight, touch, hints, gestures, gesture, screen","tactile, grasping, grasp, manipulation, robot, robotic, contact, object, dexterous, force"
cs,78,2006,2025,13,0.049504,0.950496,"inefficent, hierarchical, matching, neurophysiological, feature, coarse, localization, visual, object, extraction","attention, vision, transformer, transformers, image, vit, models, visual, tokens, tasks"
cs,79,2007,2025,14,0.223568,0.776432,"clouds, kernels, point, jects, ob, recursions, kernel, factorizations, invariances, drawings","3d, point, cloud, clouds, segmentation, learning, shape, semantic, geometric, data"
cs,80,2001,2025,21,0.15538,0.84462,"competing, model, sequential, learning, classification, classes, tagging, handled, restrict, sequentially","label, labels, learning, data, training, noisy, classification, supervised, noise, class"
cs,81,2000,2025,26,0.475628,0.524372,"clustering, tic, clusters, induction, cluster, workstations, pcs, supercluster, snarls, trees","clustering, data, clusters, cluster, algorithm, based, means, algorithms, method, methods"
cs,82,2002,2025,17,0.125284,0.874716,"learning, vis, batch, memoryless, clearcut, algorithm, emph, memory, speed, learner","continual, forgetting, learning, catastrophic, cl, tasks, data, incremental, task, training"
cs,83,2001,2025,22,0.469912,0.530088,"security, computer, realspace, sovereigns, threats, attack, acpa, cyber, attacks, conception","security, cybersecurity, cyber, threat, ai, attacks, attack, threats, llm, llms"
cs,84,2000,2025,26,0.250343,0.749657,"mtus, packet, red, goodput, tcp, plr, rule, discriminates, internet, gateways","packet, network, traffic, tcp, congestion, delay, latency, networks, packets, queue"
cs,85,2002,2025,23,0.149204,0.850796,"sparse, negative, coding, non, data, matrix, components, decomposing, factorization, multiplicative","matrix, rank, mathbf, matrices, low, algorithm, subspace, pca, data, sparse"
cs,86,2016,2025,8,0.098284,0.901716,"deauthentication, zebra, keyboard, attacks, effort, mouse, flaws, ve, na, authentication","llms, attacks, safety, jailbreak, attack, models, llm, language, adversarial, prompt"
cs,87,2000,2025,24,0.352664,0.647336,"maxi, agents, agent, filtering, agm, adjustment, learning, adaptive, beliefs, information","agent, agents, marl, learning, reinforcement, multi, cooperative, policy, rl, decentralized"
cs,88,2004,2025,20,0.0,1.0,"larvae, scallop, shellfish, identification, bivalve, bivalvia, planktonic, immunological, maturities, seed","crop, plant, species, images, learning, data, agricultural, imagery, dataset, detection"
cs,89,2000,2025,26,0.170284,0.829716,"mercury, visualization, sound, executions, program, collect, sonification, monitors, abstractions, m4cave","visualization, data, visualizations, visual, chart, design, charts, interactive, user, analysis"
cs,90,2000,2025,25,0.0,1.0,"envelope, simulation, parameterisations, trajectories, tendencies, constraint, choices, exploration, tease, logic","game, games, llms, agents, llm, agent, language, ai, human, player"
cs,91,2000,2025,26,0.299847,0.700153,"string, polylog, fsts, substring, log, frd, closest, algorithm, dd, sorting","log, string, mathcal, strings, time, text, algorithm, newcommand, tilde, length"
cs,92,2002,2025,12,0.116441,0.883559,"contextsensitive, strategies, synergetic, exhaust, learning, sensitive, review, context, mention, fits","llms, language, icl, context, models, learning, prompt, tasks, training, model"
cs,93,2004,2025,21,0.125284,0.874716,"electricity, fuzzy, vpx, demand, victoria, soft, neuro, neural, republic, arima","energy, power, electricity, forecasting, learning, wind, model, data, renewable, grid"
cs,94,2000,2025,26,0.168305,0.831695,"multipoint, multicast, protocol, protocols, messages, work, backward, routing, search, log","log, agents, communication, consensus, protocol, distributed, time, protocols, problem, rounds"
cs,95,2000,2025,25,0.0,1.0,"optimum, assignment, moo, traffic, simulation, micro, variability, increasibly, online, transims","problem, vehicle, charging, routing, demand, vehicles, time, algorithm, delivery, optimization"
cs,96,2004,2025,14,0.066937,0.933063,"metrical, unfair, task, systems, algorithms, fairness, online, techniques, randomized, spaces","fairness, fair, bias, data, learning, models, machine, ai, model, algorithmic"
cs,97,2006,2025,16,0.237221,0.762779,"adaptation, aka, cabamaka, knowledge, case, domain, discovery, breast, base, elicit","domain, adaptation, target, source, data, learning, domains, uda, training, transfer"
cs,98,2007,2025,14,0.125284,0.874716,"embolism, pulmonary, lung, committee, scans, neural, segmented, using, pca, carlo","chest, covid, lung, medical, ray, ct, cxr, images, learning, diagnosis"
cs,99,2000,2025,26,0.098284,0.901716,"logarithmically, identification, polynomially, learning, complexity, establishes, assumed, systems, greater, dimension","kernel, regression, learning, data, kernels, rkhs, hilbert, gaussian, sample, dimensional"
cs,100,2002,2025,17,0.223568,0.776432,"routing, reachability, reinforcement, learning, backbone, confines, internet, reinforcing, forwarding, reachable","learning, reinforcement, drl, network, rl, networks, deep, resource, scheduling, wireless"
cs,101,2001,2025,24,0.319788,0.680212,"community, depressed, troubling, subscriber, away, projects, technologically, networks, subscribers, development","community, networks, communities, network, detection, social, graph, clustering, nodes, modularity"
cs,102,2000,2025,24,0.170284,0.829716,"eurodollar, diffusion, pathint, prices, volatilities, option, diffusions, asa, scholes, integral","diffusion, models, sampling, generative, model, distribution, langevin, data, stochastic, score"
cs,103,2000,2025,24,0.057096,0.942904,"xnmr, xsb, smodels, bases, exploration, evaluator, knowledge, founded, tool, semantics","knowledge, graph, kg, kgs, graphs, entities, entity, reasoning, embedding, models"
cs,104,2003,2025,23,0.0,1.0,"regulatory, ffs, digitally, fabrication, tools, wear, flexible, holding, pre, assisting","robot, robots, soft, robotic, control, stiffness, actuation, design, actuators, actuator"
cs,105,2000,2025,23,0.098284,0.901716,"boosting, reynar, distorted, text, difference, english, divisive, segmentation, raster, uci","text, ocr, document, recognition, handwritten, character, documents, images, scene, dataset"
cs,106,2000,2025,25,0.350343,0.649657,"privacy, tools, site, web, practices, notice, infomediary, p3p, pur, cluding","privacy, data, users, user, web, gdpr, protection, apps, consent, security"
cs,107,2004,2025,19,0.0,1.0,"organizing, brick, opera, self, neural, networks, recognition, car, wavelet, used","detection, road, traffic, vehicle, object, lane, driving, dataset, vehicles, vision"
cs,108,2000,2025,16,0.412094,0.587906,"anomaly, novelty, robot, detection, sonar, habituation, filter, stimuli, anomalies, environment","anomaly, detection, anomalies, data, normal, anomalous, learning, methods, unsupervised, ad"
cs,109,2001,2025,25,0.296992,0.703008,"multicast, hoc, ad, networks, mobility, routing, anycast, wireless, based, rendezvous","routing, wireless, energy, networks, network, sensor, nodes, protocol, hoc, ad"
cs,110,2001,2025,15,0.0,1.0,"woman, gone, machine, noun, phrase, man, ability, corpora, linguistic, quantifying","bias, gender, llms, biases, language, models, llm, social, stereotypes, human"
cs,111,2000,2025,26,0.0,1.0,"hosts, protection, mobile, data, host, information, encryption, agents, agent, keys","security, authentication, attacks, secure, attack, wireless, protocol, network, privacy, wi"
cs,112,2000,2025,23,0.0,1.0,"noun, phrases, halteren, phrase, base, best, combinator, seven, combination, data","text, llms, language, models, llm, generated, texts, ai, human, detection"
cs,113,2002,2025,15,0.168809,0.831191,"object, truncated, partly, scene, hypotheses, recognition, probabilistic, probability, segmentation, data","pose, 3d, object, estimation, camera, 6d, image, objects, scene, images"
cs,114,2000,2025,26,0.350343,0.649657,"encryption, cyphertext, noninvertible, noninvertibility, cryptographic, oracle, plaintext, rs97, rs93, symbols","encryption, security, cipher, key, cryptographic, cryptography, scheme, secure, encrypted, based"
cs,115,2000,2025,26,0.057096,0.942904,"materialist, aixi, autonomy, infallible, thinking, physical, human, thought, dopaminergic, neurocomputational","ai, cognitive, intelligence, human, consciousness, artificial, systems, cognition, theory, models"
cs,116,2000,2025,26,0.295568,0.704432,"snebr, queries, query, equix, materialized, revision, belief, logic, saten, views","queries, query, data, relational, database, conjunctive, sql, databases, datalog, schema"
cs,117,2002,2025,22,0.375964,0.624036,"iot, web, services, context, contingencies, internet, semantic, observatory, applications, data","iot, things, internet, smart, devices, data, security, energy, systems, monitoring"
cs,118,2003,2025,19,0.490072,0.509928,"eeg, brain, ica, electroencephalographic, convolutive, meg, data, sources, scientific, mixing","eeg, brain, bci, signals, sleep, learning, seizure, data, electroencephalography, decoding"
cs,119,2000,2025,15,0.038742,0.961258,"tx, signal, information, yy, txx, xx, blahut, arimoto, distortion, variational","latent, variational, vae, generative, vaes, learning, models, data, autoencoders, model"
cs,120,2000,2025,25,0.271029,0.728971,"bidder, bids, retailing, bidding, auction, bidders, auctions, bestsellers, algorithms, auctioneer","auctions, auction, revenue, price, bidders, bidding, buyers, seller, market, optimal"
cs,121,2000,2025,23,0.093029,0.906971,"mail, customer, center, approved, launched, reproduction, classification, sentiment, shallow, assistance","sentiment, aspect, reviews, analysis, language, opinion, absa, models, classification, text"
cs,122,2002,2025,20,0.080059,0.919941,"terraservice, web, service, tukwila, terraserver, usda, fort, database, colorado, collins","cloud, edge, computing, fog, service, resource, latency, iot, data, services"
cs,123,2000,2025,24,0.512009,0.487991,"summarization, descriptions, summaries, encyclopedia, document, sentence, web, text, mead, summarizer","summarization, summaries, text, abstractive, summary, document, models, language, generation, llms"
cs,124,2000,2025,26,0.098284,0.901716,"article, load, balancing, jobs, redistribution, heterogenous, previous, formulation, static, loads","scheduling, jobs, job, problem, time, algorithm, log, makespan, varepsilon, approximation"
cs,125,2015,2025,10,0.393869,0.606131,"video, frame, shake, frames, videos, fourier, blur, intra, rois, camera","video, diffusion, motion, generation, videos, temporal, image, models, frames, text"
cs,126,2000,2025,24,0.0,1.0,"firewalls, routers, packets, lists, rule, representing, boolean, bdds, firewall, bdd","intrusion, detection, attacks, traffic, iot, network, attack, learning, security, ids"
cs,127,2000,2025,26,0.337842,0.662158,"databases, query, semistructured, text, queries, annotation, search, probing, sql, graphs","sql, query, data, language, llms, queries, text, table, database, llm"
cs,128,2003,2025,20,0.219788,0.780212,"phd, tracking, filter, particle, targets, association, target, vehicles, track, problem","tracking, object, trackers, mot, tracker, multi, motion, target, visual, based"
cs,129,2000,2025,26,0.751727,0.248273,"parsing, grammars, parsers, language, grammar, parser, syntactic, semantic, treebank, dop","parsing, language, grammar, parser, parsers, syntactic, semantic, grammars, dependency, models"
cs,130,2000,2025,24,0.0,1.0,"massively, surface, wilkinson, edwards, equilibrium, algorithm, fluctuating, arrivals, macroscopic, parallel","distributed, communication, decentralized, convergence, optimization, gradient, sgd, federated, learning, convex"
cs,131,2000,2025,26,0.213809,0.786191,"selectional, bayesian, verb, belief, explaining, coherence, away, diangosis, networks, idealizations","bayesian, networks, probabilistic, inference, network, learning, graphical, model, probability, structure"
cs,132,2000,2025,22,0.0,1.0,"invariants, gamma, differentials, correction, derivatives, template, transformations, differential, invariant, gaussian","registration, image, 3d, images, anatomical, ct, shape, deformation, medical, landmark"
cs,133,2000,2025,15,0.057096,0.942904,"scripts, thoughttreasure, database, lexicon, props, inferencing, emotions, commonsense, script, french","emotion, emotional, llms, emotions, language, llm, models, human, mental, sarcasm"
cs,134,2001,2025,22,0.165221,0.834779,"cities, internet, community, rural, agglomeration, urban, portland, markets, local, cleveland","mobility, urban, data, cities, city, spatial, social, human, patterns, location"
cs,135,2004,2025,14,0.41437,0.58563,"engagement, emotion, emotional, hmm, speech, callfriend, conversational, svm, arousal, emotions","emotion, emotional, multimodal, speech, recognition, emotions, audio, affective, modality, modal"
cs,136,2000,2025,23,0.434311,0.565689,"compression, culik, image, zerotree, lfi, lossless, planck, wavelet, ifs, coding","compression, video, image, quality, coding, codecs, distortion, images, codec, based"
cs,137,2000,2025,14,0.136554,0.863446,"mdl, pruning, backoff, model, entropy, criterion, best, relative, models, experimentally","llms, models, tuning, training, lora, language, fine, pruning, model, rank"
cs,138,2005,2025,18,0.480903,0.519097,"image, superresolution, resolution, super, pnn, mlp, sequence, network, high, neural","resolution, image, super, sr, images, restoration, high, diffusion, network, methods"
cs,139,2002,2025,23,0.080059,0.919941,"interleaver, reordering, bdds, bdd, codes, circuits, turbo, diagrams, power, binary","codes, decoding, ldpc, decoder, parity, code, channel, check, coding, error"
cs,140,2000,2025,19,0.170284,0.829716,"neotaxis, robot, habituation, decrement, stimulus, potentially, draws, stimuli, concentration, respond","robot, robots, human, social, trust, interaction, robotic, hri, user, participants"
cs,141,2000,2025,25,0.170284,0.829716,"homology, globular, resp, corners, negative, corner, reinterprete, hurewicz, positive, paths","topological, homology, persistence, persistent, data, simplicial, tda, diagrams, complexes, topology"
cs,142,2011,2025,14,0.043525,0.956475,"outlooks, homecare, pervasive, elder, task, sick, abhivyakti, cdtom, recognition, caretaker","har, activity, recognition, data, wearable, human, sensor, learning, activities, sensors"
cs,143,2001,2025,22,0.0,1.0,"olfactory, odor, turbulent, optomotor, anemotaxis, search, living, moth, plumes, creatures","optimization, bayesian, bo, surrogate, black, box, function, learning, model, problems"
cs,144,2003,2025,17,0.266122,0.733878,"genetic, safe, controller, controllers, failure, tandem, learning, free, pendulum, unacceptable","safety, safe, rl, control, learning, reinforcement, policy, robot, constraints, controller"
cs,145,2004,2025,15,0.254847,0.745153,"infati, spatio, temporal, gps, data, cars, query, dozen, processing, afford","traffic, temporal, prediction, data, forecasting, spatial, urban, spatio, graph, road"
cs,146,2013,2025,12,0.125284,0.874716,"searchers, search, uav, expended, outs, vy, destruction, flights, tactical, energy","uav, uavs, aerial, unmanned, communication, vehicles, ris, drone, wireless, networks"
cs,147,2000,2025,25,0.123584,0.876416,"fuzzy, relational, neuro, actuator, fault, motor, electro, algorithm, learning, immune","fault, data, learning, diagnosis, detection, model, industrial, based, neural, maintenance"
