subject,topic_id,avg_yoy_sim,min_yoy_sim,avg_yoy_drift,max_single_jump
cs,0,0.62559876,0.536746,0.37440123999999997,0.463254
cs,1,0.60133348,0.539778,0.39866652,0.460222
cs,2,0.4838246,0.250052,0.5161754,0.749948
cs,3,0.5514488,0.372818,0.4485512,0.627182
cs,4,0.5184576,0.275421,0.48154240000000004,0.724579
cs,5,0.4985654666666666,0.146065,0.5014345333333333,0.853935
cs,6,0.56161436,0.448423,0.43838563999999997,0.551577
cs,7,0.4783065625,0.221334,0.5216934375,0.778666
cs,8,0.5962753333333334,0.425602,0.4037246666666667,0.574398
cs,9,0.5338138888888888,0.338364,0.4661861111111111,0.661636
cs,10,0.5663702857142857,0.172472,0.4336297142857143,0.827528
cs,11,0.5252070799999999,0.145779,0.47479292,0.854221
cs,12,0.47020626666666665,0.207039,0.5297937333333333,0.792961
cs,13,0.46394784,0.302256,0.53605216,0.697744
cs,14,0.47161288,0.153209,0.52838712,0.846791
cs,15,0.5907231,0.434864,0.40927689999999994,0.565136
cs,16,0.4381920909090909,0.089519,0.561807909090909,0.910481
cs,17,0.54722444,0.238853,0.45277555999999997,0.761147
cs,18,0.5084344444444445,0.321061,0.49156555555555553,0.678939
cs,19,0.514154,0.247948,0.485846,0.752052
cs,20,0.5114732941176471,0.109211,0.488526705882353,0.890789
cs,21,0.4671253636363636,0.030885,0.5328746363636364,0.969115
cs,22,0.41887718749999997,0.014636,0.5811228125,0.985364
cs,23,0.4593887857142857,0.131154,0.5406112142857143,0.868846
cs,24,0.52566572,0.37658,0.47433428,0.62342
cs,25,0.5266687333333333,0.221061,0.47333126666666664,0.778939
cs,26,0.40354072,0.108926,0.5964592799999999,0.891074
cs,27,0.5322088181818182,0.317343,0.46779118181818186,0.682657
cs,28,0.45103444444444446,0.030885,0.5489655555555556,0.969115
cs,29,0.47974940000000005,0.172472,0.5202506,0.827528
cs,30,0.5660723888888889,0.378783,0.4339276111111111,0.621217
cs,31,0.5628984,0.415955,0.4371016,0.584045
cs,32,0.47382235714285714,0.0,0.5261776428571429,1.0
cs,33,0.4675031666666667,0.102948,0.5324968333333333,0.897052
cs,34,0.4607746,0.17136,0.5392254000000001,0.82864
cs,35,0.5892937916666666,0.452759,0.4107062083333333,0.547241
cs,36,0.58328528,0.415619,0.41671472000000004,0.584381
cs,37,0.4849236956521739,0.097396,0.515076304347826,0.902604
cs,38,0.54684204,0.06402,0.45315795999999997,0.93598
cs,39,0.5682679444444445,0.398176,0.43173205555555555,0.601824
cs,40,0.42237839130434784,0.072074,0.5776216086956522,0.927926
cs,41,0.4761860909090909,0.085929,0.5238139090909091,0.914071
cs,42,0.5689956,0.442362,0.4310044,0.557638
cs,43,0.470920380952381,0.067576,0.5290796190476191,0.932424
cs,44,0.4754858,0.081135,0.5245142,0.918865
cs,45,0.4503250952380953,0.079951,0.5496749047619047,0.920049
cs,46,0.44866689473684207,0.099074,0.5513331052631579,0.900926
cs,47,0.52493748,0.298191,0.47506252,0.701809
cs,48,0.581323,0.424326,0.41867699999999997,0.575674
cs,49,0.54029564,0.197983,0.45970436,0.802017
cs,50,0.43771128,0.022384,0.5622887200000001,0.977616
cs,51,0.46090217647058823,0.094587,0.5390978235294117,0.905413
cs,52,0.5364349523809524,0.199521,0.46356504761904765,0.800479
cs,53,0.5241815652173913,0.226129,0.47581843478260866,0.773871
cs,54,0.40984128,0.046705,0.59015872,0.953295
cs,55,0.5240249047619048,0.186187,0.4759750952380952,0.813813
cs,56,0.43122956,0.050579,0.56877044,0.949421
cs,57,0.5791359411764705,0.361743,0.42086405882352945,0.638257
cs,58,0.44165706250000003,0.193213,0.5583429375,0.806787
cs,59,0.4120904761904762,0.032069,0.5879095238095238,0.967931
cs,60,0.38689735999999997,0.061341,0.61310264,0.938659
cs,61,0.51029252,0.229707,0.48970748000000003,0.770293
cs,62,0.5334476363636363,0.329976,0.4665523636363636,0.670024
cs,63,0.5286907000000001,0.307159,0.4713093,0.692841
cs,64,0.5248991052631579,0.282122,0.4751008947368421,0.717878
cs,65,0.5190956666666666,0.280608,0.4809043333333334,0.719392
cs,66,0.48751252,0.170176,0.51248748,0.829824
cs,67,0.5620515,0.334905,0.43794849999999996,0.665095
cs,68,0.5255458666666667,0.081135,0.47445413333333336,0.918865
cs,69,0.5835931200000001,0.511735,0.41640688,0.488265
cs,70,0.4566338181818182,0.105052,0.5433661818181817,0.894948
cs,71,0.483339625,0.056987,0.5166603750000001,0.943013
cs,72,0.5658091538461538,0.394597,0.4341908461538461,0.605403
cs,73,0.3366478260869565,0.008657,0.6633521739130435,0.991343
cs,74,0.42130475,0.057723,0.57869525,0.942277
cs,75,0.5405753888888889,0.415434,0.4594246111111111,0.584566
cs,76,0.5857608571428571,0.20671,0.41423914285714286,0.79329
cs,77,0.509267,0.206783,0.490733,0.793217
cs,78,0.500343,0.100554,0.499657,0.899446
cs,79,0.523900090909091,0.229083,0.47609990909090905,0.770917
cs,80,0.5051157647058824,0.136224,0.4948842352941176,0.863776
cs,81,0.5568846399999999,0.327313,0.44311536,0.672687
cs,82,0.478626,0.217343,0.521374,0.782657
cs,83,0.5063259473684211,0.212087,0.49367405263157893,0.787913
cs,84,0.5086323199999999,0.244627,0.49136768,0.755373
cs,85,0.5415437142857142,0.173065,0.4584562857142857,0.826935
cs,86,0.5038331666666667,0.426371,0.49616683333333333,0.573629
cs,87,0.5132175714285714,0.301781,0.48678242857142856,0.698219
