subject,year,avg_sim,avg_drift,n_topics
cs,2000,1.0,0.0,109
cs,2001,0.7249385855855855,0.2750614144144144,111
cs,2002,0.501588064516129,0.49841193548387097,124
cs,2003,0.32882320800000003,0.671176792,125
cs,2004,0.31834771523178806,0.6816522847682119,151
cs,2005,0.22868701948051948,0.7713129805194806,154
cs,2006,0.22022607482993198,0.779773925170068,147
cs,2007,0.22572320138888888,0.7742767986111111,144
cs,2008,0.20347609868421054,0.7965239013157895,152
cs,2009,0.19099133125,0.80900866875,160
cs,2010,0.21166856395348838,0.7883314360465117,172
cs,2011,0.22189034239130437,0.7781096576086957,184
cs,2012,0.2098042009569378,0.7901957990430623,209
cs,2013,0.22591154337899544,0.7740884566210046,219
cs,2014,0.22540236322869955,0.7745976367713004,223
cs,2015,0.23100495454545455,0.7689950454545454,242
cs,2016,0.22367561290322582,0.7763243870967742,248
cs,2017,0.2189231581027668,0.7810768418972331,253
cs,2018,0.21588139299610895,0.784118607003891,257
cs,2019,0.21600916216216218,0.7839908378378379,259
cs,2020,0.2160734651162791,0.783926534883721,258
cs,2021,0.21128637984496124,0.7887136201550388,258
cs,2022,0.21296214671814673,0.7870378532818533,259
cs,2023,0.21412590347490348,0.7858740965250965,259
cs,2024,0.2129708416988417,0.7870291583011583,259
cs,2025,0.21156665637065636,0.7884333436293437,259
