subject,topic_id,window_from,window_to,rbo_sim,endpoint_drift,n_words_first,n_words_last,n_kept,n_removed,n_added,pct_kept,words_first,words_last,words_kept,words_added,words_removed
cs,0,2000–2005,2020–2025,0.773901,0.226099,14,11,9,5,2,64.29,"algorithm, graph, graphs, log, problem, vertex, vertices, time, gg, edges, planar, polygon, exactcolor, rectilinear","algorithm, gg, graph, graphs, log, mathcal, problem, vertex, vertices, kk, time","algorithm, gg, graph, graphs, log, problem, time, vertex, vertices","kk, mathcal","edges, exactcolor, planar, polygon, rectilinear"
cs,1,2000–2005,2020–2025,0.965848,0.034152,14,10,10,4,0,71.43,"calculus, logic, logics, program, programming, programs, semantics, theory, termination, proof, language, type, prolog, reasoning","calculus, logic, logics, program, programming, programs, proof, semantics, theory, type","calculus, logic, logics, program, programming, programs, proof, semantics, theory, type",,"language, prolog, reasoning, termination"
cs,2,2000–2005,2020–2025,0.362192,0.637808,20,11,7,13,4,35.0,"classical, complexity, quantum, qubits, entanglement, qubit, protocols, circuits, gates, problem, protocol, quant, states, bound, classically, computation, lower, ph, proofs, qma","algorithm, circuit, circuits, classical, computing, entanglement, quantum, qubit, qubits, learning, states","circuits, classical, entanglement, quantum, qubit, qubits, states","algorithm, circuit, computing, learning","bound, classically, complexity, computation, gates, lower, ph, problem, proofs, protocol, protocols, qma, quant"
cs,3,2000–2005,2020–2025,0.417974,0.582026,27,13,7,20,6,25.93,"learning, policy, reinforcement, rl, value, episode, kalman, observable, optimal, reward, agent, algorithm, based, crawlers, function, grep, lrta, modifies, plannability, plannable, planning, prl, rkf, selection, sfsw, web, weblog","agent, learning, model, policies, policy, reinforcement, reward, rl, state, offline, action, based, exploration","agent, based, learning, policy, reinforcement, reward, rl","action, exploration, model, offline, policies, state","algorithm, crawlers, episode, function, grep, kalman, lrta, modifies, observable, optimal, plannability, plannable, planning, prl, rkf, selection, sfsw, value, web, weblog"
cs,4,2000–2005,2020–2025,0.219564,0.780436,24,13,5,19,8,20.83,"privacy, mining, model, perturbation, preserving, brave, data, distributed, federated, identities, itemset, learning, mechanisms, models, personalization, random, recommender, serendipitous, settings, techniques, tie, ties, unexpected, weak","clients, data, federated, fl, learning, model, privacy, private, dp, client, differential, differentially, training","data, federated, learning, model, privacy","client, clients, differential, differentially, dp, fl, private, training","brave, distributed, identities, itemset, mechanisms, mining, models, personalization, perturbation, preserving, random, recommender, serendipitous, settings, techniques, tie, ties, unexpected, weak"
cs,5,2000–2005,2020–2025,0.353194,0.646806,22,15,7,15,8,31.82,"parallel, performance, computing, data, distributed, grid, applications, memory, mpi, cache, execution, grids, nimrod, software, tsia, debugging, management, scheduling, services, simd, unicore, x11","cloud, computing, data, gpu, hardware, hpc, memory, performance, workloads, applications, cpu, mpi, parallel, serverless, systems","applications, computing, data, memory, mpi, parallel, performance","cloud, cpu, gpu, hardware, hpc, serverless, systems, workloads","cache, debugging, distributed, execution, grid, grids, management, nimrod, scheduling, services, simd, software, tsia, unicore, x11"
cs,6,2000–2005,2020–2025,0.04427,0.95573,20,14,2,18,12,10.0,"annotation, anvil, api, bag, bags, caption, captioned, coarse, detailed, kernels, language, linguistic, model, multiresolution, natural, objects, retrieval, smaller, stressing, trick","image, language, models, multimodal, text, visual, reasoning, vision, vqa, captioning, modal, captions, mllms, model","language, model","captioning, captions, image, mllms, modal, models, multimodal, reasoning, text, vision, visual, vqa","annotation, anvil, api, bag, bags, caption, captioned, coarse, detailed, kernels, linguistic, multiresolution, natural, objects, retrieval, smaller, stressing, trick"
cs,7,2000–2005,2020–2025,0.023753,0.976247,20,16,2,18,14,10.0,"ansprolog, control, dependent, domain, hanoi, htn, improver, incremental, knowledge, nonincremental, oops, ordered, plan, planner, planning, procedural, profiting, solver, tasks, universal","language, llm, llms, model, models, reasoning, tasks, learning, cot, large, math, reward, human, knowledge, logic, mwps","knowledge, tasks","cot, human, language, large, learning, llm, llms, logic, math, model, models, mwps, reasoning, reward","ansprolog, control, dependent, domain, hanoi, htn, improver, incremental, nonincremental, oops, ordered, plan, planner, planning, procedural, profiting, solver, universal"
cs,8,2000–2005,2020–2025,0.26594,0.73406,23,13,5,18,8,21.74,"mimo, radio, regulation, wireless, antenna, antennas, channel, channels, mined, mining, performance, systems, transmit, bep, data, fading, government, ponder, qstbc, snrs, statistically, sttd, wcdma","antenna, antennas, beamforming, channel, interference, mimo, ris, massive, multiple, precoding, ofdm, wireless, irs","antenna, antennas, channel, mimo, wireless","beamforming, interference, irs, massive, multiple, ofdm, precoding, ris","bep, channels, data, fading, government, mined, mining, performance, ponder, qstbc, radio, regulation, snrs, statistically, sttd, systems, transmit, wcdma"
cs,10,2000–2005,2020–2025,0.28671,0.71329,31,11,7,24,4,22.58,"recommendation, user, recommender, users, web, preferences, talkmine, apweb, information, personalizing, popularity, quickstep, buckets, capturing, clickstream, collaborative, content, items, keywords, ontological, ontologies, personalization, pipe, rank, site, systems, tag, tagging, tags, topic, unobtrusive","item, items, model, recommendation, recommendations, recommender, systems, user, users, based, preferences","items, preferences, recommendation, recommender, systems, user, users","based, item, model, recommendations","apweb, buckets, capturing, clickstream, collaborative, content, information, keywords, ontological, ontologies, personalization, personalizing, pipe, popularity, quickstep, rank, site, tag, tagging, tags"
