subject,topic_id,baseline_year,year,years_elapsed,cosine_sim_to_baseline,drift_from_baseline
cs,0,2000,2000,0,1.0,0.0
cs,0,2000,2001,1,0.850557,0.149443
cs,0,2000,2002,2,0.771244,0.228756
cs,0,2000,2003,3,0.747489,0.252511
cs,0,2000,2004,4,0.766461,0.233539
cs,0,2000,2005,5,0.771244,0.228756
cs,0,2000,2006,6,0.771244,0.228756
cs,0,2000,2007,7,0.753019,0.246981
cs,0,2000,2008,8,0.753019,0.246981
cs,0,2000,2009,9,0.771244,0.228756
cs,0,2000,2010,10,0.771244,0.228756
cs,0,2000,2011,11,0.771244,0.228756
cs,0,2000,2012,12,0.771244,0.228756
cs,0,2000,2013,13,0.771244,0.228756
cs,0,2000,2014,14,0.771244,0.228756
cs,0,2000,2015,15,0.771244,0.228756
cs,0,2000,2016,16,0.760483,0.239517
cs,0,2000,2017,17,0.721741,0.278259
cs,0,2000,2018,18,0.709494,0.290506
cs,0,2000,2019,19,0.709494,0.290506
cs,0,2000,2020,20,0.742258,0.257742
cs,0,2000,2021,21,0.742258,0.257742
cs,0,2000,2022,22,0.771244,0.228756
cs,0,2000,2023,23,0.760483,0.239517
cs,0,2000,2024,24,0.716958,0.283042
cs,0,2000,2025,25,0.721741,0.278259
cs,1,2000,2000,0,1.0,0.0
cs,1,2000,2001,1,0.907694,0.092306
cs,1,2000,2002,2,0.858982,0.141018
cs,1,2000,2003,3,0.910099,0.089901
cs,1,2000,2004,4,0.881199,0.118801
cs,1,2000,2005,5,0.761327,0.238673
cs,1,2000,2006,6,0.747449,0.252551
cs,1,2000,2007,7,0.720449,0.279551
cs,1,2000,2008,8,0.729095,0.270905
cs,1,2000,2009,9,0.733878,0.266122
cs,1,2000,2010,10,0.786191,0.213809
cs,1,2000,2011,11,0.729095,0.270905
cs,1,2000,2012,12,0.729095,0.270905
cs,1,2000,2013,13,0.729095,0.270905
cs,1,2000,2014,14,0.739857,0.260143
cs,1,2000,2015,15,0.733878,0.266122
cs,1,2000,2016,16,0.729095,0.270905
cs,1,2000,2017,17,0.723116,0.276884
cs,1,2000,2018,18,0.733878,0.266122
cs,1,2000,2019,19,0.733878,0.266122
cs,1,2000,2020,20,0.733878,0.266122
cs,1,2000,2021,21,0.733878,0.266122
cs,1,2000,2022,22,0.733878,0.266122
cs,1,2000,2023,23,0.733878,0.266122
cs,1,2000,2024,24,0.723116,0.276884
cs,1,2000,2025,25,0.74732,0.25268
cs,2,2000,2000,0,1.0,0.0
cs,2,2000,2001,1,0.507506,0.492494
cs,2,2000,2002,2,0.479031,0.520969
cs,2,2000,2003,3,0.393869,0.606131
cs,2,2000,2004,4,0.380747,0.619253
cs,2,2000,2005,5,0.313809,0.686191
cs,2,2000,2006,6,0.393869,0.606131
cs,2,2000,2007,7,0.412094,0.587906
cs,2,2000,2008,8,0.412094,0.587906
cs,2,2000,2009,9,0.393869,0.606131
cs,2,2000,2010,10,0.412094,0.587906
cs,2,2000,2011,11,0.450836,0.549164
cs,2,2000,2012,12,0.507931,0.492069
cs,2,2000,2013,13,0.469189,0.530811
cs,2,2000,2014,14,0.461597,0.538403
cs,2,2000,2015,15,0.450836,0.549164
cs,2,2000,2016,16,0.412094,0.587906
cs,2,2000,2017,17,0.412094,0.587906
cs,2,2000,2018,18,0.412094,0.587906
cs,2,2000,2019,19,0.412094,0.587906
cs,2,2000,2020,20,0.412094,0.587906
cs,2,2000,2021,21,0.412094,0.587906
cs,2,2000,2022,22,0.412094,0.587906
cs,2,2000,2023,23,0.412094,0.587906
cs,2,2000,2024,24,0.412094,0.587906
cs,2,2000,2025,25,0.412094,0.587906
cs,3,2000,2000,0,1.0,0.0
cs,3,2000,2001,1,0.624832,0.375168
cs,3,2000,2002,2,0.517773,0.482227
cs,3,2000,2003,3,0.275684,0.724316
cs,3,2000,2004,4,0.208747,0.791253
cs,3,2000,2005,5,0.208747,0.791253
cs,3,2000,2006,6,0.1774,0.8226
cs,3,2000,2007,7,0.167558,0.832442
cs,3,2000,2008,8,0.1774,0.8226
cs,3,2000,2009,9,0.190522,0.809478
cs,3,2000,2010,10,0.208747,0.791253
cs,3,2000,2011,11,0.208747,0.791253
cs,3,2000,2012,12,0.208747,0.791253
cs,3,2000,2013,13,0.208747,0.791253
cs,3,2000,2014,14,0.247489,0.752511
cs,3,2000,2015,15,0.247489,0.752511
cs,3,2000,2016,16,0.275684,0.724316
cs,3,2000,2017,17,0.265842,0.734158
cs,3,2000,2018,18,0.234047,0.765953
cs,3,2000,2019,19,0.190522,0.809478
cs,3,2000,2020,20,0.167558,0.832442
cs,3,2000,2021,21,0.159966,0.840034
cs,3,2000,2022,22,0.153987,0.846013
cs,3,2000,2023,23,0.159966,0.840034
cs,3,2000,2024,24,0.149204,0.850796
cs,3,2000,2025,25,0.110462,0.889538
cs,4,2000,2000,0,1.0,0.0
cs,4,2000,2001,1,0.502676,0.497324
cs,4,2000,2002,2,0.313809,0.686191
cs,4,2000,2003,3,0.110462,0.889538
cs,4,2000,2004,4,0.100621,0.899379
cs,4,2000,2005,5,0.043525,0.956475
cs,4,2000,2006,6,0.043525,0.956475
cs,4,2000,2007,7,0.043525,0.956475
cs,4,2000,2008,8,0.08705,0.91295
cs,4,2000,2009,9,0.043525,0.956475
cs,4,2000,2010,10,0.08705,0.91295
cs,4,2000,2011,11,0.043525,0.956475
cs,4,2000,2012,12,0.043525,0.956475
cs,4,2000,2013,13,0.043525,0.956475
cs,4,2000,2014,14,0.043525,0.956475
cs,4,2000,2015,15,0.043525,0.956475
cs,4,2000,2016,16,0.043525,0.956475
cs,4,2000,2017,17,0.043525,0.956475
cs,4,2000,2018,18,0.043525,0.956475
cs,4,2000,2019,19,0.043525,0.956475
cs,4,2000,2020,20,0.043525,0.956475
cs,4,2000,2021,21,0.043525,0.956475
cs,4,2000,2022,22,0.043525,0.956475
cs,4,2000,2023,23,0.043525,0.956475
cs,4,2000,2024,24,0.043525,0.956475
cs,4,2000,2025,25,0.043525,0.956475
cs,5,2000,2000,0,1.0,0.0
cs,5,2000,2005,5,0.0,1.0
cs,5,2000,2006,6,0.0,1.0
cs,5,2000,2008,8,0.066937,0.933063
cs,5,2000,2011,11,0.15538,0.84462
cs,5,2000,2012,12,0.18238,0.81762
cs,5,2000,2013,13,0.149204,0.850796
cs,5,2000,2014,14,0.110462,0.889538
cs,5,2000,2015,15,0.15538,0.84462
cs,5,2000,2016,16,0.174788,0.825212
cs,5,2000,2017,17,0.174788,0.825212
cs,5,2000,2018,18,0.141809,0.858191
cs,5,2000,2019,19,0.125284,0.874716
cs,5,2000,2020,20,0.164026,0.835974
cs,5,2000,2021,21,0.125284,0.874716
cs,5,2000,2022,22,0.164026,0.835974
cs,5,2000,2023,23,0.164026,0.835974
cs,5,2000,2024,24,0.164026,0.835974
cs,5,2000,2025,25,0.170284,0.829716
cs,6,2000,2000,0,1.0,0.0
cs,6,2000,2001,1,0.74175,0.25825
cs,6,2000,2002,2,0.614105,0.385895
cs,6,2000,2003,3,0.570131,0.429869
cs,6,2000,2004,4,0.577723,0.422277
cs,6,2000,2005,5,0.570131,0.429869
cs,6,2000,2006,6,0.577723,0.422277
cs,6,2000,2007,7,0.536406,0.463594
cs,6,2000,2008,8,0.557009,0.442991
cs,6,2000,2009,9,0.55937,0.44063
cs,6,2000,2010,10,0.595948,0.404052
cs,6,2000,2011,11,0.479311,0.520689
cs,6,2000,2012,12,0.520628,0.479372
cs,6,2000,2013,13,0.520628,0.479372
cs,6,2000,2014,14,0.507506,0.492494
cs,6,2000,2015,15,0.520628,0.479372
cs,6,2000,2016,16,0.570131,0.429869
cs,6,2000,2017,17,0.55937,0.44063
cs,6,2000,2018,18,0.520628,0.479372
cs,6,2000,2019,19,0.520628,0.479372
cs,6,2000,2020,20,0.520628,0.479372
cs,6,2000,2021,21,0.520628,0.479372
cs,6,2000,2022,22,0.520628,0.479372
cs,6,2000,2023,23,0.520628,0.479372
cs,6,2000,2024,24,0.520628,0.479372
cs,6,2000,2025,25,0.520628,0.479372
cs,7,2000,2000,0,1.0,0.0
cs,7,2000,2002,2,0.0,1.0
cs,7,2000,2004,4,0.0,1.0
cs,7,2000,2005,5,0.0,1.0
cs,7,2000,2006,6,0.0,1.0
cs,7,2000,2009,9,0.0,1.0
cs,7,2000,2011,11,0.098284,0.901716
cs,7,2000,2012,12,0.038742,0.961258
cs,7,2000,2013,13,0.147788,0.852212
cs,7,2000,2014,14,0.0,1.0
cs,7,2000,2015,15,0.049504,0.950496
cs,7,2000,2016,16,0.209026,0.790974
cs,7,2000,2017,17,0.116441,0.883559
cs,7,2000,2018,18,0.066937,0.933063
cs,7,2000,2019,19,0.124033,0.875967
cs,7,2000,2020,20,0.110462,0.889538
cs,7,2000,2021,21,0.066937,0.933063
cs,7,2000,2022,22,0.057096,0.942904
cs,7,2000,2023,23,0.049504,0.950496
cs,7,2000,2024,24,0.0,1.0
cs,7,2000,2025,25,0.0,1.0
cs,8,2004,2004,0,1.0,0.0
cs,8,2004,2005,1,0.704544,0.295456
cs,8,2004,2006,2,0.647449,0.352551
cs,8,2004,2007,3,0.624036,0.375964
cs,8,2004,2008,4,0.549956,0.450044
cs,8,2004,2009,5,0.543977,0.456023
cs,8,2004,2010,6,0.528561,0.471439
cs,8,2004,2011,7,0.572086,0.427914
cs,8,2004,2012,8,0.514991,0.485009
cs,8,2004,2013,9,0.469105,0.530895
cs,8,2004,2014,10,0.476248,0.523752
cs,8,2004,2015,11,0.432723,0.567277
cs,8,2004,2016,12,0.471466,0.528534
cs,8,2004,2017,13,0.432723,0.567277
