subject,threshold_disappear,threshold_stable,avg_pct_stable,avg_pct_evolve,avg_pct_merge,avg_pct_mismatch,avg_pct_disappear,total_merge_groups,total_new
cs,0.2,0.6,48.94,29.69,3.29,3.68,14.39,49,288
