subject,window_from,window_to,transition,avg_sim,avg_drift,std_drift,n_topics
cs,2000–2005,2005–2010,2000–2005 → 2005–2010,0.2947241153846154,0.7052758846153846,0.21683449220524856,52
cs,2005–2010,2010–2015,2005–2010 → 2010–2015,0.30540338571428577,0.6945966142857143,0.21113764745758049,70
cs,2010–2015,2015–2020,2010–2015 → 2015–2020,0.3919481653543307,0.6080518346456693,0.21058778660494737,127
cs,2015–2020,2020–2025,2015–2020 → 2020–2025,0.5338702101449275,0.4661297898550725,0.14772939198666982,138
