subject,topic_id,window_from,window_to,rbo_sim,endpoint_drift,n_words_first,n_words_last,n_kept,n_removed,n_added,pct_kept,words_first,words_last,words_kept,words_added,words_removed
cs,48,2000–2005,2020–2025,0.104368,0.895632,37,12,3,34,9,8.11,"voting, agents, attractor, attributes, candidates, decisions, dissemination, manipulation, protocols, social, spatial, voters, attachment, chaos, clusters, coalitional, coordination, credible, cup, disseminated, elections, hard, homophilic, majorities, majority, manipulate, measuring, morphogenesis, outcome, plurality, preferences, preferential, redrawing, regime, spin, underpins, votes","dynamics, influence, network, networks, nodes, opinion, opinions, social, voting, agents, model, node","agents, social, voting","dynamics, influence, model, network, networks, node, nodes, opinion, opinions","attachment, attractor, attributes, candidates, chaos, clusters, coalitional, coordination, credible, cup, decisions, disseminated, dissemination, elections, hard, homophilic, majorities, majority, manipulate, manipulation"
cs,50,2000–2005,2020–2025,0.077424,0.922576,10,14,2,8,12,20.0,"itemset, mechanisms, mining, model, perturbation, preserving, privacy, random, settings, techniques","data, differential, differentially, privacy, private, utility, dp, information, ldp, mechanism, varepsilon, noise, preserving, sensitive","preserving, privacy","data, differential, differentially, dp, information, ldp, mechanism, noise, private, sensitive, utility, varepsilon","itemset, mechanisms, mining, model, perturbation, random, settings, techniques"
cs,61,2000–2005,2020–2025,0.258161,0.741839,29,13,6,23,7,20.69,"games, learning, observable, payoff, bandit, bl, chosen, cooperative, game, gradient, player, policy, regret, valuation, vanishingly, zinkevich, adversary, agents, convex, fpl, master, moves, multiagent, partially, point, search, signle, soccer, wolf","agent, algorithm, bandit, bandits, games, learning, regret, policy, sqrt, armed, agents, arm, reward","agents, bandit, games, learning, policy, regret","agent, algorithm, arm, armed, bandits, reward, sqrt","adversary, bl, chosen, convex, cooperative, fpl, game, gradient, master, moves, multiagent, observable, partially, payoff, player, point, search, signle, soccer, valuation"
cs,62,2000–2005,2020–2025,0.348232,0.651768,28,17,4,24,13,14.29,"document, summarization, mead, summaries, descriptions, documents, encyclopedic, indicative, messages, relations, sentence, specific, subsumption, summarizer, biography, centroid, centroids, content, medical, multidocument, reader, readers, specification, title, titles, topicality, utility, wording","abstractive, document, summaries, summarization, summary, text, extractive, models, rouge, generation, language, llms, sentences, documents, factual, model, readability","document, documents, summaries, summarization","abstractive, extractive, factual, generation, language, llms, model, models, readability, rouge, sentences, summary, text","biography, centroid, centroids, content, descriptions, encyclopedic, indicative, mead, medical, messages, multidocument, reader, readers, relations, sentence, specific, specification, subsumption, summarizer, title"
cs,63,2000–2005,2020–2025,0.105701,0.894299,19,17,3,16,14,15.79,"segmentation, baluozuo, barroso, chinese, delimiters, finnish, granularities, japanese, kanji, lexicons, luozuo, morphological, president, really, segmentations, segmented, text, unsupervised, word","character, chinese, translation, english, models, nmt, language, machine, neural, sentence, word, characters, subword, text, calligraphy, font, languages","chinese, text, word","calligraphy, character, characters, english, font, language, languages, machine, models, neural, nmt, sentence, subword, translation","baluozuo, barroso, delimiters, finnish, granularities, japanese, kanji, lexicons, luozuo, morphological, president, really, segmentation, segmentations, segmented, unsupervised"
cs,66,2000–2005,2020–2025,0.280431,0.719569,29,19,7,22,12,24.14,"aep, bec, channel, codes, complexity, decoding, ensembles, erasure, lossy, memoryless, ziv, asymptotic, asymptotics, binary, bound, cap, capacity, channels, codebooks, coding, communication, covers, fix, lempel, ma, punctured, randomized, shannon, waiting","capacity, channel, channels, codes, coding, secrecy, decoding, bound, rate, wiretap, bounds, error, backhaul, covert, ell, infty, mathrm, mbox, random","bound, capacity, channel, channels, codes, coding, decoding","backhaul, bounds, covert, ell, error, infty, mathrm, mbox, random, rate, secrecy, wiretap","aep, asymptotic, asymptotics, bec, binary, cap, codebooks, communication, complexity, covers, ensembles, erasure, fix, lempel, lossy, ma, memoryless, punctured, randomized, shannon"
cs,67,2000–2005,2020–2025,0.053381,0.946619,10,26,2,8,24,20.0,"businessmen, forbids, property, rights, satellite, services, spectrum, terrestrial, use, wireline","5g, mmwave, 6g, ghz, millimeter, networks, wave, terrestrial, mimo, nr, radio, ris, band, bands, beam, cellular, coverage, fronthaul, haps, leo, ntn, ran, satellite, unlicensed, v2x, wireless","satellite, terrestrial","5g, 6g, band, bands, beam, cellular, coverage, fronthaul, ghz, haps, leo, millimeter, mimo, mmwave, networks, nr, ntn, radio, ran, ris","businessmen, forbids, property, rights, services, spectrum, use, wireline"
cs,71,2000–2005,2020–2025,0.103223,0.896777,19,16,3,16,13,15.79,"recommender, artifact, connection, evaluating, graph, grew, hammock, jump, jumps, people, reachability, recommendation, relating, research, social, systems, ultimately, vacuum, viewpoint","item, items, recommendation, recommendations, recommender, user, users, based, systems, cold, collaborative, model, preferences, learning, personalized, session","recommendation, recommender, systems","based, cold, collaborative, item, items, learning, model, personalized, preferences, recommendations, session, user, users","artifact, connection, evaluating, graph, grew, hammock, jump, jumps, people, reachability, relating, research, social, ultimately, vacuum, viewpoint"
cs,81,2000–2005,2020–2025,0.124033,0.875967,10,15,2,8,13,20.0,"anvil, appear, caption, captioned, documents, information, language, natural, retrieval, somewhat","captioning, captions, image, language, visual, caption, images, multimodal, text, models, dataset, mllms, model, sentence, vision","caption, language","captioning, captions, dataset, image, images, mllms, model, models, multimodal, sentence, text, vision, visual","anvil, appear, captioned, documents, information, natural, retrieval, somewhat"
cs,83,2000–2005,2020–2025,0.109876,0.890124,16,15,2,14,13,12.5,"cognitive, gestures, hand, robot, actions, dextrous, gestural, grasping, gravis, instructing, intimately, junction, man, multifingered, neurally, prehensile","grasp, grasping, manipulation, object, robot, robotic, contact, objects, tactile, grasps, force, dexterous, gripper, planning, robots","grasping, robot","contact, dexterous, force, grasp, grasps, gripper, manipulation, object, objects, planning, robotic, robots, tactile","actions, cognitive, dextrous, gestural, gestures, gravis, hand, instructing, intimately, junction, man, multifingered, neurally, prehensile"
