subject,topic_id,year_from,year_to,cosine_sim,drift
cs,0,2000,2001,0.550752,0.449248
cs,3,2000,2001,0.592137,0.407863
cs,4,2000,2001,0.631349,0.368651
cs,5,2000,2001,0.066937,0.933063
cs,8,2000,2001,0.522164,0.477836
cs,9,2000,2001,0.790974,0.209026
cs,10,2000,2001,0.257055,0.742945
cs,11,2000,2001,0.7585,0.2415
cs,13,2000,2001,0.225401,0.774599
cs,16,2000,2001,0.688186,0.311814
cs,28,2000,2001,0.716594,0.283406
cs,29,2000,2001,0.655208,0.344792
cs,31,2000,2001,0.262311,0.737689
cs,34,2000,2001,0.363313,0.636687
cs,46,2000,2001,0.562158,0.437842
cs,62,2000,2001,0.604891,0.395109
cs,98,2000,2001,0.777683,0.222317
cs,109,2000,2001,0.787973,0.212027
cs,0,2001,2002,0.374376,0.625624
cs,3,2001,2002,0.440568,0.559432
cs,4,2001,2002,0.693334,0.306666
cs,8,2001,2002,0.170284,0.829716
cs,10,2001,2002,0.389298,0.610702
cs,12,2001,2002,0.549672,0.450328
cs,13,2001,2002,0.642193,0.357807
cs,16,2001,2002,0.492153,0.507847
cs,18,2001,2002,0.51267,0.48733
cs,24,2001,2002,0.394576,0.605424
cs,28,2001,2002,0.212279,0.787721
cs,29,2001,2002,0.731432,0.268568
cs,31,2001,2002,0.73437,0.26563
cs,34,2001,2002,0.51437,0.48563
cs,37,2001,2002,0.48563,0.51437
cs,41,2001,2002,0.562286,0.437714
cs,44,2001,2002,0.768839,0.231161
cs,48,2001,2002,0.212279,0.787721
cs,61,2001,2002,0.429869,0.570131
cs,62,2001,2002,0.557879,0.442121
cs,66,2001,2002,0.445072,0.554928
cs,99,2001,2002,0.735353,0.264647
cs,101,2001,2002,0.240817,0.759183
cs,0,2002,2003,0.779327,0.220673
cs,4,2002,2003,0.560439,0.439561
cs,8,2002,2003,0.458231,0.541769
cs,10,2002,2003,0.543186,0.456814
cs,12,2002,2003,0.275964,0.724036
cs,13,2002,2003,0.598668,0.401332
cs,16,2002,2003,0.247617,0.752383
cs,20,2002,2003,0.544269,0.455731
cs,28,2002,2003,0.382563,0.617437
cs,29,2002,2003,0.547689,0.452311
cs,31,2002,2003,0.557181,0.442819
cs,34,2002,2003,0.18653,0.81347
cs,38,2002,2003,0.664366,0.335634
cs,41,2002,2003,0.664561,0.335439
cs,42,2002,2003,0.652383,0.347617
cs,44,2002,2003,0.508594,0.491406
cs,48,2002,2003,0.278836,0.721164
cs,61,2002,2003,0.421945,0.578055
cs,89,2002,2003,0.621461,0.378539
cs,101,2002,2003,0.212476,0.787524
cs,0,2003,2004,0.453112,0.546888
cs,4,2003,2004,0.0,1.0
cs,8,2003,2004,0.418693,0.581307
cs,10,2003,2004,0.577231,0.422769
cs,11,2003,2004,0.237776,0.762224
cs,12,2003,2004,0.098284,0.901716
cs,13,2003,2004,0.185739,0.814261
cs,15,2003,2004,0.715057,0.284943
cs,16,2003,2004,0.656179,0.343821
