subject,topic_id,year_from,year_to,cosine_sim,drift
physics,0,2000,2001,0.462506,0.537494
physics,1,2000,2001,0.225905,0.774095
physics,2,2000,2001,0.609378,0.390622
physics,3,2000,2001,0.116441,0.883559
physics,4,2000,2001,0.345072,0.654928
physics,5,2000,2001,0.431344,0.568656
physics,6,2000,2001,0.347153,0.652847
physics,7,2000,2001,0.15538,0.84462
physics,8,2000,2001,0.247617,0.752383
physics,9,2000,2001,0.230184,0.769816
physics,10,2000,2001,0.423752,0.576248
physics,11,2000,2001,0.325664,0.674336
physics,12,2000,2001,0.247617,0.752383
physics,13,2000,2001,0.360806,0.639194
physics,14,2000,2001,0.607847,0.392153
physics,15,2000,2001,0.237647,0.762353
physics,16,2000,2001,0.271821,0.728179
physics,17,2000,2001,0.247489,0.752511
physics,18,2000,2001,0.289311,0.710689
physics,19,2000,2001,0.294317,0.705683
physics,20,2000,2001,0.149204,0.850796
physics,21,2000,2001,0.252551,0.747449
physics,22,2000,2001,0.125284,0.874716
physics,23,2000,2001,0.317506,0.682494
physics,24,2000,2001,0.427532,0.572468
physics,25,2000,2001,0.174788,0.825212
physics,26,2000,2001,0.514334,0.485666
physics,27,2000,2001,0.186659,0.813341
physics,28,2000,2001,0.397105,0.602895
physics,29,2000,2001,0.350084,0.649916
physics,30,2000,2001,0.317506,0.682494
physics,31,2000,2001,0.275409,0.724591
physics,32,2000,2001,0.47612,0.52388
physics,33,2000,2001,0.376584,0.623416
physics,34,2000,2001,0.526088,0.473912
physics,35,2000,2001,0.488597,0.511403
physics,36,2000,2001,0.20722,0.79278
physics,37,2000,2001,0.18068,0.81932
physics,38,2000,2001,0.557895,0.442105
physics,39,2000,2001,0.342346,0.657654
physics,40,2000,2001,0.304584,0.695416
physics,41,2000,2001,0.129563,0.870437
physics,42,2000,2001,0.458231,0.541769
physics,43,2000,2001,0.293589,0.706411
physics,44,2000,2001,0.245281,0.754719
physics,45,2000,2001,0.329376,0.670624
physics,46,2000,2001,0.235439,0.764561
