subject,window_from,window_to,transition,avg_sim,avg_drift,std_drift,n_topics
physics,2000–2005,2005–2010,2000–2005 → 2005–2010,0.40407975999999995,0.59592024,0.08824934195431598,50
physics,2005–2010,2010–2015,2005–2010 → 2010–2015,0.22165304,0.7783469599999999,0.09793738875111035,50
physics,2010–2015,2015–2020,2010–2015 → 2015–2020,0.24436989999999997,0.7556301000000001,0.09502890812418881,50
physics,2015–2020,2020–2025,2015–2020 → 2020–2025,0.21522772,0.78477228,0.09227803776941217,50
