subject,window_from,window_to,transition,avg_sim,avg_drift,std_drift,n_topics
cs,2000–2005,2005–2010,2000–2005 → 2005–2010,0.20086605999999999,0.7991339399999999,0.09660314362684148,50
cs,2005–2010,2010–2015,2005–2010 → 2010–2015,0.340527,0.659473,0.1221710910990261,50
cs,2010–2015,2015–2020,2010–2015 → 2015–2020,0.53012166,0.46987834,0.1564047946590878,50
cs,2015–2020,2020–2025,2015–2020 → 2020–2025,0.66606522,0.33393478000000004,0.1486248359281345,50
