subject,year_from,year_to,n_topics_t,n_topics_t1,n_stable,n_evolve,n_merge,n_mismatch,n_disappear,n_merge_groups,n_new,pct_stable,pct_evolve,pct_merge,pct_mismatch,pct_disappear
physics,2000,2001,118,113,51,50,0,0,17,0,62,43.22,42.37,0.0,0.0,14.41
physics,2001,2002,113,124,31,69,0,0,13,0,93,27.43,61.06,0.0,0.0,11.5
physics,2002,2003,124,128,21,92,0,0,11,0,107,16.94,74.19,0.0,0.0,8.87
physics,2003,2004,128,140,36,79,0,0,13,0,104,28.12,61.72,0.0,0.0,10.16
physics,2004,2005,140,154,32,98,0,0,10,0,122,22.86,70.0,0.0,0.0,7.14
physics,2005,2006,154,159,46,99,0,0,9,0,113,29.87,64.29,0.0,0.0,5.84
physics,2006,2007,159,164,44,108,0,0,7,0,120,27.67,67.92,0.0,0.0,4.4
physics,2007,2008,164,166,43,118,0,0,3,0,123,26.22,71.95,0.0,0.0,1.83
physics,2008,2009,166,172,49,112,0,0,5,0,123,29.52,67.47,0.0,0.0,3.01
physics,2009,2010,172,180,58,112,0,0,2,0,122,33.72,65.12,0.0,0.0,1.16
physics,2010,2011,180,184,64,113,0,0,3,0,120,35.56,62.78,0.0,0.0,1.67
physics,2011,2012,184,183,72,107,0,0,5,0,111,39.13,58.15,0.0,0.0,2.72
physics,2012,2013,183,184,54,126,0,0,3,0,130,29.51,68.85,0.0,0.0,1.64
physics,2013,2014,184,183,54,123,2,2,3,2,127,29.35,66.85,1.09,1.09,1.63
physics,2014,2015,183,185,62,119,0,0,2,0,123,33.88,65.03,0.0,0.0,1.09
physics,2015,2016,185,186,77,105,0,0,3,0,109,41.62,56.76,0.0,0.0,1.62
physics,2016,2017,186,188,76,108,1,1,0,1,111,40.86,58.06,0.54,0.54,0.0
physics,2017,2018,188,188,84,102,0,0,2,0,104,44.68,54.26,0.0,0.0,1.06
physics,2018,2019,188,188,75,108,1,1,3,1,112,39.89,57.45,0.53,0.53,1.6
physics,2019,2020,188,188,80,107,0,0,1,0,108,42.55,56.91,0.0,0.0,0.53
physics,2020,2021,188,188,88,99,0,0,1,0,100,46.81,52.66,0.0,0.0,0.53
physics,2021,2022,188,188,84,102,1,1,0,1,103,44.68,54.26,0.53,0.53,0.0
physics,2022,2023,188,188,86,100,0,0,2,0,102,45.74,53.19,0.0,0.0,1.06
physics,2023,2024,188,188,84,102,0,0,2,0,104,44.68,54.26,0.0,0.0,1.06
physics,2024,2025,188,188,103,84,0,0,1,0,85,54.79,44.68,0.0,0.0,0.53
