subject,k,alpha_var,phi_var,train_iter,eta_var,lr_a,lr_b,lr_c,min_cf,min_df,seed,coherence_cv,irbo_aggregated,irbo_tp_min,irbo_tp_max,topic_quality,ll_per_word,time_seconds
cs,50,0.01,0.1,500,0.01,0.01,0.1,0.55,5,3,42,0.41078809893277524,0.9451305110130963,0.4719658984667405,0.9933413207570845,0.5726720807791422,-9.630995768362338,839.9
cs,50,0.01,0.1,500,0.1,0.01,0.1,0.55,5,3,42,0.40803354834901906,0.9496259330786996,0.474633610826344,0.9953085602868224,0.5708047479930324,-10.43703663507626,827.8
cs,50,0.01,0.1,1000,0.01,0.01,0.1,0.55,5,3,42,0.4086399631784187,0.9673532537604024,0.4957671736447697,0.996804496107551,0.5745656201367016,-9.286916972477052,1479.7
cs,50,0.01,0.1,1000,0.1,0.01,0.1,0.55,5,3,42,0.41397250479323877,0.9660275522350729,0.48937255615386005,0.9981125446079941,0.5795780130026907,-10.046990610743967,1538.8
cs,50,0.1,0.1,500,0.01,0.01,0.1,0.55,5,3,42,0.40955803107188576,0.9449276233203733,0.46865750263121864,0.9909034409968456,0.5714386057284186,-9.638548030132137,786.9
cs,50,0.1,0.1,500,0.1,0.01,0.1,0.55,5,3,42,0.40750211857934426,0.9561514797089155,0.47598798040485135,0.9954445411363673,0.5714556162257772,-10.443566873966734,816.5
cs,50,0.1,0.1,1000,0.01,0.01,0.1,0.55,5,3,42,0.442620219510215,0.9674200363271311,0.49101489401878123,0.9963786946169153,0.6073580765726585,-9.286165334673683,1490.8
cs,50,0.1,0.1,1000,0.1,0.01,0.1,0.55,5,3,42,0.41113474841029635,0.9689457053743907,0.5013442985074753,0.9980465194478076,0.5773101817504451,-10.05296039729847,1476.5
cs,60,0.01,0.1,500,0.01,0.01,0.1,0.55,5,3,42,0.40742884893110787,0.902271226874423,0.49639525212390234,0.9770382663313559,0.5613671926574568,-9.496663065338835,850.7
cs,60,0.01,0.1,500,0.1,0.01,0.1,0.55,5,3,42,0.4130501908580948,0.9167851739080751,0.50402334428067,0.9845965685724456,0.5695115366783565,-10.49084393322552,857.6
cs,60,0.01,0.1,1000,0.01,0.01,0.1,0.55,5,3,42,0.4177100940187386,0.9544873657483979,0.517509192772042,0.9893514691956659,0.5811102541380905,-9.112660692467305,1600.8
cs,60,0.01,0.1,1000,0.1,0.01,0.1,0.55,5,3,42,0.42568135387656475,0.9599438988302059,0.5044920989037934,0.9943613344621065,0.5898134689756054,-10.076117761776922,1648.6
cs,60,0.1,0.1,500,0.01,0.01,0.1,0.55,5,3,42,0.4110513081969461,0.9112172285061421,0.489661679838067,0.9775350778338135,0.5665370133709096,-9.486737821846102,837.5
cs,60,0.1,0.1,500,0.1,0.01,0.1,0.55,5,3,42,0.41001052681700795,0.9174030455116868,0.4643715040888458,0.9790327910997941,0.5667335543871221,-10.48900906853669,870.8
cs,60,0.1,0.1,1000,0.01,0.01,0.1,0.55,5,3,42,0.41967814929712033,0.9520645264433051,0.5071809356137409,0.9923302532310734,0.582559230000619,-9.113157678269165,1625.6
cs,60,0.1,0.1,1000,0.1,0.01,0.1,0.55,5,3,42,0.4413236857992929,0.9574324363375504,0.5094993769439589,0.9942499625491282,0.6041619479209641,-10.07441286556903,1673.3
cs,75,0.01,0.1,500,0.01,0.01,0.1,0.55,5,3,42,0.42340391779609177,0.8119437117005044,0.5176045055088468,0.962344835257323,0.5565723207871202,-9.220977036819399,946.5
cs,75,0.01,0.1,500,0.1,0.01,0.1,0.55,5,3,42,0.40395741564623994,0.8255798212723757,0.4608657486923578,0.9736407360334904,0.5424790417029853,-10.489879296856035,956.8
cs,75,0.01,0.1,1000,0.01,0.01,0.1,0.55,5,3,42,0.41144802783740414,0.8895966384016553,0.5500046802121236,0.978415416669789,0.5626598255065455,-8.820328967310614,1783.4
cs,75,0.01,0.1,1000,0.1,0.01,0.1,0.55,5,3,42,0.42213019414716596,0.8906134251355058,0.5559656021956423,0.9857144577346949,0.5727772164193922,-10.061301989923857,1844.0
cs,75,0.1,0.1,500,0.01,0.01,0.1,0.55,5,3,42,0.45094454271777984,0.7997530258100798,0.4573903661775161,0.9607987028377453,0.5767089847877221,-9.22295855351566,921.6
cs,75,0.1,0.1,500,0.1,0.01,0.1,0.55,5,3,42,0.41949480253981786,0.8184575513787412,0.5115482251646976,0.9662118241695548,0.5546880504989694,-10.502770238592065,948.3
cs,75,0.1,0.1,1000,0.01,0.01,0.1,0.55,5,3,42,0.42445566960886594,0.8829547850032406,0.5531211864792792,0.9776534654443219,0.573309113722965,-8.821657645321519,1770.2
cs,75,0.1,0.1,1000,0.1,0.01,0.1,0.55,5,3,42,0.41909526658513296,0.8918732493407594,0.5439506672119666,0.9853683003418996,0.5702346816904696,-10.071431796791634,1806.9
