subject,word,category,span,total_years_present,span_start,total_years,coverage_pct,total_topic_hits,avg_topics_when_present,topic_counts_per_year,presence
math,mathbb,emerging,22,25,2004,26,96.2,839,33.56,"[1, 1, 3, 0, 2, 4, 5, 3, 4, 10, 9, 9, 11, 19, 44, 55, 59, 54, 59, 61, 60, 71, 69, 68, 81, 77]",███·██████████████████████
math,mathcal,emerging,26,26,2000,26,100.0,517,19.88,"[2, 1, 3, 1, 2, 9, 6, 4, 6, 10, 5, 10, 9, 11, 30, 29, 28, 32, 35, 32, 46, 33, 42, 46, 48, 37]",██████████████████████████
math,mathrm,emerging,14,18,2012,26,69.2,121,6.72,"[0, 1, 1, 0, 0, 2, 0, 1, 0, 0, 0, 0, 2, 2, 5, 7, 9, 5, 5, 7, 5, 10, 10, 9, 22, 18]",·██··█·█····██████████████
math,frac,emerging,25,25,2001,26,96.2,198,7.92,"[0, 1, 2, 1, 3, 4, 6, 1, 1, 7, 2, 5, 4, 4, 7, 14, 14, 12, 13, 11, 13, 16, 14, 11, 14, 18]",·█████████████████████████
math,optimization,emerging,21,23,2005,26,88.5,93,4.04,"[1, 0, 0, 3, 0, 1, 1, 1, 1, 1, 2, 2, 5, 3, 4, 3, 3, 4, 3, 7, 8, 7, 10, 6, 8, 9]",█··█·█████████████████████
math,method,emerging,26,26,2000,26,100.0,122,4.69,"[1, 2, 1, 1, 1, 1, 1, 3, 2, 2, 3, 2, 7, 6, 7, 8, 8, 7, 5, 8, 9, 5, 10, 6, 8, 8]",██████████████████████████
math,time,emerging,26,26,2000,26,100.0,230,8.85,"[2, 5, 3, 3, 3, 3, 3, 3, 6, 5, 7, 3, 8, 12, 6, 12, 14, 15, 13, 12, 14, 17, 17, 12, 15, 17]",██████████████████████████
math,optimal,emerging,21,23,2005,26,88.5,97,4.22,"[0, 0, 1, 2, 0, 1, 2, 2, 2, 3, 3, 4, 3, 3, 4, 6, 8, 6, 6, 3, 9, 7, 6, 6, 6, 4]",··██·█████████████████████
math,control,emerging,26,26,2000,26,100.0,112,4.31,"[1, 1, 2, 2, 1, 2, 5, 3, 5, 3, 5, 5, 5, 4, 6, 4, 5, 5, 7, 6, 6, 6, 6, 7, 5, 5]",██████████████████████████
math,numerical,emerging,23,23,2003,26,88.5,85,3.7,"[0, 0, 0, 1, 2, 2, 1, 2, 3, 1, 3, 2, 3, 2, 4, 5, 5, 5, 5, 5, 6, 7, 5, 5, 6, 5]",···███████████████████████
math,convergence,emerging,16,21,2010,26,80.8,71,3.38,"[0, 0, 1, 1, 0, 2, 2, 2, 0, 0, 1, 2, 1, 5, 3, 6, 5, 5, 4, 3, 6, 4, 6, 5, 3, 4]",··██·███··████████████████
math,data,emerging,21,24,2005,26,92.3,147,6.12,"[1, 3, 0, 1, 0, 1, 1, 3, 1, 1, 2, 4, 1, 3, 6, 6, 5, 10, 8, 11, 12, 14, 14, 10, 12, 17]",██·█·█████████████████████
math,problem,emerging,20,24,2006,26,92.3,133,5.54,"[1, 1, 0, 3, 2, 0, 2, 2, 1, 4, 2, 3, 5, 5, 6, 4, 10, 7, 6, 10, 9, 11, 9, 12, 7, 11]",██·██·████████████████████
math,stochastic,emerging,26,26,2000,26,100.0,167,6.42,"[2, 2, 1, 1, 3, 5, 3, 4, 5, 6, 7, 6, 7, 6, 10, 6, 9, 9, 7, 7, 11, 11, 10, 13, 7, 9]",██████████████████████████
