subject,year_from,year_to,topic_id,ttc,tts,ttq
math,2000,2001,0,0.386791,0.5,0.436169
math,2000,2001,1,0.244265,0.2,0.219927
math,2000,2001,2,0.362082,0.6,0.451623
math,2000,2001,3,0.316785,0.5,0.387844
math,2000,2001,4,0.394224,0.6,0.475817
math,2000,2001,5,0.319006,0.6,0.416545
math,2000,2001,6,0.328908,0.5,0.396797
math,2000,2001,7,0.401845,0.5,0.445581
math,2000,2001,8,0.462273,0.3,0.363864
math,2000,2001,9,0.45233,0.5,0.474972
math,2000,2001,10,0.426989,0.8,0.556796
math,2000,2001,11,0.401902,0.5,0.445616
math,2000,2001,12,0.357136,0.9,0.511356
math,2000,2001,13,0.432039,0.8,0.561072
math,2000,2001,14,0.317771,0.4,0.354175
math,2000,2001,15,0.528209,0.7,0.60209
math,2000,2001,16,0.45854,0.8,0.582949
math,2000,2001,17,0.496659,0.6,0.54346
math,2000,2001,18,0.296957,0.6,0.397286
math,2000,2001,19,0.447208,0.7,0.545752
math,2000,2001,21,0.312382,0.5,0.384526
math,2000,2001,22,0.303953,0.7,0.423859
math,2000,2001,23,0.432747,0.8,0.561668
math,2000,2001,24,0.381483,0.4,0.390522
math,2000,2001,25,0.568355,0.6,0.583749
math,2000,2001,26,0.265008,0.3,0.281421
math,2000,2001,27,0.391873,0.8,0.52606
math,2000,2001,31,0.473627,0.4,0.433711
math,2000,2001,32,0.352331,0.4,0.374655
math,2000,2001,33,0.422525,0.4,0.410954
math,2000,2001,35,0.41564,1.0,0.587211
math,2000,2001,36,0.33667,0.5,0.402393
math,2000,2001,37,0.359691,0.3,0.327145
math,2000,2001,38,0.528382,0.9,0.66585
math,2000,2001,39,0.392448,0.6,0.474521
math,2000,2001,40,0.413128,0.7,0.519598
math,2000,2001,42,0.505355,0.3,0.376496
math,2000,2001,43,0.405143,0.4,0.402555
math,2000,2001,44,0.312081,0.9,0.463456
math,2000,2001,47,0.394112,0.4,0.397034
math,2000,2001,48,0.427895,0.9,0.580024
math,2000,2001,49,0.382962,0.8,0.51797
math,2000,2001,50,0.435127,0.2,0.274041
math,2000,2001,58,0.316179,0.5,0.387389
math,2000,2001,60,0.564377,0.5,0.530241
math,2000,2001,62,0.320016,0.4,0.355566
math,2001,2002,0,0.377457,0.7,0.490451
math,2001,2002,1,0.504657,0.4,0.446275
math,2001,2002,2,0.448363,0.4,0.422803
math,2001,2002,3,0.367859,0.4,0.383257
math,2001,2002,4,0.317114,0.7,0.436489
math,2001,2002,5,0.46849,0.5,0.483732
math,2001,2002,6,0.343913,0.6,0.437217
math,2001,2002,7,0.412471,0.6,0.488868
math,2001,2002,8,0.383395,0.4,0.391522
math,2001,2002,9,0.375529,0.7,0.48882
math,2001,2002,10,0.427401,0.5,0.460859
math,2001,2002,11,0.411331,0.6,0.488067
math,2001,2002,12,0.355316,0.5,0.415421
math,2001,2002,13,0.388394,0.5,0.437187
math,2001,2002,14,0.483067,0.6,0.535221
math,2001,2002,15,0.512362,0.4,0.449262
math,2001,2002,16,0.516278,0.4,0.450761
math,2001,2002,17,0.318685,0.5,0.389265
math,2001,2002,18,0.408185,0.7,0.515671
math,2001,2002,19,0.405795,0.8,0.538459
math,2001,2002,20,0.369253,0.6,0.45716
math,2001,2002,21,0.426237,0.1,0.161994
math,2001,2002,22,0.513653,0.9,0.654033
math,2001,2002,23,0.368002,0.7,0.482399
math,2001,2002,24,0.366551,0.4,0.382546
math,2001,2002,25,0.507839,0.9,0.6493
math,2001,2002,26,0.365937,0.2,0.258642
math,2001,2002,27,0.439186,0.3,0.356489
math,2001,2002,30,0.410002,0.8,0.54215
math,2001,2002,31,0.3913,0.3,0.339621
math,2001,2002,32,0.42892,0.7,0.531914
math,2001,2002,35,0.429743,0.5,0.462217
math,2001,2002,36,0.665754,0.7,0.682448
math,2001,2002,37,0.393656,0.6,0.475403
math,2001,2002,38,0.370308,0.7,0.484376
math,2001,2002,39,0.385023,0.6,0.469052
math,2001,2002,40,0.382695,0.4,0.391156
math,2001,2002,42,0.400967,0.9,0.554773
math,2001,2002,43,0.441764,0.2,0.275344
math,2001,2002,44,0.276008,0.5,0.355677
math,2001,2002,47,0.343496,0.3,0.320278
math,2001,2002,48,0.483432,0.6,0.535445
math,2001,2002,49,0.259673,0.4,0.314911
math,2001,2002,50,0.409078,0.8,0.541342
math,2001,2002,58,0.499821,0.5,0.499911
math,2001,2002,60,0.39446,0.5,0.441004
math,2001,2002,62,0.345082,0.9,0.498881
math,2002,2003,0,0.254796,0.6,0.357694
math,2002,2003,1,0.392476,0.3,0.340063
math,2002,2003,2,0.404817,0.5,0.447402
math,2002,2003,3,0.520497,0.7,0.597048
math,2002,2003,4,0.330732,0.2,0.249265
math,2002,2003,5,0.364428,0.4,0.381387
math,2002,2003,6,0.409745,0.5,0.450395
math,2002,2003,7,0.475175,0.7,0.566082
math,2002,2003,8,0.447683,0.7,0.546106
math,2002,2003,9,0.377223,0.5,0.430019
math,2002,2003,10,0.443711,0.6,0.510154
math,2002,2003,11,0.434013,0.6,0.503684
math,2002,2003,12,0.385415,0.5,0.435293
math,2002,2003,13,0.273649,0.6,0.37587
math,2002,2003,14,0.472487,0.4,0.433233
math,2002,2003,15,0.304291,0.2,0.241361
math,2002,2003,16,0.298748,0.8,0.435038
math,2002,2003,17,0.339913,0.2,0.251828
math,2002,2003,18,0.39804,0.6,0.478586
math,2002,2003,19,0.342183,0.4,0.36884
math,2002,2003,21,0.457467,0.2,0.278321
math,2002,2003,22,0.691993,0.8,0.742087
math,2002,2003,23,0.376423,0.5,0.429499
math,2002,2003,24,0.339817,0.5,0.404632
math,2002,2003,25,0.341968,0.5,0.406153
math,2002,2003,26,0.433569,0.8,0.562361
math,2002,2003,27,0.284225,0.4,0.332318
math,2002,2003,29,0.584271,0.8,0.675325
math,2002,2003,31,0.383466,0.3,0.336637
math,2002,2003,32,0.413036,0.3,0.347558
math,2002,2003,35,0.326745,0.4,0.359681
math,2002,2003,36,0.517861,0.5,0.508774
math,2002,2003,37,0.532073,0.7,0.604593
math,2002,2003,39,0.284825,0.6,0.38628
math,2002,2003,40,0.237675,0.2,0.217216
math,2002,2003,41,0.736544,0.7,0.717807
math,2002,2003,42,0.243385,0.3,0.268743
math,2002,2003,43,0.295898,0.5,0.371779
math,2002,2003,44,0.181896,0.4,0.250073
math,2002,2003,47,0.496587,0.4,0.443091
math,2002,2003,48,0.390542,0.7,0.501365
math,2002,2003,49,0.408341,0.6,0.485956
math,2002,2003,50,0.384943,0.5,0.434992
math,2002,2003,53,0.400917,0.8,0.534148
math,2002,2003,55,0.375947,0.7,0.489174
math,2002,2003,56,0.399784,0.8,0.533141
math,2002,2003,58,0.312749,0.8,0.449696
