model,subject,trend,rank,word,freq,n_topics_in_category
LDA,math,GROWING,1,inequality,25,16
LDA,math,GROWING,2,int,24,16
LDA,math,GROWING,3,game,24,16
LDA,math,GROWING,4,wave,24,16
LDA,math,GROWING,5,graph,23,16
LDA,math,GROWING,6,estimator,23,16
LDA,math,GROWING,7,mesh,23,16
LDA,math,GROWING,8,sobolev,22,16
LDA,math,GROWING,9,vertex,22,16
LDA,math,GROWING,10,temperature,21,16
LDA,math,GROWING,11,likelihood,21,16
LDA,math,GROWING,12,stochastic,21,16
LDA,math,GROWING,13,particle,21,16
LDA,math,GROWING,14,fractional,21,16
LDA,math,GROWING,15,regression,21,16
LDA,math,GROWING,16,estimation,21,16
LDA,math,GROWING,17,big,21,16
LDA,math,GROWING,18,control,21,16
LDA,math,GROWING,19,bbb,20,16
LDA,math,GROWING,20,wavelet,20,16
LDA,math,STABLE,1,eigenvalue,35,11
LDA,math,STABLE,2,code,26,11
LDA,math,STABLE,3,matrix,25,11
LDA,math,STABLE,4,braid,25,11
LDA,math,STABLE,5,banach,25,11
LDA,math,STABLE,6,random,25,11
LDA,math,STABLE,7,word,24,11
LDA,math,STABLE,8,lattice,24,11
LDA,math,STABLE,9,boundary,24,11
LDA,math,STABLE,10,walk,24,11
LDA,math,STABLE,11,probability,24,11
LDA,math,STABLE,12,sum,24,11
LDA,math,STABLE,13,space,23,11
LDA,math,STABLE,14,brownian,23,11
LDA,math,STABLE,15,dirichlet,23,11
LDA,math,STABLE,16,prime,23,11
LDA,math,STABLE,17,semigroup,22,11
LDA,math,STABLE,18,hausdorff,22,11
LDA,math,STABLE,19,ell,22,11
LDA,math,STABLE,20,subset,22,11
LDA,math,DECLINING,1,module,49,23
LDA,math,DECLINING,2,curvature,46,23
LDA,math,DECLINING,3,zeta,36,23
LDA,math,DECLINING,4,symplectic,34,23
LDA,math,DECLINING,5,knot,33,23
LDA,math,DECLINING,6,lie,33,23
LDA,math,DECLINING,7,bundle,31,23
LDA,math,DECLINING,8,curve,29,23
LDA,math,DECLINING,9,quantum,27,23
LDA,math,DECLINING,10,algebra,26,23
LDA,math,DECLINING,11,action,26,23
LDA,math,DECLINING,12,group,26,23
LDA,math,DECLINING,13,subgroup,26,23
LDA,math,DECLINING,14,ideal,26,23
LDA,math,DECLINING,15,brane,26,23
LDA,math,DECLINING,16,galois,26,23
LDA,math,DECLINING,17,manifold,26,23
LDA,math,DECLINING,18,metric,26,23
LDA,math,DECLINING,19,cohomology,26,23
LDA,math,DECLINING,20,hodge,26,23
