subject,num_topics,num_years,unique_keywords,avg_keyword_freq,coherence_mean,coherence_std,irbo_mean,irbo_std,quality_mean,quality_std,topics_growing,topics_stable,topics_declining
physics,50,26,302,10885.39,0.372292,0.022584,0.818253,0.13975,0.505972,0.013847,6,36,8
