subject,num_topics,num_years,unique_keywords,avg_keyword_freq,coherence_mean,coherence_std,irbo_mean,irbo_std,quality_mean,quality_std,topics_growing,topics_stable,topics_declining
physics,232,26,15795,413.02,0.53081,0.036724,0.998288,0.000598,0.692359,0.030989,98,83,51
