subject,num_topics,num_years,coherence_mean,coherence_std,irbo_mean,irbo_std,quality_mean,quality_std,topics_growing,topics_stable,topics_declining
cs,261,26,0.592594,0.058028,0.998723,0.000502,0.742214,0.046355,160,72,29
