subject,year_from,year_to,n_topics_t,n_topics_t1,n_stable,n_evolve,n_merge,n_mismatch,n_disappear,n_merge_groups,n_new,pct_stable,pct_evolve,pct_merge,pct_mismatch,pct_disappear
math,2000,2001,92,101,3,77,0,0,12,0,17,3.26,83.7,0.0,0.0,13.04
math,2001,2002,101,90,0,87,0,0,14,0,13,0.0,86.14,0.0,0.0,13.86
math,2002,2003,90,115,3,80,0,0,7,0,13,3.33,88.89,0.0,0.0,7.78
math,2003,2004,115,118,1,102,0,0,12,0,18,0.87,88.7,0.0,0.0,10.43
math,2004,2005,118,121,4,107,0,0,7,0,9,3.39,90.68,0.0,0.0,5.93
math,2005,2006,121,133,6,110,0,0,5,0,14,4.96,90.91,0.0,0.0,4.13
math,2006,2007,133,138,12,112,0,0,9,0,11,9.02,84.21,0.0,0.0,6.77
math,2007,2008,138,141,12,120,0,0,6,0,4,8.7,86.96,0.0,0.0,4.35
math,2008,2009,141,139,14,123,0,0,4,0,4,9.93,87.23,0.0,0.0,2.84
math,2009,2010,139,141,17,119,0,0,3,0,4,12.23,85.61,0.0,0.0,2.16
math,2010,2011,141,146,17,122,0,0,2,0,5,12.06,86.52,0.0,0.0,1.42
math,2011,2012,146,148,26,120,0,0,0,0,2,17.81,82.19,0.0,0.0,0.0
math,2012,2013,148,150,31,116,0,0,1,0,0,20.95,78.38,0.0,0.0,0.68
math,2013,2014,150,150,35,114,0,0,1,0,3,23.33,76.0,0.0,0.0,0.67
math,2014,2015,150,149,32,115,1,1,1,1,0,21.33,76.67,0.67,0.67,0.67
math,2015,2016,149,150,39,108,1,1,0,1,0,26.17,72.48,0.67,0.67,0.0
math,2016,2017,150,150,41,109,0,0,0,0,0,27.33,72.67,0.0,0.0,0.0
math,2017,2018,150,150,51,99,0,0,0,0,0,34.0,66.0,0.0,0.0,0.0
math,2018,2019,150,150,66,84,0,0,0,0,0,44.0,56.0,0.0,0.0,0.0
math,2019,2020,150,150,64,85,0,0,1,0,0,42.67,56.67,0.0,0.0,0.67
math,2020,2021,150,150,65,85,0,0,0,0,0,43.33,56.67,0.0,0.0,0.0
math,2021,2022,150,150,84,66,0,0,0,0,0,56.0,44.0,0.0,0.0,0.0
math,2022,2023,150,150,64,86,0,0,0,0,0,42.67,57.33,0.0,0.0,0.0
math,2023,2024,150,150,61,89,0,0,0,0,0,40.67,59.33,0.0,0.0,0.0
math,2024,2025,150,150,85,65,0,0,0,0,0,56.67,43.33,0.0,0.0,0.0
