subject,threshold_stable,avg_pct_stable,avg_pct_evolve,avg_pct_merge,avg_pct_mismatch,avg_pct_disappear,total_merge_groups,total_new
math,0.5,22.59,74.29,0.05,0.05,3.02,2,2645
