subject,model,min_cluster_size,min_samples,n_neighbors,n_components,n_topics,coherence,outlier_ratio,irbo_mean,topic_quality
cs,all-distilroberta-v1,200,20,10,10,154,0.7192855152707908,0.2827951929341924,0.9964157095479363,0.8354687595934098
cs,all-distilroberta-v1,200,20,15,5,157,0.7233589462450322,0.3566809044619802,0.9966941667666892,0.8383085809932308
cs,all-distilroberta-v1,200,20,15,10,163,0.7251609944927292,0.379871618523613,0.9970629706839452,0.839648257152051
cs,all-distilroberta-v1,200,20,25,5,150,0.7221318489240245,0.3841067593329955,0.9967365592152546,0.8374989161333858
cs,all-distilroberta-v1,200,20,25,10,133,0.7129953458018344,0.3252189965974082,0.9965174721578778,0.8312453842923108
physics,all-distilroberta-v1,100,5,10,5,267,0.7459865222847615,0.4041938063440206,0.99757648403494,0.8536297333000783
physics,all-distilroberta-v1,100,5,10,10,251,0.7435625542612992,0.3980630301207701,0.9975175566567658,0.8520190400165913
physics,all-distilroberta-v1,100,5,15,5,225,0.7392159517830734,0.4071805947604759,0.9973728983401768,0.8491059426954747
physics,all-distilroberta-v1,100,5,15,10,231,0.7378021433285016,0.405492410003349,0.997443571854042,0.8481980375738682
physics,all-distilroberta-v1,100,5,25,5,229,0.7417302918205568,0.4472869435654188,0.997472636797419,0.8507985558219844
physics,all-distilroberta-v1,100,5,25,10,232,0.7465909658433564,0.4529939649103622,0.9977325079895928,0.8540825001413722
physics,all-distilroberta-v1,100,10,10,5,245,0.7399718204827399,0.4058068087840285,0.9975620741832684,0.84967300648811
physics,all-distilroberta-v1,100,10,10,10,242,0.7428757725159371,0.3994163118289124,0.997573163348739,0.8515882529994337
physics,all-distilroberta-v1,100,10,15,5,215,0.742624883978689,0.4146509831796652,0.9973836120236276,0.8513543363299831
physics,all-distilroberta-v1,100,10,15,10,214,0.7399443208445594,0.4012753654885825,0.9975791975158091,0.8496610883184609
physics,all-distilroberta-v1,100,10,25,5,214,0.743157214447432,0.4361121173390928,0.9975150532199872,0.8517519605384851
physics,all-distilroberta-v1,100,10,25,10,208,0.7370006753735228,0.4383744216087649,0.9976419144589332,0.8477397811478673
physics,all-distilroberta-v1,100,20,10,5,231,0.7396933188777511,0.4251833423324289,0.997492710752004,0.8494642268448007
physics,all-distilroberta-v1,100,20,10,10,233,0.7438232038646491,0.4173917203764584,0.9975964225245076,0.8522189091261202
physics,all-distilroberta-v1,100,20,15,5,210,0.7442266549005807,0.4296054295302472,0.9974637543780408,0.8524352081754966
physics,all-distilroberta-v1,100,20,15,10,204,0.7363064542570066,0.4121973057391447,0.9975200365961722,0.8472363815770573
physics,all-distilroberta-v1,100,20,25,5,198,0.7438256896142835,0.4506359740552658,0.9974592822832404,0.8521704953302303
physics,all-distilroberta-v1,100,20,25,10,195,0.7452513869292197,0.4485035301515265,0.9976138894762016,0.8531619108108819
physics,all-distilroberta-v1,150,5,10,5,196,0.7432563184453586,0.4033873051240166,0.99698806682901,0.8516248480450698
physics,all-distilroberta-v1,150,5,10,10,179,0.7413691408539546,0.3929232935322703,0.9970130513816317,0.8503937886897192
physics,all-distilroberta-v1,150,5,15,5,171,0.7392108383526058,0.406298911223353,0.9970057092575682,0.8489694758376379
physics,all-distilroberta-v1,150,5,15,10,172,0.7373448640924356,0.3979331697548373,0.9969742182540524,0.84772615021638
physics,all-distilroberta-v1,150,5,25,5,169,0.7455923286212675,0.4425641270991244,0.9969003301742684,0.8531240976265827
physics,all-distilroberta-v1,150,5,25,10,157,0.742158944058928,0.4431245770994662,0.9972482079895268,0.8509987740760399
physics,all-distilroberta-v1,150,10,10,5,179,0.7379011549497755,0.4010088100006151,0.997080120776529,0.848132003488581
physics,all-distilroberta-v1,150,10,10,10,177,0.7457662353778333,0.3988490270724689,0.9968526279277272,0.8532204571066965
physics,all-distilroberta-v1,150,10,15,5,166,0.7386812361051376,0.4189637142798559,0.9969967302902624,0.8486168418131775
physics,all-distilroberta-v1,150,10,15,10,165,0.7404499672398384,0.4037495471974082,0.9968751120183408,0.8497386618644424
physics,all-distilroberta-v1,150,10,25,5,165,0.7442049020810688,0.4395021563655501,0.9970010578517228,0.8522519353906904
physics,all-distilroberta-v1,150,10,25,10,154,0.7424577439156115,0.4224972831844495,0.9970201318971508,0.8511120814582687
physics,all-distilroberta-v1,150,20,10,5,167,0.7352646548799807,0.4012822002446842,0.9968362951569428,0.8462999740457205
physics,all-distilroberta-v1,150,20,10,10,176,0.7444808481475854,0.4085612154930251,0.9970079580964718,0.8524353732188528
physics,all-distilroberta-v1,150,20,15,5,164,0.741913259116466,0.4253337069666669,0.997169835837021,0.850808710573157
physics,all-distilroberta-v1,150,20,15,10,165,0.7415808762915564,0.4183622557429038,0.9970011464523352,0.8505287345407261
physics,all-distilroberta-v1,150,20,25,5,160,0.7421046145225301,0.4478268892974554,0.9970607099282484,0.8508947865902602
physics,all-distilroberta-v1,150,20,25,10,143,0.7383898955555354,0.4319292466048349,0.997051945842327,0.8484445454662484
physics,all-distilroberta-v1,200,5,10,5,147,0.7350172267484598,0.3912829520678554,0.9962876571613196,0.8459383412085308
physics,all-distilroberta-v1,200,5,10,10,143,0.7287317957604709,0.3867446740163077,0.9963900388686928,0.8417968954160415
physics,all-distilroberta-v1,200,5,15,5,133,0.733600177888702,0.4100375228109985,0.9964754447817632,0.8450666016844564
physics,all-distilroberta-v1,200,5,15,10,119,0.7159308488373749,0.3544367819234371,0.99573722233814,0.8329640621477898
physics,all-distilroberta-v1,200,5,25,5,128,0.7315478175698519,0.4302068880671993,0.9965302057297336,0.8437228959744008
physics,all-distilroberta-v1,200,5,25,10,122,0.727114308089397,0.4357772142901081,0.9965129196797814,0.8407604503125684
physics,all-distilroberta-v1,200,10,10,5,142,0.7316495678549505,0.3858014776742692,0.9962544962680436,0.8436917150698721
physics,all-distilroberta-v1,200,10,10,10,147,0.7367667276603045,0.4001066221951869,0.9962487774809988,0.8470818057226863
physics,all-distilroberta-v1,200,10,15,5,122,0.7201118795329363,0.4017948069523139,0.9963049829088494,0.8359869557676928
physics,all-distilroberta-v1,200,10,15,10,126,0.7280240706876632,0.4025739691479109,0.9965226074826908,0.8413717696543178
physics,all-distilroberta-v1,200,10,25,5,124,0.732353601161651,0.420672403305288,0.9964981002893204,0.8442470475462281
physics,all-distilroberta-v1,200,10,25,10,118,0.7197205596589286,0.4012753654885825,0.996302869505822,0.8357224576817637
physics,all-distilroberta-v1,200,20,10,5,134,0.7157582717355477,0.3674296532728229,0.9959806935399392,0.8329323972307753
physics,all-distilroberta-v1,200,20,10,10,139,0.7254547795311292,0.3934222307276965,0.996303582023485,0.8395756472938671
physics,all-distilroberta-v1,200,20,15,5,118,0.7182090618611042,0.3909548837749725,0.9962534419326198,0.834685212797644
physics,all-distilroberta-v1,200,20,15,10,125,0.7232426790249195,0.3894102288959818,0.9964284012597834,0.8381364955725524
physics,all-distilroberta-v1,200,20,25,5,112,0.713763996577872,0.4065107886625065,0.996017189821318,0.8315932070399364
physics,all-distilroberta-v1,200,20,25,10,113,0.72053065901425,0.4086569020784493,0.9961529879697754,0.8362155370465361
math,BAAI/bge-base-en-v1.5,100,5,10,5,254,0.7090786682222766,0.4387815513893752,0.9973783714342844,0.8288749272852008
math,BAAI/bge-base-en-v1.5,100,5,10,10,250,0.7052622301889637,0.4473310628003947,0.9972945756990153,0.8262328683312333
math,BAAI/bge-base-en-v1.5,100,5,15,5,225,0.7072185198169493,0.4521819397141675,0.9971852954643872,0.8275361769536325
math,BAAI/bge-base-en-v1.5,100,5,15,10,233,0.7113680706029976,0.4699812203584046,0.997129306798586,0.83035064671602
math,BAAI/bge-base-en-v1.5,100,5,25,5,205,0.7158296156563083,0.4904223827863895,0.9971557917388504,0.8333913926742778
math,BAAI/bge-base-en-v1.5,100,5,25,10,218,0.7176979490619889,0.5090556068370627,0.997041873126996,0.8346163052989433
math,BAAI/bge-base-en-v1.5,100,10,10,5,233,0.70588702595114,0.4216443326861253,0.9971723352313818,0.8266194709601731
math,BAAI/bge-base-en-v1.5,100,10,10,10,222,0.7025224211703686,0.4223127606073145,0.99716614435731,0.8243058031346283
math,BAAI/bge-base-en-v1.5,100,10,15,5,212,0.7199597436761455,0.4635261164337779,0.997213396443929,0.8362039732859858
math,BAAI/bge-base-en-v1.5,100,10,15,10,215,0.7078364274171839,0.4584460642327402,0.9969701847649076,0.827884885925192
math,BAAI/bge-base-en-v1.5,100,10,25,5,195,0.7172755659382104,0.5035426679823026,0.9970522478179196,0.8343342616096615
math,BAAI/bge-base-en-v1.5,100,10,25,10,203,0.7176735313926829,0.5146767673552535,0.9970790969901312,0.8346128354264101
math,BAAI/bge-base-en-v1.5,100,20,10,5,231,0.711490045509761,0.4629022503740013,0.997042150376769,0.8304035085257828
math,BAAI/bge-base-en-v1.5,100,20,10,10,223,0.7051615096074895,0.4637107298596301,0.9972428892189036,0.8261460105386498
math,BAAI/bge-base-en-v1.5,100,20,15,5,200,0.716216425463928,0.4784989018684152,0.99706580958837,0.8336220331776001
math,BAAI/bge-base-en-v1.5,100,20,15,10,191,0.7180357027587236,0.4608396727886176,0.9971717062716586,0.8348901516098838
math,BAAI/bge-base-en-v1.5,100,20,25,5,194,0.7190259468540369,0.5288283413438584,0.9971821957429274,0.8355628372617816
math,BAAI/bge-base-en-v1.5,100,20,25,10,192,0.7202657520372778,0.5228379539739632,0.9972182012455896,0.8364120273642163
math,BAAI/bge-base-en-v1.5,150,5,10,5,176,0.7155187992988705,0.4392271700035013,0.9969577055859216,0.8331115532596296
math,BAAI/bge-base-en-v1.5,150,5,10,10,183,0.7095273085540218,0.4358913963777572,0.996965648104943,0.829038702164514
math,BAAI/bge-base-en-v1.5,150,5,15,5,158,0.7204483721331886,0.4513798262087405,0.9967866295164384,0.8363832601937249
math,BAAI/bge-base-en-v1.5,150,5,15,10,162,0.7127863335846604,0.4791227679281917,0.9967972963618166,0.8312006242398162
math,BAAI/bge-base-en-v1.5,150,5,25,5,150,0.7126758171265706,0.4901040837762994,0.9967357729407984,0.8311040893455883
math,BAAI/bge-base-en-v1.5,150,5,25,10,140,0.7103721409063167,0.4865645987840978,0.9965690960247569,0.8294777898470395
math,BAAI/bge-base-en-v1.5,150,10,10,5,170,0.7121375064978609,0.4370945666358977,0.9966764251997252,0.8307173192599466
math,BAAI/bge-base-en-v1.5,150,10,10,10,164,0.7083812705121747,0.4422764745201642,0.9967548738503672,0.8281831175319923
math,BAAI/bge-base-en-v1.5,150,10,15,5,150,0.7229239029252181,0.4452812171754146,0.9969681197921184,0.8381131777254445
math,BAAI/bge-base-en-v1.5,150,10,15,10,158,0.7155124772873102,0.4553585638348664,0.996987721236117,0.8331177477956077
math,BAAI/bge-base-en-v1.5,150,10,25,5,134,0.7211140612273954,0.4862972276156221,0.9967495702087704,0.8368186128942053
math,BAAI/bge-base-en-v1.5,150,10,25,10,137,0.713374837195315,0.4918101664703823,0.996929927813372,0.8316467795672535
math,BAAI/bge-base-en-v1.5,150,20,10,5,168,0.7125271173669508,0.4620937708883725,0.996601480137538,0.8309562906417538
math,BAAI/bge-base-en-v1.5,150,20,10,10,164,0.7138724828169251,0.4504949549606901,0.9967650194116732,0.8319274168436687
math,BAAI/bge-base-en-v1.5,150,20,15,5,139,0.7173537628475396,0.4487252124645892,0.9969341339998516,0.8343457988020914
math,BAAI/bge-base-en-v1.5,150,20,15,10,146,0.716109416306699,0.4591526880351402,0.9968879991204994,0.8334874025426379
math,BAAI/bge-base-en-v1.5,150,20,25,5,140,0.7146455009512518,0.5075786994302448,0.9971289089672748,0.8325789713094376
math,BAAI/bge-base-en-v1.5,150,20,25,10,145,0.7179400472807574,0.5318712798803196,0.9969088449071078,0.8347333534840755
math,BAAI/bge-base-en-v1.5,200,5,10,5,140,0.7104698341484273,0.4377057007352707,0.9966014319692222,0.8295555881431608
math,BAAI/bge-base-en-v1.5,200,5,10,10,128,0.7072452743707843,0.4467453926218289,0.9964941326174624,0.8273163881062661
math,BAAI/bge-base-en-v1.5,200,5,15,5,114,0.7057574176549095,0.4405130980042652,0.9964103782934915,0.8262687347073782
math,BAAI/bge-base-en-v1.5,200,5,15,10,123,0.7092465717397061,0.4590317344113059,0.9966148656574672,0.8287257819614015
math,BAAI/bge-base-en-v1.5,200,5,25,5,121,0.7157296148077616,0.4946621256007893,0.996387218875716,0.8330551120521642
math,BAAI/bge-base-en-v1.5,200,5,25,10,118,0.7075684683886477,0.4712926122799758,0.9962325114352883,0.8274472436893243
math,BAAI/bge-base-en-v1.5,200,10,10,5,138,0.7150907886639389,0.4466308049781965,0.9963005828928838,0.8325919849871807
math,BAAI/bge-base-en-v1.5,200,10,10,10,117,0.7040912022968084,0.436699875863386,0.996094069792576,0.8250172292565349
math,BAAI/bge-base-en-v1.5,200,10,15,5,120,0.7146269464897157,0.4568609351624916,0.9968681969159484,0.8324754859627436
math,BAAI/bge-base-en-v1.5,200,10,15,10,120,0.7070105590910779,0.4465671451761785,0.9963372148260398,0.8271017135596196
math,BAAI/bge-base-en-v1.5,200,10,25,5,112,0.7159881703829437,0.4853996244071681,0.9964199367996628,0.8332416606647159
math,BAAI/bge-base-en-v1.5,200,10,25,10,107,0.7062107053180708,0.4781678708979215,0.9964699900517942,0.8265998157099015
math,BAAI/bge-base-en-v1.5,200,20,10,5,125,0.7181715094904825,0.4484005474742973,0.9961370622226228,0.8346190055165396
math,BAAI/bge-base-en-v1.5,200,20,10,10,118,0.7052060757622048,0.4218225801317758,0.9965129171765068,0.8259259803580287
math,BAAI/bge-base-en-v1.5,200,20,15,5,115,0.7146418538225403,0.4653849826527039,0.9968256705993074,0.8324707714400055
math,BAAI/bge-base-en-v1.5,200,20,15,10,114,0.7084993028218979,0.4525320686252665,0.9963748457321492,0.8281325447385357
math,BAAI/bge-base-en-v1.5,200,20,25,5,117,0.7088170202157001,0.4713944679632046,0.9965091289707616,0.828395942619849
math,BAAI/bge-base-en-v1.5,200,20,25,10,113,0.7139945752948239,0.4961899608492217,0.996264443867783,0.8318358804258766
