subject,k,alpha_var,phi_var,train_iter,eta_var,lr_a,lr_b,lr_c,min_cf,min_df,seed,coherence_cv,irbo_aggregated,irbo_tp_min,irbo_tp_max,topic_quality,ll_per_word,time_seconds
physics,50,0.01,0.01,500,0.1,0.01,0.1,0.55,5,3,42,0.397227211416556,0.940308281218014,0.7219045351276222,0.9742030830992268,0.5585138315610669,-5.129881539769918,562.3
physics,50,0.01,0.1,500,0.1,0.01,0.1,0.55,5,3,42,0.4098973269433632,0.9512329172923067,0.7035895504225959,0.989276609908042,0.5729177376667624,-11.296404745087589,579.7
physics,50,0.1,0.01,500,0.1,0.01,0.1,0.55,5,3,42,0.412214179062725,0.9051434188343264,0.7159345288948444,0.976005289850042,0.5664565975471424,-5.129872915449459,568.1
physics,50,0.1,0.1,500,0.1,0.01,0.1,0.55,5,3,42,0.4111912161414911,0.9515612348340466,0.7065834609539138,0.9891211921483044,0.5742402020328992,-11.29048329431066,576.9
physics,75,0.01,0.01,500,0.1,0.01,0.1,0.55,5,3,42,0.4145342091073873,0.809251377936803,0.7687129630321133,0.9431118480514208,0.5482371805543788,-2.1004531556802437,776.7
physics,75,0.01,0.1,500,0.1,0.01,0.1,0.55,5,3,42,0.4057696194784688,0.8843422068356298,0.755847911145212,0.9714041546871084,0.5562916228458441,-11.34224418397646,788.4
physics,75,0.1,0.01,500,0.1,0.01,0.1,0.55,5,3,42,0.4114722456393978,0.7854998682391922,0.773509748702293,0.949385878770034,0.5400483285889066,-2.1237583916077187,776.2
physics,75,0.1,0.1,500,0.1,0.01,0.1,0.55,5,3,42,0.412608353142426,0.882209506548509,0.7496500540806591,0.9738620961242878,0.5622520710526172,-11.339821831343816,797.9
physics,50,0.01,0.1,500,0.01,0.01,0.1,0.55,5,3,42,0.4119471259904826,0.9507519110118845,0.7056623767699662,0.9886023519320093,0.5748290805765419,-10.418499672785838,587.9
physics,50,0.01,0.1,1000,0.01,0.01,0.1,0.55,5,3,42,0.409504047623091,0.9646006571716746,0.7124118426531779,0.993371642911902,0.5749312582561781,-10.10944146942317,1092.9
physics,50,0.01,0.1,1000,0.1,0.01,0.1,0.55,5,3,42,0.4124611118039284,0.966179343120612,0.7038339918563533,0.9934595239331102,0.5781223155638926,-10.954955499588538,1110.0
physics,50,0.1,0.1,500,0.01,0.01,0.1,0.55,5,3,42,0.41589476809485265,0.9514929420706146,0.699271893554814,0.9882714388995815,0.5787984396005157,-10.410580628408265,587.7
physics,50,0.1,0.1,1000,0.01,0.01,0.1,0.55,5,3,42,0.41110780667031593,0.9657747788478089,0.7256090358218519,0.9938614101479708,0.5767195478330868,-10.102201859792643,1113.7
physics,50,0.1,0.1,1000,0.1,0.01,0.1,0.55,5,3,42,0.4125444511537059,0.9657462602853564,0.7059489816400326,0.993658577575831,0.5781265992675613,-10.948576048962606,1113.0
physics,60,0.01,0.1,500,0.01,0.01,0.1,0.55,5,3,42,0.4065646264177695,0.9348592346232882,0.7328714935775497,0.9822583074307828,0.566682473029583,-10.277300014500375,650.4
physics,60,0.01,0.1,500,0.1,0.01,0.1,0.55,5,3,42,0.4049657197471836,0.9283155102315067,0.7324912862707151,0.9834046918560992,0.5639259749563633,-11.348605982628282,648.4
physics,60,0.01,0.1,1000,0.01,0.01,0.1,0.55,5,3,42,0.40999855594893314,0.9603056149703987,0.7414138817835335,0.9892770444142034,0.574651852870546,-9.954380823766964,1282.8
physics,60,0.01,0.1,1000,0.1,0.01,0.1,0.55,5,3,42,0.4157235511499783,0.9590831126682341,0.710826553724569,0.9890754291449104,0.5800283748102839,-10.993608241796629,1279.1
physics,60,0.1,0.1,500,0.01,0.01,0.1,0.55,5,3,42,0.41284551763746496,0.935708361408017,0.7324136393151784,0.9812659647307919,0.5729144512885544,-10.294583615644033,642.1
physics,60,0.1,0.1,500,0.1,0.01,0.1,0.55,5,3,42,0.4085711530623378,0.9308563139170597,0.7258879185817062,0.9842397116058386,0.567885976491328,-11.349069532293091,642.5
physics,60,0.1,0.1,1000,0.01,0.01,0.1,0.55,5,3,42,0.4099432061257902,0.9617593331251469,0.7272390324493617,0.9887339730697183,0.5748574392200613,-9.958872186145998,1264.9
physics,60,0.1,0.1,1000,0.1,0.01,0.1,0.55,5,3,42,0.4114959994922828,0.9600111452372485,0.7418499668639613,0.9901335808189152,0.5760680828404097,-11.004901208752818,1266.8
physics,75,0.01,0.1,500,0.01,0.01,0.1,0.55,5,3,42,0.40681919569057884,0.8773691190833101,0.753138418110595,0.9711328315395197,0.5558851380952953,-10.008024147872499,794.4
physics,75,0.01,0.1,1000,0.01,0.01,0.1,0.55,5,3,42,0.41671558207228243,0.9279051124738383,0.7462130688153281,0.9839206054610106,0.5751399195635678,-9.671660005001648,1538.4
physics,75,0.01,0.1,1000,0.1,0.01,0.1,0.55,5,3,42,0.4117772488248139,0.9327409366859516,0.7543893464526806,0.983197877927686,0.5713295675936334,-10.988059716415274,1511.9
physics,75,0.1,0.1,500,0.01,0.01,0.1,0.55,5,3,42,0.4224957054052878,0.8781973065807311,0.7512442741337811,0.9732303916992565,0.570518311561188,-10.002200555337161,782.8
physics,75,0.1,0.1,1000,0.01,0.01,0.1,0.55,5,3,42,0.4148557640851224,0.9292492727691084,0.7599951029911848,0.9830593979281826,0.5736224573377311,-9.672674587294201,1505.7
physics,75,0.1,0.1,1000,0.1,0.01,0.1,0.55,5,3,42,0.4143718525964541,0.9298667534877664,0.7498258946186842,0.9840698025666519,0.5732771065592134,-10.990202208297726,1537.4
