subject,num_topics,num_years,unique_keywords,avg_keyword_freq,coherence_mean,coherence_std,irbo_mean,irbo_std,quality_mean,quality_std,topics_growing,topics_stable,topics_declining
math,50,26,3615,924.66,0.487158,0.098256,0.999334,0.000168,0.649206,0.091456,16,11,23
