subject,topic_id,top_words,total_docs,first_year,last_year,early_proportion,late_proportion,slope,r_squared,p_value,trend
math,15,"gauge, witten, bps, invariant, brane",1317,2000,2025,0.021837,0.00688,-0.00065866,0.6985,0.0,DECLINING
math,16,"code, dna, hamming, codeword, srr",412,2000,2025,0.002328,0.002279,1.032e-05,0.0093,0.639305,STABLE
math,17,"policy, decision, agent, uncertainty, cost",6428,2000,2025,0.004887,0.056254,0.00242487,0.9667,0.0,GROWING
math,18,"word, subshift, entropy, subword, complexity",735,2000,2025,0.006391,0.003924,-5.216e-05,0.0658,0.2058,STABLE
math,19,"particle, fluid, energy, temperature, interaction",3881,2000,2025,0.015756,0.026614,0.0004383,0.5515,1.4e-05,GROWING
math,20,"galois, character, representation, irreducible, field",3821,2000,2025,0.032148,0.022215,-0.00043528,0.5698,8e-06,DECLINING
math,21,"polynomial, permutation, dyck, orthogonal, root",2989,2000,2025,0.029832,0.0161,-0.0006148,0.7278,0.0,DECLINING
math,22,"discretization, accuracy, error, preconditioner, solver",4506,2000,2025,0.003,0.03635,0.00169522,0.9392,0.0,GROWING
math,23,"game, player, nash, equilibrium, payoff",577,2000,2025,0.001878,0.004026,0.00010066,0.4437,0.000204,GROWING
math,24,"mathcal, operatorname, bbb, pgf, widetilde",626,2000,2025,0.00165,0.005252,0.0002083,0.7506,0.0,GROWING
math,25,"ricci, curvature, hler, metric, geodesic",5535,2000,2025,0.056973,0.030448,-0.00121494,0.8655,0.0,DECLINING
math,26,"motivic, hodge, cohomology, adic, variety",4622,2000,2025,0.047825,0.026907,-0.00104753,0.7639,0.0,DECLINING
math,27,"operator, toeplitz, varepsilon, frame, dirac",2817,2000,2025,0.022752,0.015004,-0.00039011,0.4793,8.9e-05,DECLINING
math,28,"parking, hyperelliptic, modular, jacobian, prym",469,2000,2025,0.004182,0.002368,-0.00010312,0.251,0.009129,DECLINING
math,29,"fractional, scheme, weno, filter, difference",704,2000,2025,0.003025,0.004283,9.39e-05,0.2678,0.006785,GROWING
math,30,"set, hausdorff, lattice, fractal, subset",5441,2000,2025,0.033017,0.031175,-0.00011669,0.032,0.381569,STABLE
math,31,"mesh, material, flux, cell, modeling",2891,2000,2025,0.005154,0.024765,0.00094536,0.9088,0.0,GROWING
math,32,"banach, topology, space, lipschitz, isometry",3842,2000,2025,0.027834,0.022048,-0.00015807,0.1119,0.094799,STABLE
math,33,"wave, posedness, nonlocal, stoke, regularity",8550,2000,2025,0.023181,0.05909,0.00163325,0.7985,0.0,GROWING
math,34,"random, population, probability, walk, distribution",8226,2000,2025,0.034816,0.049116,0.00047369,0.1204,0.082409,STABLE
math,35,"mathscr, spacetime, hypersurface, boldsymbol, curvature",1865,2000,2025,0.015673,0.010607,-0.00028067,0.6931,0.0,DECLINING
math,36,"category, functor, monoidal, operad, categorical",4290,2000,2025,0.03283,0.026937,-0.0003236,0.2324,0.012635,DECLINING
math,37,"polytope, brick, underline, symmetry, proj",485,2000,2025,0.004902,0.002518,-0.00011418,0.2788,0.005566,DECLINING
math,38,"optimization, gradient, nonconvex, objective, proximal",5613,2000,2025,0.00512,0.050034,0.00225046,0.9366,0.0,GROWING
math,39,"curve, bundle, modulus, surface, projective",6132,2000,2025,0.080777,0.032637,-0.00216885,0.7875,0.0,DECLINING
math,40,"partition, zero, mathsf, ramanujan, hypergeometric",4278,2000,2025,0.034813,0.022934,-0.00051077,0.6748,0.0,DECLINING
math,41,"quantum, circuit, hbar, qubit, entanglement",420,2000,2025,0.007645,0.00237,-0.00023462,0.5012,5.2e-05,DECLINING
math,42,"map, homeomorphism, tangle, harmonic, rotation",1174,2000,2025,0.011442,0.006012,-0.00024137,0.4027,0.000497,DECLINING
math,43,"robin, dirichlet, eigenvalue, domain, boundary",1590,2000,2025,0.009876,0.009408,6.94e-06,0.0009,0.881299,STABLE
math,44,"inequality, sobolev, hardy, sharp, riesz",3142,2000,2025,0.011483,0.019455,0.00036714,0.362,0.001148,GROWING
math,45,"monoid, mathrm, bolda, braid, pin",580,2000,2025,0.003957,0.003853,-3.023e-05,0.0527,0.259388,STABLE
math,46,"estimator, regression, inference, estimation, sample",4991,2000,2025,0.007689,0.036262,0.00116351,0.7401,0.0,GROWING
math,47,"prime, sum, integer, sequence, kloosterman",2194,2000,2025,0.011128,0.013522,5.799e-05,0.0274,0.418771,STABLE
math,48,"lagrangian, symplectic, lcs, lagrangians, integral",872,2000,2025,0.010058,0.004423,-0.0002551,0.544,1.7e-05,DECLINING
math,49,"bergman, hypoellipticity, gtre, gtr, krupnik",137,2000,2025,0.001757,0.000796,-7.47e-06,0.0094,0.638305,STABLE
