subject,word,category,span,total_years_present,span_start,total_years,coverage_pct,total_topic_hits,avg_topics_when_present,topic_counts_per_year,presence
math,varepsilon,emerging,3,9,2021,26,34.6,11,1.22,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 2, 1, 0, 0, 1, 0, 1, 1, 1, 0, 2]",············██·██··█·███·█
math,mathfrak,emerging,17,23,2009,26,88.5,110,4.78,"[0, 1, 1, 1, 0, 1, 1, 3, 0, 1, 1, 2, 4, 2, 5, 7, 5, 7, 8, 8, 10, 8, 9, 10, 6, 9]",·███·███·█████████████████
math,model,emerging,4,8,2003,26,30.8,9,1.12,"[0, 0, 0, 1, 2, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]",···████····█··█···█·█·····
math,graph,emerging,23,24,2003,26,92.3,61,2.54,"[1, 0, 0, 1, 2, 1, 2, 1, 2, 2, 4, 2, 3, 4, 2, 4, 2, 3, 3, 3, 3, 3, 4, 3, 3, 3]",█··███████████████████████
math,study,stable,0,0,-1,26,0.0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",··························
math,non,stable,1,1,2001,26,3.8,1,1.0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",·█························
math,number,stable,12,19,2014,26,73.1,40,2.11,"[0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 2, 2, 0, 1, 1, 4, 5, 2, 3, 3, 2, 3, 1, 3, 3]",····█·██·████·████████████
math,new,stable,0,0,-1,26,0.0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",··························
math,paper,stable,0,0,-1,26,0.0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",··························
math,results,stable,0,0,-1,26,0.0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",··························
math,result,stable,0,0,-1,26,0.0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",··························
math,function,stable,11,16,2014,26,61.5,18,1.12,"[0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 0]",·██·█······██·███████████·
math,prove,stable,0,0,-1,26,0.0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",··························
math,set,stable,2,2,2014,26,7.7,2,1.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",··············██··········
math,type,stable,1,3,2004,26,11.5,3,1.0,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",····█·······█····█········
math,functions,stable,18,22,2008,26,84.6,37,1.68,"[0, 1, 0, 0, 2, 1, 1, 0, 3, 1, 2, 1, 1, 2, 2, 2, 2, 2, 1, 2, 3, 1, 2, 2, 1, 2]",·█··███·██████████████████
math,finite,stable,19,23,2007,26,88.5,35,1.52,"[0, 1, 1, 0, 2, 2, 0, 1, 1, 1, 2, 1, 2, 3, 3, 1, 2, 1, 1, 1, 1, 2, 1, 2, 2, 1]",·██·██·███████████████████
math,local,stable,2,7,2007,26,26.9,7,1.0,"[1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",█······██·█····█··██······
math,random,stable,26,26,2000,26,100.0,122,4.69,"[2, 3, 4, 3, 6, 4, 3, 5, 3, 6, 7, 3, 5, 5, 4, 5, 7, 6, 4, 6, 5, 7, 4, 3, 5, 7]",██████████████████████████
math,positive,stable,0,0,-1,26,0.0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",··························
math,case,stable,0,0,-1,26,0.0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",··························
math,point,stable,2,4,2001,26,15.4,4,1.0,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",·██········█··········█···
math,spaces,stable,11,19,2015,26,73.1,34,1.79,"[0, 0, 2, 0, 1, 1, 0, 1, 2, 2, 0, 2, 0, 1, 0, 1, 1, 1, 3, 2, 2, 2, 2, 3, 1, 4]",··█·██·███·█·█·███████████
math,systems,stable,2,2,2020,26,7.7,3,1.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0]",····················██····
math,algebras,decaying,26,26,2000,26,100.0,169,6.5,"[8, 5, 7, 5, 5, 4, 6, 8, 6, 6, 7, 7, 8, 7, 6, 6, 6, 7, 8, 8, 6, 6, 7, 6, 8, 6]",██████████████████████████
math,algebra,decaying,26,26,2000,26,100.0,142,5.46,"[7, 4, 5, 3, 4, 6, 6, 6, 6, 6, 5, 5, 7, 6, 6, 6, 6, 4, 5, 7, 7, 4, 4, 6, 7, 4]",██████████████████████████
math,group,decaying,26,26,2000,26,100.0,192,7.38,"[7, 3, 6, 4, 4, 8, 9, 8, 8, 7, 8, 10, 8, 9, 8, 9, 7, 9, 7, 6, 6, 8, 7, 9, 9, 8]",██████████████████████████
math,manifolds,decaying,26,26,2000,26,100.0,114,4.38,"[4, 3, 2, 2, 1, 6, 5, 4, 3, 7, 5, 5, 5, 3, 6, 5, 6, 4, 5, 5, 5, 2, 5, 4, 4, 8]",██████████████████████████
math,lie,decaying,26,26,2000,26,100.0,84,3.23,"[3, 2, 3, 1, 3, 2, 3, 2, 4, 2, 5, 4, 3, 4, 3, 5, 4, 3, 2, 3, 4, 4, 3, 4, 4, 4]",██████████████████████████
math,quantum,decaying,26,26,2000,26,100.0,67,2.58,"[2, 3, 3, 3, 2, 2, 2, 2, 3, 2, 3, 1, 2, 4, 3, 2, 3, 4, 3, 3, 1, 2, 2, 3, 3, 4]",██████████████████████████
math,groups,decaying,26,26,2000,26,100.0,141,5.42,"[3, 5, 3, 1, 4, 3, 6, 5, 6, 6, 5, 7, 5, 6, 8, 5, 6, 5, 7, 6, 6, 6, 6, 8, 6, 7]",██████████████████████████
math,complex,decaying,6,15,2012,26,57.7,24,1.6,"[0, 1, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 2, 2, 2, 1, 2, 2, 0, 0, 3, 1, 2, 1, 1, 1]",·█··█····█··██████··██████
math,manifold,decaying,26,26,2000,26,100.0,45,1.73,"[1, 1, 2, 2, 1, 1, 1, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 2, 2, 4, 1, 2, 3, 2, 1, 2]",██████████████████████████
math,cohomology,decaying,26,26,2000,26,100.0,71,2.73,"[7, 4, 2, 2, 1, 1, 4, 4, 2, 3, 3, 3, 2, 4, 2, 2, 2, 3, 4, 1, 2, 1, 1, 4, 3, 4]",██████████████████████████
math,theory,decaying,4,9,2012,26,34.6,10,1.11,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 2, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0]",····█··█····████···█·█··█·
math,space,decaying,3,14,2008,26,53.8,20,1.43,"[1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 2, 0, 1, 4, 0, 2, 1, 1, 0, 0, 0, 1, 0, 0, 2, 0]",██·█·█··███·██·███···█··█·
math,algebraic,decaying,1,4,2005,26,15.4,4,1.0,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",·····█·█·····█··█·········
math,invariants,decaying,5,15,2015,26,57.7,22,1.47,"[1, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 1, 3, 0, 1, 2, 1, 1, 1, 0, 2, 1, 1, 1, 2]",█···█··█····██·█████·█████
math,geometry,decaying,1,2,2000,26,7.7,2,1.0,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",█·█·······················
math,symplectic,decaying,26,26,2000,26,100.0,42,1.62,"[1, 2, 1, 2, 1, 2, 2, 2, 1, 2, 1, 1, 1, 1, 3, 1, 1, 1, 1, 2, 3, 3, 2, 1, 2, 2]",██████████████████████████
math,hopf,decaying,16,22,2001,26,84.6,30,1.36,"[0, 1, 2, 1, 1, 1, 1, 2, 1, 3, 1, 1, 1, 1, 2, 2, 2, 0, 2, 1, 1, 1, 0, 0, 1, 1]",·████████████████·████··██
math,invariant,decaying,3,7,2000,26,26.9,8,1.14,"[1, 1, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",███·██·········█·█········
math,varieties,decaying,21,25,2005,26,96.2,78,3.12,"[2, 3, 2, 1, 0, 4, 3, 2, 1, 1, 1, 3, 2, 3, 4, 3, 7, 3, 3, 4, 4, 3, 5, 4, 4, 6]",████·█████████████████████
math,let,decaying,2,4,2015,26,15.4,4,1.0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",··█············██··█······
