subject,year_from,year_to,avg_sim,avg_drift,n_topics
physics,2000,2001,0.081524,0.918476,83
physics,2001,2002,0.08691866304347826,0.9130813369565217,92
physics,2002,2003,0.07340309,0.92659691,100
physics,2003,2004,0.08002330088495575,0.9199766991150443,113
physics,2004,2005,0.0780037109375,0.9219962890625,128
physics,2005,2006,0.10598873943661971,0.8940112605633803,142
physics,2006,2007,0.1154843141025641,0.8845156858974358,156
physics,2007,2008,0.11356427439024391,0.8864357256097561,164
physics,2008,2009,0.11285489017341041,0.8871451098265896,173
physics,2009,2010,0.12837660752688174,0.8716233924731183,186
physics,2010,2011,0.14868500492610837,0.8513149950738916,203
physics,2011,2012,0.17477821395348836,0.8252217860465116,215
physics,2012,2013,0.18897920642201838,0.8110207935779817,218
physics,2013,2014,0.19424878538812784,0.8057512146118722,219
physics,2014,2015,0.20563766210045661,0.7943623378995434,219
physics,2015,2016,0.20954894618834083,0.7904510538116593,223
physics,2016,2017,0.21888125550660792,0.781118744493392,227
physics,2017,2018,0.22816551739130433,0.7718344826086956,230
physics,2018,2019,0.2379361645021645,0.7620638354978355,231
physics,2019,2020,0.2502067748917749,0.7497932251082251,231
physics,2020,2021,0.2688484155844156,0.7311515844155845,231
physics,2021,2022,0.255824849137931,0.744175150862069,232
physics,2022,2023,0.2560731731601732,0.7439268268398268,231
physics,2023,2024,0.26485355652173914,0.735146443478261,230
physics,2024,2025,0.2859277142857143,0.7140722857142857,231
