subject,year_from,year_to,target_topic,n_sources,source_topics,source_sims,target_words
physics,2008,2009,56,2,"[56, 74]","[0.2635, 0.3194]","refraction, negative, metamaterials, metamaterial, electric, counterposition, spasing, uniaxial, waves, index"
physics,2008,2009,64,2,"[64, 113]","[0.2706, 0.2138]","gravito, sun, thirring, lense, pioneer, orbits, secular, newtonian, perihelion, lageos"
physics,2008,2009,83,2,"[83, 217]","[0.2123, 0.2274]","harmonic, orbital, ux, wavelength, bm, homo, generation, femtosecond, hhg, mum"
physics,2010,2011,36,2,"[11, 36]","[0.2703, 0.4257]","turbulence, bf, decaying, scale, velocity, isotropic, vd, homogeneous, re, flows"
physics,2010,2011,14,2,"[14, 209]","[0.5739, 0.3686]","plasma, dust, plasmas, waves, solitary, dusty, b0, electrons, nonlinear, wave"
physics,2010,2011,42,2,"[42, 220]","[0.6617, 0.2956]","solitons, soliton, nonlinear, stable, gss, symmetric, solutions, evans, localized, sgss"
physics,2010,2011,124,2,"[69, 124]","[0.2703, 0.5075]","dots, dot, photon, inas, gaas, quantum, purcell, single, bloch, emission"
physics,2010,2011,146,2,"[109, 146]","[0.2372, 0.4391]","rydberg, atoms, body, strontium, ground, ultralong, lifetimes, stark, cold, excited"
physics,2010,2011,204,2,"[118, 204]","[0.2274, 0.3998]","muon, cms, gem, freon, gas, spectrometer, atlas, prototypes, lhc, triple"
physics,2010,2011,126,2,"[126, 150]","[0.2706, 0.3686]","gem, detectors, gap, 106ru, mm, 55fe, resistive, thgem, foils, micropattern"
physics,2010,2011,203,2,"[202, 203]","[0.2635, 0.2686]","percolation, infty, networks, links, er, dependency, kpp, rr, explosive, exp"
physics,2011,2012,4,2,"[4, 20]","[0.5659, 0.2703]","solar, wind, magnetic, coronal, corona, mstids, alfven, waves, fluctuations, cyclotron"
physics,2011,2012,14,3,"[14, 33, 209]","[0.7246, 0.2703, 0.2053]","plasma, dust, dusty, waves, plasmas, wave, rossby, ion, damping, electron"
physics,2011,2012,34,3,"[34, 81, 225]","[0.2703, 0.3372, 0.2703]","graphene, edge, plasmon, bearded, plasmons, sheet, ribbons, hyperlens, dirac, reflectarrays"
physics,2011,2012,42,3,"[42, 158, 220]","[0.6725, 0.2703, 0.2703]","solitons, soliton, nonlinear, lattices, solutions, nonlinearity, defocusing, stable, polariton, condensates"
physics,2011,2012,107,2,"[57, 107]","[0.2703, 0.231]","p53, mdm2, gene, extrinsic, regulation, protein, cyanobacterial, bvga, oscillator, noise"
physics,2011,2012,205,2,"[144, 205]","[0.2503, 0.4841]","polariton, exciton, polaritons, microcavity, pump, microcavities, gaas, stark, parametric, hall"
physics,2011,2012,196,2,"[175, 196]","[0.2703, 0.4173]","synchronization, clustered, oscillators, degree, explosive, networks, kuramoto, critical, coupling, random"
physics,2012,2013,34,2,"[34, 81]","[0.3372, 0.2703]","graphene, ribbon, terahertz, layer, plasmonic, plasmon, monolayer, nanospheres, loss, carrier"
physics,2012,2013,42,2,"[42, 220]","[0.6271, 0.2526]","solitons, soliton, pt, nonlinear, symmetric, rogue, localized, nonlinearity, compactons, stable"
physics,2012,2013,192,2,"[192, 194]","[0.2718, 0.3294]","niobium, superconducting, cavities, rf, srf, furnace, cavity, hydrides, cbp, radio"
physics,2013,2014,4,2,"[4, 20]","[0.6442, 0.2703]","solar, wind, cme, au, coronal, icmes, cmes, heliosphere, observations, bg"
physics,2013,2014,7,2,"[7, 94]","[0.4616, 0.2703]","quantum, mechanics, interpretation, what, reality, theory, bohmian, physical, it, bell"
physics,2013,2014,24,2,"[24, 217]","[0.5328, 0.2709]","plasmon, plasmonic, surface, au, srtio, nanoparticles, silver, spp, modes, nanoshell"
physics,2013,2014,37,2,"[37, 67]","[0.5579, 0.2703]","seismic, earthquakes, earthquake, tremor, hazard, weibull, slip, lorca, shaking, fault"
physics,2013,2014,42,2,"[42, 131]","[0.6408, 0.3686]","solitons, pt, symmetric, soliton, rogue, defocusing, symmetry, discrete, breaking, mathcal"
physics,2013,2014,44,2,"[44, 109]","[0.6894, 0.2053]","optomechanical, mechanical, cavity, resonator, coupling, optical, ilm, cooling, microwave, modes"
physics,2013,2014,78,2,"[78, 132]","[0.4438, 0.2372]","mobility, urban, phone, mobile, cities, human, traffic, taxi, trip, transportation"
physics,2013,2014,134,2,"[134, 187]","[0.4508, 0.2703]","undulator, fel, electron, ray, beam, laser, sase3, tapering, free, sase"
physics,2013,2014,180,2,"[180, 189]","[0.5184, 0.2703]","nucleation, supercooled, ice, water, liquid, metastable, anomalies, surface, orientational, texture"
physics,2014,2015,3,2,"[3, 198]","[0.4579, 0.2053]","drop, droplet, liquid, droplets, coalescence, film, contact, pool, surface, slip"
physics,2014,2015,4,2,"[4, 111]","[0.6141, 0.2053]","solar, wind, magnetic, sun, cmes, cme, earth, coronal, shocks, mathrm"
physics,2014,2015,23,2,"[23, 96]","[0.5003, 0.3073]","scheme, navier, method, stokes, rgcrot, numerical, compressible, discontinuous, discretization, equations"
physics,2014,2015,34,2,"[34, 81]","[0.6038, 0.2703]","graphene, plasmons, absorption, thz, plasmon, monolayer, mirror, terahertz, hexagonal, transmission"
physics,2014,2015,180,2,"[73, 180]","[0.2703, 0.3036]","ice, facets, water, liquid, enthalpy, molar, supercritical, zone, cpa, prismatic"
physics,2014,2015,108,2,"[108, 152]","[0.4674, 0.3372]","laser, compton, pulses, electron, radiation, positron, chirping, gamma, pair, intensities"
physics,2014,2015,112,2,"[112, 169]","[0.7464, 0.2709]","trap, ion, ions, traps, trapped, bga, ca, paul, cooling, loading"
physics,2014,2015,131,2,"[131, 220]","[0.5389, 0.2506]","microresonators, dispersion, soliton, combs, solitons, comb, microresonator, frequency, kerr, normal"
physics,2015,2016,7,2,"[7, 94]","[0.5009, 0.2703]","quantum, mechanics, bell, interpretation, theory, inequalities, ontological, physics, ontology, that"
physics,2015,2016,11,2,"[11, 38]","[0.3376, 0.2053]","runaway, toroidal, tokamak, drift, transport, mode, neoclassical, momentum, plasma, edge"
physics,2015,2016,16,2,"[16, 151]","[0.6559, 0.2703]","gravitational, interferometer, ligo, interferometers, atom, interferometry, advanced, detectors, hz, tilt"
physics,2015,2016,82,2,"[72, 82]","[0.3198, 0.5022]","relativity, gravity, einstein, tensor, spacetime, general, lagrangian, proca, causal, dreibein"
physics,2015,2016,80,2,"[80, 161]","[0.4111, 0.2703]","photon, photons, nonclassicality, quantum, fiber, single, pairs, pair, hyperentangled, frequency"
physics,2015,2016,131,2,"[131, 199]","[0.5876, 0.3661]","kerr, soliton, comb, microresonators, solitons, combs, dispersion, microresonator, 3n, dissipative"
physics,2015,2016,188,2,"[188, 213]","[0.2943, 0.2703]","colloids, active, janus, wall, mips, propelled, particles, swimmers, motility, chemically"
physics,2015,2016,222,2,"[222, 223]","[0.4592, 0.5052]","cuore, neutrinoless, beta, decay, double, xe, bolometric, background, experiment, next"
physics,2016,2017,3,2,"[3, 198]","[0.5377, 0.3956]","droplet, bubbles, liquid, bubble, droplets, drop, contact, surface, tension, film"
physics,2016,2017,207,2,"[23, 207]","[0.231, 0.3108]","gks, order, scheme, gas, fourth, dugks, kinetic, dsbgk, 5th, implicit"
physics,2016,2017,42,2,"[42, 220]","[0.6447, 0.4406]","solitons, soliton, nonlinear, pt, symmetric, stable, nonlinearity, stability, cubic, nls"
physics,2016,2017,71,2,"[71, 216]","[0.3198, 0.3198]","climate, rainfall, precipitation, moist, global, smc, temperature, ocean, trends, warming"
physics,2016,2017,159,2,"[159, 173]","[0.3606, 0.2686]","blur, ct, reconstruction, image, admire, superiorized, safire, mbir, genfire, algorithm"
physics,2016,2017,163,2,"[163, 191]","[0.4057, 0.2703]","exciton, monolayer, ws2, coupling, plasmon, polaritons, mose2, rabi, resonance, plasmonic"
physics,2016,2017,203,2,"[202, 203]","[0.2686, 0.4486]","percolation, ranked, explosive, networks, rushbrooke, rank, connected, cpt, sparse, message"
physics,2016,2017,222,2,"[222, 223]","[0.4407, 0.4121]","decay, kg, neutrinoless, beta, double, mathrm, cdmoo, mo, bolometers, next"
physics,2017,2018,9,2,"[9, 149]","[0.7598, 0.2087]","students, student, physics, learning, education, courses, thinking, classroom, research, introductory"
physics,2017,2018,85,2,"[58, 85]","[0.2703, 0.2939]","entropy, series, redundancy, information, symbolic, complexity, multivariate, idep, causality, time"
physics,2017,2018,161,2,"[80, 161]","[0.2703, 0.6123]","photon, tone, latency, jitter, nanowire, timing, snspds, superconducting, pmma, ide"
physics,2017,2018,108,2,"[108, 152]","[0.6622, 0.4486]","laser, radiation, electron, pulse, qed, flare, intensity, fields, pseudoscalars, compton"
physics,2017,2018,127,2,"[109, 127]","[0.2703, 0.4326]","atomic, eit, electromagnetically, vapor, rydberg, eia, field, radio, probe, rf"
physics,2017,2018,150,2,"[150, 204]","[0.4451, 0.2703]","muon, muons, cosmic, poca, cask, rpcs, ray, safeguards, casks, mcs"
physics,2017,2018,175,2,"[153, 175]","[0.3198, 0.2548]","lasers, tdss, coupled, encryption, semiconductor, delayed, chaotic, laser, gain, sess"
physics,2018,2019,1,2,"[1, 213]","[0.7151, 0.2274]","imaging, microscopy, resolution, images, image, speckle, illumination, ghost, diffraction, oct"
physics,2018,2019,3,2,"[3, 198]","[0.6173, 0.2703]","droplet, bubble, liquid, surface, droplets, film, bubbles, drops, tension, evaporation"
physics,2018,2019,91,2,"[48, 91]","[0.3462, 0.3302]","learning, deep, neural, machine, physics, data, classification, network, identification, unsupervised"
physics,2018,2019,132,2,"[78, 132]","[0.3769, 0.5782]","urban, cities, city, street, economic, spatial, airbnb, surprisal, scaling, districts"
physics,2018,2019,81,2,"[81, 142]","[0.3939, 0.3625]","graphene, carbon, moc, thermal, composites, oxide, cnt, nanocomposites, properties, cu"
physics,2018,2019,146,2,"[109, 146]","[0.2053, 0.4343]","rydberg, atom, atoms, antiblockade, state, excitation, com, molecules, lattice, trilobite"
physics,2018,2019,150,2,"[150, 230]","[0.5687, 0.2138]","muon, cosmic, detector, shower, muons, safeguards, pm, eas, ray, lhaaso"
physics,2018,2019,173,2,"[159, 173]","[0.2876, 0.3607]","sinogram, pet, ct, image, reconstruction, count, dpc, sparse, projection, irdf"
physics,2018,2019,176,2,"[176, 184]","[0.2891, 0.3138]","fiber, pmde, scfs, fibers, multimode, wavefront, polarization, core, modal, transmission"
physics,2018,2019,180,2,"[180, 221]","[0.4173, 0.2703]","ice, hydrogen, supercooled, water, nd4f, crystallization, disordering, viii, capacity, nh4f"
physics,2019,2020,5,2,"[5, 91]","[0.8087, 0.4669]","learning, machine, materials, neural, molecular, training, ml, models, prediction, atomic"
physics,2019,2020,106,2,"[21, 106]","[0.2503, 0.2633]","3p, 2p, 3s, 22p, 2s, ions, uncertainties, calculations, 3d, radiative"
physics,2019,2020,50,2,"[50, 187]","[0.7048, 0.2703]","spin, magnetic, skyrmion, magnetization, ferromagnetic, textrm, torque, switching, fe, tunnel"
physics,2019,2020,88,2,"[88, 168]","[0.4761, 0.2703]","radiative, thermal, cooling, heat, vanadium, baso4, transfer, solar, daytime, near"
physics,2019,2020,146,2,"[127, 146]","[0.2703, 0.3956]","rydberg, atoms, dipole, body, 36p, np, rster, rb, ultralong, delocalized"
physics,2019,2020,150,2,"[150, 204]","[0.5687, 0.2703]","muon, muons, cosmic, overburden, radiography, cherenkov, mute, detector, shower, wcds"
physics,2019,2020,158,3,"[158, 176, 184]","[0.4841, 0.2703, 0.2703]","fiber, supercontinuum, saturable, sweeping, pump, absorber, pcf, pulse, doped, ytterbium"
physics,2019,2020,173,2,"[159, 173]","[0.3194, 0.3837]","ct, dect, image, reconstruction, sinogram, images, tomography, deep, sinograms, clinical"
physics,2019,2020,223,2,"[222, 223]","[0.4024, 0.311]","germanium, neutrinoless, decay, double, ge, beta, nu20, nu2ec, 2ec, appec"
physics,2020,2021,3,2,"[3, 198]","[0.6658, 0.3278]","bubble, droplet, bubbles, droplets, liquid, drop, surface, evaporation, contact, wetting"
physics,2020,2021,9,3,"[9, 149, 172]","[0.6163, 0.276, 0.2703]","students, physics, graduate, student, education, admissions, courses, schools, school, teaching"
physics,2020,2021,21,2,"[21, 106]","[0.3943, 0.2476]","nuclear, 2s, corrections, king, ions, hyperfine, 2p, dipole, calculations, qed"
physics,2020,2021,33,2,"[33, 209]","[0.6918, 0.3503]","plasma, discharge, thruster, streamer, electron, streamers, voltage, pressure, gas, breakdown"
physics,2020,2021,41,2,"[41, 166]","[0.3625, 0.2703]","earth, mantle, atmosphere, chondrites, parent, silicate, meteorites, asteroid, planetary, asteroids"
physics,2020,2021,49,2,"[49, 224]","[0.6141, 0.3138]","opinion, opinions, agents, voting, consensus, social, vote, election, voter, individuals"
physics,2020,2021,100,2,"[96, 100]","[0.3274, 0.6236]","vortex, superfluid, vortices, circulation, turbulence, velocity, condensate, counterflow, bose, rings"
physics,2020,2021,103,2,"[103, 203]","[0.4462, 0.276]","degree, networks, graphs, node, flower, rm, so, distribution, coreness, nodes"
physics,2020,2021,152,2,"[108, 152]","[0.4343, 0.6806]","laser, ablation, pulse, ultrafast, femtosecond, surface, lipss, pulses, fluence, electron"
physics,2020,2021,122,2,"[122, 145]","[0.3901, 0.209]","pic, particle, integrator, conserving, cell, mcc, 9d, preserving, mhd, particles"
physics,2020,2021,159,2,"[159, 173]","[0.5079, 0.5374]","ct, reconstruction, image, breast, attenuation, mammography, spectral, cst, images, ray"
physics,2021,2022,0,3,"[0, 125, 172]","[0.8671, 0.2703, 0.2703]","quantum, functional, density, orbitals, dft, variational, functionals, energies, basis, cluster"
physics,2021,2022,1,2,"[1, 159]","[0.7777, 0.2671]","imaging, microscopy, image, reconstruction, resolution, phase, illumination, 3d, images, speckle"
physics,2021,2022,34,2,"[34, 81]","[0.6211, 0.2703]","graphene, polaritons, phonon, hyperbolic, phps, heterostructures, moo3, plasmon, biaxial, terahertz"
physics,2021,2022,43,2,"[43, 71]","[0.5756, 0.2503]","weather, climate, forecast, precipitation, forecasts, learning, prediction, cloud, deep, forecasting"
physics,2021,2022,60,2,"[60, 192]","[0.3943, 0.2703]","superconducting, qubit, cryogenic, josephson, qubits, fesquid, supercurrent, chip, logic, gates"
physics,2021,2022,62,2,"[62, 107]","[0.5991, 0.2703]","cell, tissue, cellular, migration, division, cells, actin, protrusions, active, pseudopalisade"
physics,2021,2022,108,2,"[108, 152]","[0.6136, 0.3478]","laser, qed, luxe, electron, polarization, xfel, bella, electrodynamics, pair, pulses"
physics,2021,2022,127,2,"[127, 146]","[0.4355, 0.3372]","rydberg, vapor, microwave, eit, atomic, atoms, lwvc, multifrequency, doppler, mw"
physics,2021,2022,150,2,"[150, 204]","[0.6684, 0.2703]","muon, cosmic, muons, cm, muography, radiators, waste, tomography, nuclear, mixe"
physics,2021,2022,158,2,"[158, 176]","[0.309, 0.3686]","fiber, thulium, doped, fibers, tmi, pm, saturable, laser, amplifiers, fuse"
physics,2022,2023,0,2,"[0, 94]","[0.7772, 0.2703]","quantum, functional, basis, density, cluster, functionals, energies, dft, calculations, correlation"
physics,2022,2023,5,2,"[5, 91]","[0.8292, 0.3686]","learning, machine, molecular, models, prediction, training, neural, molecules, ml, chemical"
physics,2022,2023,14,2,"[14, 209]","[0.8011, 0.3998]","plasma, dust, dusty, waves, plasmas, debris, solitary, ion, wave, acoustic"
physics,2022,2023,34,2,"[34, 81]","[0.6272, 0.2703]","graphene, polaritons, plasmon, plasmons, hyperbolic, optical, phonon, rgo, valley, infrared"
physics,2022,2023,60,2,"[60, 165]","[0.4922, 0.2703]","superconducting, nb, josephson, nbn, qubit, circuits, jjs, circuit, cryogenic, junctions"
physics,2022,2023,75,2,"[75, 92]","[0.6216, 0.2357]","battery, batteries, electrochemical, electrode, li, electrolyte, lithium, electrodes, electrolytes, redox"
physics,2022,2023,83,2,"[83, 217]","[0.6393, 0.3198]","harmonic, hhg, attosecond, xuv, hfm, arpes, harmonics, generation, pulses, cutoff"
physics,2022,2023,131,2,"[131, 220]","[0.7147, 0.3709]","soliton, microcombs, kerr, solitons, microresonator, comb, combs, repetition, dissipative, frequency"
physics,2022,2023,158,2,"[158, 176]","[0.3198, 0.3756]","fiber, hollow, yb, core, pulses, laser, pulse, npe, locked, npr"
physics,2022,2023,192,2,"[192, 194]","[0.5695, 0.2198]","nb3sn, cavities, srf, niobium, nb, superconducting, rf, cavity, zrnb, anab"
physics,2023,2024,4,2,"[4, 230]","[0.8067, 0.2703]","solar, wind, coronal, magnetic, cme, parker, alfv, observations, sun, spacecraft"
physics,2023,2024,42,2,"[42, 220]","[0.4793, 0.3686]","solitons, soliton, fractional, nonlinearity, nonlinear, gain, phoenix, 2d, defocusing, vortex"
physics,2023,2024,67,2,"[56, 67]","[0.309, 0.7234]","metamaterials, acoustic, sound, elastic, waves, mechanical, resonators, wave, extremal, metamaterial"
physics,2023,2024,216,2,"[71, 216]","[0.3503, 0.5543]","climate, warming, pavements, geoengineering, urban, methane, risks, change, buildings, heat"
physics,2023,2024,88,2,"[88, 197]","[0.5187, 0.2703]","thermal, heat, emissivity, nonreciprocal, concentrator, temperature, radiative, management, metamaterials, transfer"
physics,2023,2024,173,2,"[159, 173]","[0.2211, 0.7583]","image, ct, pet, denoising, images, dose, reconstruction, deep, generative, tomography"
physics,2023,2024,221,2,"[180, 221]","[0.3274, 0.3198]","ice, lake, supraglacial, drainage, attenuation, firn, water, hydrofracture, downshifting, waves"
physics,2023,2024,192,2,"[192, 194]","[0.487, 0.2912]","niobium, nb, cavities, superconducting, hydrides, srf, copper, cavity, rrr, bsh"
physics,2024,2025,28,2,"[28, 63]","[0.4849, 0.2703]","reaction, nonequilibrium, passage, chemical, diffusion, anomalous, stochastic, fluctuation, brownian, reactions"
physics,2024,2025,34,2,"[34, 81]","[0.5884, 0.2703]","graphene, polaritons, hyperbolic, phonon, mathbf, valley, polaritonic, thz, valleys, van"
physics,2024,2025,62,2,"[62, 107]","[0.7248, 0.3756]","cell, tissue, cells, epithelial, cellular, actomyosin, divisions, mechanical, multicellular, tissues"
physics,2024,2025,71,2,"[71, 216]","[0.3128, 0.3956]","climate, variability, warming, tropical, extreme, events, mjo, monsoon, precipitation, intensification"
physics,2024,2025,73,2,"[73, 221]","[0.3096, 0.2703]","ice, ch, interstellar, acetone, 2o, formation, ices, aromatic, pah, pahs"
physics,2024,2025,121,4,"[121, 180, 187, 197]","[0.3372, 0.2703, 0.2198, 0.2703]","text, positron, ps, annihilation, antihydrogen, positronium, muonium, na, antinucleon, dissociative"
physics,2024,2025,127,2,"[127, 146]","[0.5497, 0.3274]","rydberg, eit, vapor, atomic, receiver, electric, atom, sensitivity, field, frequency"
physics,2024,2025,162,2,"[162, 217]","[0.3372, 0.2703]","bics, monotile, ugrs, bm, aperiodic, photonic, wintgen, airy, friedrich, decorations"
