subject,topic_id,avg_yoy_sim,min_yoy_sim,avg_yoy_drift,max_single_jump
physics,96,0.1360828,0.0,0.8639171999999999,1.0
physics,97,0.2331806923076923,0.0,0.7668193076923077,1.0
physics,98,0.09394061111111111,0.0,0.9060593888888889,1.0
physics,99,0.24707292,0.063416,0.7529270800000001,0.936584
physics,100,0.26417283333333336,0.0,0.7358271666666667,1.0
physics,101,0.16861019047619047,0.0,0.8313898095238095,1.0
physics,102,0.3217935,0.0,0.6782065,1.0
physics,103,0.282943,0.090416,0.7170569999999999,0.909584
physics,104,0.11048047619047618,0.0,0.8895195238095238,1.0
physics,105,0.083882,0.0,0.916118,1.0
physics,106,0.07383296,0.0,0.9261670399999999,1.0
physics,107,0.07299448,0.0,0.92700552,1.0
physics,108,0.24812115,0.0,0.75187885,1.0
physics,109,0.10326086956521739,0.0,0.8967391304347826,1.0
physics,110,0.16986036842105262,0.0,0.8301396315789473,1.0
physics,111,0.17485192857142856,0.0,0.8251480714285714,1.0
physics,112,0.2824021428571428,0.0,0.7175978571428571,1.0
physics,113,0.0797913,0.0,0.9202087000000001,1.0
physics,114,0.3380794761904762,0.12636,0.6619205238095238,0.87364
physics,115,0.11483894117647059,0.0,0.8851610588235295,1.0
physics,116,0.18661936,0.0,0.81338064,1.0
physics,117,0.15338953846153847,0.0,0.8466104615384615,1.0
physics,118,0.17909173913043477,0.014636,0.8209082608695653,0.985364
physics,119,0.13196684,0.0,0.86803316,1.0
physics,120,0.018642719999999998,0.0,0.98135728,1.0
physics,121,0.18806708,0.0,0.81193292,1.0
physics,122,0.20919176470588235,0.0,0.7908082352941177,1.0
physics,123,0.19605693333333332,0.0,0.8039430666666667,1.0
physics,124,0.25903339999999997,0.014636,0.7409665999999999,0.985364
physics,125,0.1721247,0.0,0.8278753,1.0
physics,126,0.218111,0.0,0.7818890000000001,1.0
physics,127,0.19380476190476192,0.0,0.8061952380952381,1.0
physics,128,0.28451121052631584,0.0,0.7154887894736842,1.0
physics,129,0.26418684210526316,0.01851,0.7358131578947368,0.98149
physics,130,0.3062721904761905,0.0,0.6937278095238095,1.0
physics,131,0.35115085714285715,0.108608,0.6488491428571429,0.891392
physics,132,0.2729266,0.026102,0.7270734,0.973898
physics,133,0.17723388,0.0,0.82276612,1.0
physics,134,0.18865611999999998,0.0,0.81134388,1.0
physics,135,0.05298842857142857,0.0,0.9470115714285713,1.0
physics,136,0.05464095833333333,0.0,0.9453590416666667,1.0
physics,137,0.20432833333333333,0.014636,0.7956716666666667,0.985364
physics,138,0.050914249999999994,0.0,0.9490857500000001,1.0
physics,139,0.1281169090909091,0.0,0.8718830909090909,1.0
physics,140,0.13461764,0.003874,0.86538236,0.996126
physics,141,0.08767872,0.0,0.91232128,1.0
physics,142,0.0308106,0.0,0.9691894,1.0
physics,143,0.12210785714285716,0.0,0.8778921428571429,1.0
physics,144,0.18026485714285714,0.0,0.8197351428571429,1.0
physics,145,0.164357,0.0,0.8356429999999999,1.0
physics,146,0.2833178695652174,0.0,0.7166821304347826,1.0
physics,147,0.26613790000000004,0.077261,0.7338621,0.922739
physics,148,0.1960417,0.0,0.8039583,1.0
physics,149,0.08648457142857142,0.0,0.9135154285714286,1.0
physics,150,0.24510852941176473,0.0,0.7548914705882352,1.0
physics,151,0.14451517391304347,0.0,0.8554848260869565,1.0
physics,152,0.2083145625,0.0,0.7916854375,1.0
physics,153,0.17479409523809525,0.0,0.8252059047619047,1.0
physics,154,0.27664742857142854,0.0,0.7233525714285715,1.0
physics,155,0.04825028,0.0,0.95174972,1.0
physics,156,0.13798347368421052,0.0,0.8620165263157894,1.0
physics,157,0.15539145000000001,0.0,0.84460855,1.0
physics,158,0.19996127777777778,0.0,0.8000387222222222,1.0
physics,159,0.12340836842105263,0.0,0.8765916315789474,1.0
physics,160,0.0875793125,0.0,0.9124206875,1.0
physics,161,0.28326576470588233,0.022228,0.7167342352941176,0.977772
physics,162,0.18800387999999998,0.0,0.81199612,1.0
physics,163,0.21351154545454545,0.067419,0.7864884545454545,0.932581
physics,164,0.19170348,0.0,0.80829652,1.0
physics,165,0.08298528000000001,0.0,0.91701472,1.0
physics,166,0.0675696,0.0,0.9324304,1.0
physics,167,0.16935413333333335,0.0,0.8306458666666666,1.0
physics,168,0.03275442857142857,0.0,0.9672455714285714,1.0
physics,169,0.20637188235294116,0.0,0.7936281176470589,1.0
physics,170,0.3996505,0.0,0.6003495,1.0
physics,171,0.04182539130434782,0.0,0.9581746086956521,1.0
physics,172,0.1292788,0.0,0.8707212,1.0
physics,173,0.22248969999999998,0.0,0.7775103,1.0
physics,174,0.058669791666666665,0.0,0.9413302083333334,1.0
physics,175,0.08483260869565216,0.0,0.9151673913043478,1.0
physics,176,0.08064395238095237,0.0,0.9193560476190477,1.0
physics,177,0.2268838,0.0,0.7731162,1.0
physics,178,0.07553920833333333,0.0,0.9244607916666667,1.0
physics,179,0.09143318181818182,0.0,0.9085668181818182,1.0
physics,180,0.17724688235294117,0.0,0.8227531176470588,1.0
physics,181,0.07483835714285714,0.0,0.9251616428571429,1.0
physics,182,0.064771625,0.0,0.935228375,1.0
physics,183,0.04462438095238095,0.0,0.9553756190476191,1.0
physics,184,0.167350875,0.0,0.832649125,1.0
physics,185,0.17065434782608696,0.0,0.8293456521739131,1.0
physics,186,0.021648999999999998,0.0,0.978351,1.0
physics,187,0.05071052,0.0,0.94928948,1.0
physics,188,0.18878606666666667,0.0,0.8112139333333332,1.0
physics,189,0.12928705555555556,0.0,0.8707129444444445,1.0
physics,190,0.2741043125,0.012531,0.7258956875,0.987469
physics,191,0.06501280952380953,0.0,0.9349871904761904,1.0
physics,192,0.18272261538461537,0.0,0.8172773846153846,1.0
physics,193,0.04095395,0.0,0.9590460500000001,1.0
physics,194,0.13148326315789474,0.0,0.8685167368421053,1.0
physics,195,0.1064697619047619,0.0,0.8935302380952381,1.0
physics,196,0.2429151,0.039542,0.7570849,0.960458
physics,197,0.091775,0.0,0.908225,1.0
physics,198,0.04634619047619047,0.0,0.9536538095238095,1.0
physics,199,0.06561634782608695,0.0,0.9343836521739131,1.0
physics,200,0.06970115789473684,0.0,0.9302988421052633,1.0
physics,201,0.15734514285714285,0.0,0.842654857142857,1.0
physics,202,0.14402155555555557,0.0,0.8559784444444445,1.0
physics,203,0.19929899999999998,0.0,0.800701,1.0
physics,204,0.13819772727272728,0.008657,0.8618022727272727,0.991343
physics,205,0.3348805,0.153833,0.6651195000000001,0.846167
physics,206,0.283262375,0.157644,0.716737625,0.842356
physics,207,0.10981587500000001,0.0,0.890184125,1.0
physics,208,0.11301542105263157,0.0,0.8869845789473684,1.0
physics,209,0.06088104166666666,0.0,0.9391189583333333,1.0
physics,210,0.06723214285714287,0.0,0.9327678571428571,1.0
physics,211,0.20692544444444444,0.045191,0.7930745555555556,0.954809
physics,212,0.12835909523809524,0.0,0.8716409047619048,1.0
physics,213,0.10108627777777777,0.0,0.8989137222222223,1.0
physics,214,0.2543117619047619,0.135416,0.7456882380952381,0.864584
physics,215,0.2511665,0.0,0.7488335,1.0
physics,216,0.11608346666666666,0.0,0.8839165333333333,1.0
physics,217,0.14417276190476191,0.0,0.8558272380952381,1.0
physics,218,0.09569863157894737,0.0,0.9043013684210527,1.0
physics,219,0.0362624,0.0,0.9637376,1.0
physics,220,0.21978243749999998,0.063416,0.7802175625,0.936584
physics,221,0.1894915,0.0,0.8105085,1.0
physics,222,0.1225322,0.0,0.8774678,1.0
physics,223,0.1917445882352941,0.0,0.8082554117647058,1.0
physics,224,0.12776859999999998,0.0,0.8722314,1.0
physics,225,0.13123758333333332,0.0,0.8687624166666666,1.0
physics,226,0.07395883333333333,0.0,0.9260411666666667,1.0
physics,227,0.09848914285714286,0.0,0.9015108571428572,1.0
physics,228,0.1942923,0.0,0.8057076999999999,1.0
physics,229,0.1674374375,0.014636,0.8325625625,0.985364
physics,230,0.13224076470588234,0.0,0.8677592352941177,1.0
physics,231,0.06414025,0.0,0.93585975,1.0
