subject,window_from,window_to,transition,avg_sim,avg_drift,std_drift,n_topics
physics,2000–2005,2005–2010,2000–2005 → 2005–2010,0.29165310396039607,0.708346896039604,0.18986686888767096,202
physics,2005–2010,2010–2015,2005–2010 → 2010–2015,0.3951557654867257,0.6048442345132743,0.18767198268447674,226
physics,2010–2015,2015–2020,2010–2015 → 2015–2020,0.5208239913419914,0.47917600865800863,0.17108362572069552,231
physics,2015–2020,2020–2025,2015–2020 → 2020–2025,0.5720526465517242,0.4279473534482759,0.14653300644566186,232
