subject,window_from,window_to,transition,avg_sim,avg_drift,std_drift,n_topics
math,2000–2005,2005–2010,2000–2005 → 2005–2010,0.5493014345549738,0.4506985654450262,0.20248047288364343,191
math,2005–2010,2010–2015,2005–2010 → 2010–2015,0.7067252974358974,0.29327470256410254,0.16096415430030406,195
math,2010–2015,2015–2020,2010–2015 → 2015–2020,0.802764887755102,0.19723511224489795,0.13102138886545775,196
math,2015–2020,2020–2025,2015–2020 → 2020–2025,0.8458753826530612,0.15412461734693877,0.11868755295105397,196
