subject,year,avg_sim,avg_drift,n_topics
math,2000,0.651322,0.348678,150
math,2001,0.42606047826086957,0.5739395217391304,161
math,2002,0.32237187261146494,0.677628127388535,157
math,2003,0.2879534848484848,0.7120465151515152,165
math,2004,0.2555320611111111,0.744467938888889,180
math,2005,0.24341625806451614,0.7565837419354838,186
math,2006,0.23650739487179487,0.7634926051282052,195
math,2007,0.23317093,0.76682907,200
math,2008,0.22550346766169155,0.7744965323383084,201
math,2009,0.23240406403940886,0.7675959359605912,203
math,2010,0.23008293689320386,0.7699170631067961,206
math,2011,0.22716639903846153,0.7728336009615385,208
math,2012,0.22468904326923075,0.7753109567307692,208
math,2013,0.22586852884615385,0.7741314711538462,208
math,2014,0.2256549375,0.7743450625,208
math,2015,0.22230892344497608,0.7776910765550239,209
math,2016,0.2236011394230769,0.7763988605769231,208
math,2017,0.22024794736842104,0.7797520526315789,209
math,2018,0.22178215311004784,0.7782178468899521,209
math,2019,0.22120653588516745,0.7787934641148325,209
math,2020,0.22071365071770335,0.7792863492822967,209
math,2021,0.2189288038277512,0.7810711961722487,209
math,2022,0.22011285167464115,0.7798871483253588,209
math,2023,0.21865527272727273,0.7813447272727273,209
math,2024,0.2191784019138756,0.7808215980861244,209
math,2025,0.21979515789473683,0.7802048421052632,209
