subject,model,word,gt_category,model_category,match,model_slope,model_p_value,model_r_squared,span,coverage_pct
math,lda,mathbb_mathbb,emerging,stable,False,0.0,1.0,0.0,0,0.0
math,lda,mathbb,emerging,emerging,True,1.574359,0.0,0.8772,21,96.2
math,lda,graph,emerging,emerging,True,0.052308,1e-06,0.6305,26,100.0
math,lda,optimization,emerging,emerging,True,0.146667,0.0,0.8043,16,76.9
math,lda,mathcal_mathcal,emerging,stable,False,0.0,1.0,0.0,0,0.0
math,lda,algorithm,emerging,emerging,True,0.113162,3e-06,0.6019,18,88.5
math,lda,mathcal,emerging,emerging,True,1.094359,0.0,0.902,22,96.2
math,lda,numerical,emerging,emerging,True,0.030085,0.000635,0.3911,22,84.6
math,lda,stochastic,emerging,emerging,True,0.081709,4e-06,0.5918,22,88.5
math,lda,network,emerging,emerging,True,0.06188,2e-06,0.6144,16,65.4
math,lda,optimal,emerging,emerging,True,0.113504,0.0,0.6842,16,73.1
math,lda,convergence,emerging,emerging,True,0.086496,1.4e-05,0.5503,19,80.8
math,lda,datum,emerging,stable,False,-0.006496,0.21177,0.0642,1,3.8
math,lda,control,emerging,stable,False,0.017436,0.137371,0.0896,22,92.3
math,lda,frac,emerging,emerging,True,0.399658,0.0,0.8837,24,92.3
math,lda,approximation,emerging,stable,False,-0.010256,0.457048,0.0233,3,19.2
math,lda,error,emerging,emerging,True,0.05265,0.001418,0.3513,8,57.7
math,lda,gradient,emerging,emerging,True,0.058803,4e-06,0.5977,10,42.3
math,lda,mathrm,emerging,emerging,True,0.319316,0.0,0.7185,16,69.2
math,lda,dynamic,emerging,stable,False,0.0,1.0,0.0,0,0.0
math,lda,function,stable,stable,True,-0.007863,0.60608,0.0112,26,100.0
math,lda,property,stable,emerging,False,0.024615,0.042896,0.16,3,30.8
math,lda,set,stable,emerging,False,0.039316,0.033764,0.1744,25,96.2
math,lda,non,stable,stable,True,-0.030769,0.111245,0.1023,2,19.2
math,lda,matrix,stable,emerging,False,0.036239,0.042856,0.1601,8,76.9
math,lda,local,stable,stable,True,0.003761,0.728279,0.0051,1,19.2
math,lda,measure,stable,stable,True,0.008889,0.49332,0.0198,14,84.6
math,lda,boundary,stable,stable,True,0.022564,0.187675,0.0712,23,96.2
math,lda,term,stable,stable,True,0.0,1.0,0.0,0,0.0
math,lda,type,stable,emerging,False,0.055726,0.026486,0.1889,4,57.7
math,lda,limit,stable,emerging,False,0.014359,0.040591,0.1633,22,92.3
math,lda,point,stable,stable,True,0.0,1.0,0.0,2,7.7
math,lda,coefficient,stable,stable,True,0.0,1.0,0.0,0,0.0
math,lda,space,stable,stable,True,0.035897,0.191832,0.0699,26,100.0
math,lda,sum,stable,stable,True,0.003419,0.86616,0.0012,4,50.0
math,lda,degree,stable,stable,True,-0.006154,0.397462,0.03,1,7.7
math,lda,rank,stable,emerging,False,0.030085,0.011263,0.239,4,30.8
math,lda,condition,stable,decaying,False,-0.022906,0.026012,0.19,2,19.2
math,lda,positive,stable,stable,True,0.001026,0.84617,0.0016,1,3.8
math,lda,constant,stable,stable,True,0.0,1.0,0.0,0,0.0
math,lda,group,decaying,decaying,True,-0.060171,0.019414,0.2073,26,100.0
math,lda,algebra,decaying,decaying,True,-0.055726,0.009701,0.2476,26,100.0
math,lda,manifold,decaying,decaying,True,-0.040684,0.010164,0.2449,26,100.0
math,lda,quantum,decaying,decaying,True,-0.049231,0.009223,0.2504,26,100.0
math,lda,invariant,decaying,stable,False,-0.006838,0.488543,0.0202,1,15.4
math,lda,theory,decaying,emerging,False,0.060171,0.0064,0.271,26,100.0
math,lda,cohomology,decaying,decaying,True,-0.02906,0.028003,0.1856,17,92.3
math,lda,representation,decaying,stable,False,-0.010256,0.372018,0.0333,2,23.1
math,lda,structure,decaying,stable,False,0.007863,0.517314,0.0177,3,26.9
math,lda,curve,decaying,stable,False,0.001026,0.912,0.0005,16,92.3
math,lda,algebraic,decaying,decaying,True,-0.047179,0.001726,0.3413,2,23.1
math,lda,module,decaying,decaying,True,-0.052991,0.00408,0.2958,5,23.1
math,lda,surface,decaying,stable,False,-0.016068,0.158412,0.0811,1,7.7
math,lda,geometry,decaying,decaying,True,-0.036239,0.004509,0.2903,3,19.2
math,lda,theorem,decaying,emerging,False,0.042051,0.007566,0.2616,25,96.2
math,lda,symplectic,decaying,stable,False,0.009573,0.183178,0.0726,15,92.3
math,lda,algebras,decaying,decaying,True,-0.083077,0.000344,0.4199,26,100.0
math,lda,action,decaying,stable,False,0.0,1.0,0.0,0,0.0
math,lda,deformation,decaying,stable,False,0.0,1.0,0.0,0,0.0
math,lda,projective,decaying,stable,False,0.0,,,26,100.0
