subject,topic_id,top_words
cs,148,"imagenet, illumination, blurring, retinanet, blur, colorization, superpixels, brightness, deepmind, deconvolution, resampling, upsampling, lightgbm, inception, denoising, deblurring, inceptionv, deeplabv, lighting, saliency"
cs,149,"forecasting, forecast, forecasts, forecasters, forecaster, predicting, prediction, predicts, softmax, stocks, predict, investing, predictability, traders, invest, trading, rnns, investments, lstm, stock"
cs,150,"annotators, annotating, annotations, annotation, annotator, annotate, denotational, corpus, entities, entity, semantickitti, labeling, wordnet, nlp, deeplabv, treebank, autoencoders, annotated, vocabularies, supervised"
cs,151,"footage, inceptionv, videos, cnn, inception, imagenet, convnets, superpixels, deepmind, cnns, deeplabv, segmentations, segmentation, directs, convnet, segmenter, clips, tracklets, scenes, segmenting"
cs,152,"pruning, efficientnet, imagenet, convnets, cnn, cnns, convnet, softmax, deepmind, prune, keras, sparsest, modelnet, densenet, autoencoders, sparser, shapenet, networks, pruned, deepening"
cs,153,"relaying, relay, relays, transmit, communications, transmitting, channels, multiplexing, transmits, multichannel, multicarrier, channel, decoding, multicast, multicasting, decoders, subcarriers, packetization, networking, protocol"
cs,154,"denoising, denoisers, denoiser, denoised, deconvolution, denoise, upsampling, blurring, noising, blur, deblurring, kernelized, kernelization, regularization, downsampling, imagenet, superpixels, convnets, autoencoders, subsampling"
cs,155,"adversarial, adversarially, backdoors, backdoor, cnns, attacks, convnets, cnn, autoencoders, deepmind, exploits, vulnerabilities, adversary, imagenet, convnet, inceptionv, deeplabv, exploitable, backpropagation, modelnet"
cs,156,"mobilenet, packetization, bandwidth, multicarrier, sdn, efficientnet, bandwidths, datacenter, datacenters, networking, gsm, lte, mobilenetv, multicasting, multicast, supernet, multiplexing, offloading, network, resnets"
cs,157,"allocations, allocation, optimality, knapsack, incentives, incentive, redistribution, metaheuristics, allocating, auctions, optimal, auction, distributes, achievability, distributing, capacities, arbitrary, bargaining, equitable, marginalization"
cs,158,"gps, geolocation, localization, rfid, ranging, wlan, beacons, beacon, odometry, wireless, wlans, mobilenet, wifi, tracking, wirelessly, fingerprinting, radios, telemetry, trackers, locates"
cs,159,"efficientnet, imagenet, optimizers, neural, modelnet, rnns, deepmind, optimized, tensorflow, architectures, subnetworks, architecture, convnets, optimizes, densenet, benchmarks, optimize, benchmarked, supernet, cnn"
cs,160,"imagenet, supervised, learns, recognizing, cnns, classification, cnn, deepmind, learning, convnets, classifying, classifiers, deeplabv, recognition, classify, captures, shots, softmax, shapenet, shot"
cs,161,"radios, multicarrier, radio, multichannel, transmit, transmitting, communications, spectrum, channels, bandwidth, channel, broadcasts, packetization, broadcast, multicast, multiplexing, bandwidths, subcarriers, multicasting, subcarrier"
cs,162,"clusterings, clusters, cluster, clustering, clustered, algorithms, lindenstrauss, minimizers, minimizes, optimizations, optimisations, algorithm, locality, kriging, optimizing, optimising, optimized, optimization, minimized, thresholding"
cs,163,"epidemics, epidemic, networks, spreading, outbreak, viral, dissemination, percolation, nodes, outbreaks, distributed, graphs, diffusion, diffusions, propagation, subpopulations, spread, subpopulation, adjacency, cascades"
cs,164,"hyperspectral, multispectral, superpixels, spectral, deeplabv, imagenet, spectrograms, kernelization, recognition, spectrogram, sensed, deepmind, kernelized, reflectance, spectrally, classification, classifying, supervised, autoencoders, upsampling"
cs,165,"microblogging, cnn, wordnet, cnns, softmax, credibility, feeds, journalism, news, tweets, blogs, chatbots, textual, headlines, adversarially, corpus, curating, newspaper, semantickitti, classifiers"
cs,166,"elections, ballots, ballot, voting, allocations, voter, candidates, polling, election, votes, voters, allocation, committees, coalitions, coalitional, probabilistic, bribery, aggregations, disseminating, arbitrary"
cs,167,"cardiac, segmentation, tensorflow, convnets, shapenet, deeplabv, ventricular, segmentations, angiography, autoencoders, inceptionv, imagenet, segmenting, segmenter, seeded, softmax, volumetric, vectorization, ventricle, autoencoder"
cs,168,"vulnerabilities, vulnerability, exploits, vulnerable, bytecode, codebases, codebase, exploit, compilers, hacking, exploitable, toolkits, codewords, cybersecurity, exploiting, malware, compiler, programmability, toolkit, developers"
cs,169,"relations, treebank, parsing, wordnet, annotators, semantickitti, relation, relational, annotating, corpus, parsers, semantic, annotations, textual, entities, annotation, nlp, relatedness, parser, denotational"
cs,170,"privacy, anonymization, confidentiality, anonymized, obfuscation, adversarially, obfuscate, confidential, anonymity, private, restricts, tokenizers, annotators, obfuscated, privately, personalization, adversarial, anonymous, personalizing, tokenization"
cs,171,"linguistics, lexicographic, linguistic, corpus, lexical, linguistically, lexicons, phonological, textual, alphabets, corpora, vocabularies, lexicon, utterances, texts, languages, lingual, language, morphology, dictionaries"
cs,172,"corpus, cyberbullying, microblogging, nlp, wordnet, chatbots, adversarially, annotators, utterances, linguistic, tweets, softmax, curating, hateful, offensive, adversarial, classifiers, speech, svm, annotating"
cs,173,"locomotion, legged, kinematics, robotics, kinematic, humanoid, motions, stepping, legs, stride, bipedal, robotic, stepsizes, trajectory, maneuvers, robot, actuators, humanoids, actuated, articulated"
cs,174,"topics, corpus, topic, wordnet, semantickitti, contextualized, contextualize, treebank, contextualizing, topical, textual, denotational, tagging, annotators, semantic, dbpedia, clusterings, annotations, annotating, contextual"
cs,175,"deeplabv, clusterings, views, supervised, clustering, deepmind, embeddings, embedding, recognizing, cluster, multiview, cnn, classifying, softmax, recognizers, view, autoencoders, recognition, regularization, recognizer"
cs,176,"locomotion, robotics, stepping, legged, robot, robotic, stride, moves, humanoid, reinforcement, kinematic, learns, jumps, maneuvers, stepsizes, actuators, routines, terrain, walk, actuated"
cs,177,"judicial, court, textual, law, proceedings, lawyers, wordnet, annotators, annotating, corpus, semantics, annotation, semantic, provenance, denotational, annotations, legislation, annotate, laws, judge"
cs,178,"recognizing, recognizers, recognition, recognizer, deepmind, supervised, identifies, cnn, imagenet, recognize, cnns, deeplabv, convnets, inceptionv, recognizes, convnet, classifying, inception, matching, identification"
cs,179,"quantization, quantizer, quantizing, quantizers, bottlenecks, autoencoders, quantize, precoders, quantized, encoder, encodings, encode, bytecode, autoencoder, encoding, precoder, encoders, bottleneck, bitrate, memory"
cs,180,"retinanet, retina, retinal, macular, vision, imagenet, convnets, retinopathy, deepmind, superpixels, recognition, ophthalmology, convnet, segmentation, recognizing, shapenet, deeplabv, tensorflow, cnn, classifiers"
cs,181,"protocols, protocol, synchronization, byzantine, synchronized, replication, distributed, checkpointing, replicability, concurrency, synchronizing, consensus, concurrent, contention, synchrony, cryptosystem, synchronize, cryptosystems, availability, checkpoint"
cs,182,"steganography, steganographic, watermarking, watermark, watermarked, steganalysis, watermarks, obfuscation, encode, obfuscate, adversarial, encoding, encoder, masking, encodings, encoded, masked, adversarially, cryptographic, hiding"
cs,183,"secrecy, eavesdroppers, eavesdropping, encryption, communications, eavesdropper, cryptography, cryptographic, decoding, packetization, decoders, channels, wiretap, transmit, security, transmitting, channel, protocol, cryptosystem, confidentiality"
cs,184,"supervised, classifiers, classification, learns, classifying, classifier, learning, labeling, classify, labeled, datasets, autoencoding, learnt, softmax, learnability, labelling, annotators, recognizing, deeplabv, dataset"
cs,185,"minimizers, lindenstrauss, regularization, wasserstein, kernelized, kernelization, minimizes, optimizations, minimizer, regularisation, regularized, minimized, regularizations, transport, optimal, softmax, optimality, minimization, supervised, optimizers"
cs,186,"kinect, convnets, volumetric, imagenet, retinanet, deepmind, convnet, deeplabv, shapenet, supervised, recognition, tracklets, superpixels, inception, inceptionv, cnn, segmentation, robotic, depthwise, surgeries"
cs,187,"adversarial, adversarially, imagenet, inception, autoencoders, exploitable, inceptionv, cnns, exploiting, gans, cnn, deeplabv, multimodality, evading, autoencoder, deepmind, multimodal, exploit, exploits, evasion"
cs,188,"encryption, crypto, cryptosystem, cryptographic, homomorphic, cryptosystems, cryptography, encrypt, cryptanalysis, ciphers, securely, adversarial, efficientnet, encode, adversarially, privacy, cipher, encrypting, densenet, secure"
cs,189,"optimizations, submodularity, optimisations, submodular, optimization, optimisation, optimizing, optimising, optimizer, maximizing, optimality, optimise, maximization, maximising, minimizers, optimal, optimized, optimize, minimization, optimizers"
cs,190,"galaxies, astronomy, astrophysical, astronomical, astrophysics, telescopes, telescope, galaxy, observatory, celestial, horizons, nasa, deeplabv, spectrograms, stellar, cosmological, tensorflow, cosmic, scikit, planetary"
cs,191,"fmri, neuroimaging, neural, cortex, neuroscience, neuro, neuromorphic, neuron, neuronal, deepmind, brain, brains, tensorflow, neurons, supervised, cortical, neurosymbolic, cerebral, neuroscientific, neurological"
cs,192,"multitask, multitasking, deepmind, tasking, learns, softmax, tasks, subtasks, task, learning, subtask, modelnet, unlearning, supervised, multicore, deeplabv, learnt, multiset, cnn, memorization"
cs,193,"svm, svms, classifiers, classifier, vectorized, classification, svp, vectorization, classifying, svg, kernelized, lindenstrauss, kernelization, classify, svd, softmax, supervised, svc, svs, sv"
cs,194,"audiovisual, multimodal, audioset, voice, animation, animations, inceptionv, multimodality, voices, nonverbal, vocalizations, animated, portraits, facial, speeches, microphone, inception, deepmind, utterances, audio"
cs,195,"epidemics, epidemic, outbreak, pandemics, pandemic, covid, outbreaks, influenza, coronavirus, epidemiology, predicting, viral, epidemiological, modelling, vaccination, infectious, cdc, forecasting, models, viruses"
cs,196,"learns, unlearning, distillation, learning, unlearn, learnt, distilling, mastering, supervised, learners, modelnet, learner, learnability, convnets, trainability, deepmind, knowledge, convnet, softmax, classifiers"
cs,197,"malware, ransomware, malicious, viruses, cybersecurity, bytecode, exploits, adversarial, virus, cyberattacks, cybercrime, botnet, adversarially, apps, toolkits, profiling, obfuscate, obfuscation, detectability, vulnerabilities"
cs,198,"tensors, tensor, tensorflow, vectorized, sparsest, vectorization, kernelized, sparse, sparseness, sparser, kernelization, regularization, kronecker, lindenstrauss, lasso, softmax, minimizers, regularisation, linearized, compressive"
cs,199,"ai, explainability, intelligibility, explainers, explanations, ais, informativeness, explainer, abstractions, sensemaking, eliciting, elicitation, abstraction, predictability, ideation, learnability, explaining, detectability, automation, elicits"
cs,200,"centrality, emergence, flocking, influencers, networks, dynamics, cliques, contention, probabilistic, biasing, possibilistic, coalitional, cooperatively, biases, cascades, polling, distributed, behaviour, subpopulations, social"
cs,201,"mimo, channels, decoding, channel, multichannel, multiplexing, precoder, precoders, decoders, transmit, autoencoders, transmitting, autoencoder, encoder, decoder, supernet, encode, mobilenet, imagenet, encoders"
cs,202,"rnns, reservoir, neural, chaotic, tensorflow, neuron, rnn, backpropagation, reservoirs, lstm, turing, autoencoders, softmax, deepmind, supercomputing, convnets, chaos, spiking, neuromorphic, modelnet"
cs,203,"caching, cache, caches, packetization, bandwidths, bandwidth, cached, multicasting, multicarrier, distributed, throughput, efficientnet, buffering, storage, multicast, datacenters, offloading, tcp, bitrate, hashing"
cs,204,"gaze, vision, eyes, glance, eye, ocular, retinanet, saliency, pupil, attentions, tracking, visual, retina, deepmind, attention, macular, focus, observes, kinect, retinal"
cs,205,"peer, peers, distributed, bittorrent, multicasting, multicast, packetization, nodes, efficientnet, availability, protocols, dissemination, bandwidths, tcp, replication, udp, isp, bandwidth, protocol, ddos"
cs,206,"authorization, privileges, delegation, implementations, enforcing, specification, restricts, security, enforcement, accesses, protections, enforces, formalization, achievability, access, validators, protocols, restricting, programmability, formalisation"
cs,207,"hashing, hash, hashes, encode, encoder, deeplabv, encoders, autoencoders, retrieval, encodes, hashtags, imagenet, deepmind, encodings, descriptors, autoencoder, hashtag, encoding, decoding, crawled"
cs,208,"photonics, photonic, photon, photons, optical, supercomputing, lightgbm, fpgas, encoders, supercomputers, multiplexing, supercomputer, retinanet, encoder, fpga, throughput, processors, deepmind, optimizers, imagenet"
cs,209,"saliency, salient, attention, attentions, imagenet, retinanet, cnn, attentional, salience, convnets, superpixels, cnns, deepmind, convnet, vision, inception, recognition, inceptionv, deeplabv, recognizing"
cs,210,"cooperation, cooperative, cooperatively, coexistence, coordination, evolutionary, coexisting, bargaining, competitiveness, cooperating, coevolution, incentive, cooperate, reinforcement, emergence, equilibria, opportunistic, coalitional, equilibrium, contention"
cs,211,"alphabets, lexicographic, complexity, arithmetical, lexical, suffixes, discursive, alphabet, monadic, monomials, syllables, finitely, finite, ciphers, linguistics, turing, conjectures, traversals, letters, subwords"
cs,212,"storage, sdfs, encodes, coded, distributed, bytecode, encode, subcodes, replication, availability, encodings, coding, storing, synchronization, cryptosystems, serialization, packetization, encoder, encoders, hashing"
cs,213,"deepmind, softmax, facial, recognition, recognizing, deeplabv, recognizers, inceptionv, recognizer, convnets, recognizes, classifiers, imagenet, smile, supervised, autoencoders, faces, recognize, multimodal, classifier"
cs,214,"streaming, streamed, bandwidth, streams, mpeg, stream, bitrate, bandwidths, multicast, mobilenetv, playback, multicasting, multimedia, packetization, throughput, webcam, youtube, mobilenet, videos, mppi"
cs,215,"alzheimer, dementia, neuroimaging, neural, deepmind, autoencoders, cortex, fmri, tensorflow, biomarker, autoencoder, supervised, recognizers, recognizer, classifiers, neuro, deeplabv, classifying, biomarkers, neuromorphic"
cs,216,"flow, imagenet, directs, deepmind, superpixels, convnets, footage, flows, inceptionv, tensorflow, deeplabv, inception, retinanet, deconvolution, cnn, vision, mpeg, kinect, dataflow, convnet"
cs,217,"automata, automaton, cellular, patterns, fractals, automating, lattices, computational, intractability, lattice, turing, automorphisms, markovian, cells, algorithms, fractal, automorphism, procedural, computing, computability"
cs,218,"secrecy, eavesdropping, eavesdroppers, eavesdropper, encryption, transmit, transmitting, security, communications, cryptography, cryptographic, transmits, packetization, encrypting, transmitters, radios, relaying, multicarrier, wiretap, encrypt"
cs,219,"hallucination, hallucinations, hallucinate, utterances, hallucinated, memorization, memorizing, memorize, lstm, autoencoders, lstms, denotational, memorized, speeches, decoder, semantic, autoencoding, semantickitti, utterance, supervised"
cs,220,"efficientnet, multicarrier, mobilenet, packetization, bandwidth, wireless, multiplexing, wimax, supernet, throughput, multicast, networking, bandwidths, wlan, resnets, multicasting, lte, streaming, communications, mimo"
cs,221,"patterns, clusterings, pattern, occurrences, discovering, apriori, clustering, occurrence, algorithms, mining, datasets, algorithm, datalog, aggregations, databases, bioinformatics, sorting, discovery, regularizations, profiling"
cs,222,"phylogenetic, trees, treedepth, subtrees, taxonomic, tree, subtree, forests, treebank, treewidth, adjacency, taxonomies, lineage, species, branching, algorithmically, genus, forest, hierarchical, arboricity"
cs,223,"depressive, depression, microblogging, tweets, softmax, nlp, twitter, annotating, classifying, corpus, classifiers, wordnet, annotators, sentiment, annotations, predicting, supervised, facebook, predictors, annotated"
cs,224,"detections, classifiers, classifier, detection, supervised, recognizing, classifying, classification, cnn, cnns, detecting, recognizers, classify, recognizer, ood, adversarial, underfitting, recognition, detects, imagenet"
cs,225,"wordnet, finance, textual, financial, corpus, annotators, annotating, softmax, nlp, treebank, annotations, semantickitti, texts, annotation, phrases, parsers, analysts, semantical, keywords, semantic"
cs,226,"parallelization, parallelizable, distributed, parallelized, parallelizing, supercomputing, parallelize, computing, algorithms, multiprocessor, coding, efficientnet, coded, packetization, supercomputers, mapreduce, multicore, decoding, bytecode, computational"
cs,227,"ecg, arrhythmia, ecgs, cardiac, softmax, classifiers, xlstm, classifier, autoencoders, deepmind, lstm, deeplabv, classifying, classification, tensorflow, ventricle, boosting, biomarker, audioset, autoencoder"
cs,228,"recording, pulse, webcam, recordings, arrhythmia, ecg, audioset, realtime, wavelets, camera, biomarker, telemetry, cardiovascular, xlstm, wearable, biometric, smartwatch, sensing, deepmind, tracking"
cs,229,"fashion, clothing, clothes, outfit, garments, personalizing, garment, imagenet, clothed, personalized, styles, personalization, personalize, recognition, supervised, recognizing, inception, shapenet, textile, features"
cs,230,"noma, multicarrier, multiplexing, multicast, gsm, cdma, multichannel, multicasting, noising, numa, multiuser, mimo, transmitting, transmit, noc, packetization, throughput, ofdm, lte, radios"
cs,231,"processes, process, workflows, datalog, processing, logging, logs, workflow, monitoring, dataflow, analytics, profiling, sensemaking, postprocessing, discovering, mining, bpm, automated, automating, sap"
cs,232,"predictability, prediction, predicts, predicting, predict, conforms, predictions, predictive, conformer, conform, conforming, classifiers, conformity, forecasters, predictable, predictors, conformation, conformations, ensembles, forecasting"
cs,233,"phishing, cybercrime, spam, cyberattacks, cybersecurity, emails, malicious, adversarially, anonymization, botnet, adversarial, malware, threats, compromised, security, alerts, captchas, eavesdroppers, scams, attacker"
cs,234,"lhc, convnets, tensorflow, collider, qcd, modelnet, detectors, deeplabv, cnn, convnet, accelerator, cnns, autoencoders, shapenet, benchmarked, perceptrons, particles, accelerators, detector, deepmind"
cs,235,"dehazing, imagenet, haze, deconvolution, deblurring, superpixels, denoising, deepmind, blurring, colorization, inception, blur, inceptionv, convnets, denoiser, retinanet, saliency, fog, hazy, cnn"
cs,236,"quantum, encodes, encoders, encode, quantization, coded, decoders, qubits, subcodes, encoder, decoding, precoders, quantized, qubit, encodings, entanglement, barcodes, quantizers, decoder, quantizer"
cs,237,"learns, recognizing, supervised, cnn, imagenet, deeplabv, cnns, deepmind, convnets, embeddings, learning, recognition, inception, inceptionv, recognizers, classifying, classifiers, autoencoders, classify, embedding"
cs,238,"anomaly, outliers, intrusions, outlier, anomalies, anomalous, intrusion, inlier, hypergraph, detections, shapenet, graphon, monitoring, detects, detection, detecting, botnet, detect, logs, softmax"
cs,239,"sar, sars, imagenet, radar, radars, cnn, aperture, recognition, autoencoders, cnns, convnets, deconvolution, autoencoder, deepmind, tensorflow, recognizer, sensed, convolutions, recognizing, recognizers"
cs,240,"supervised, autoencoders, classifying, classifiers, deeplabv, classification, ssc, recognizing, autoencoding, classify, recognizers, sssp, svm, svms, learns, classifier, recognizer, autoencoder, csl, cnns"
cs,241,"decoding, decoders, decoder, decode, encode, decoded, encodes, subcodes, encoder, bytecode, encoders, encodings, coding, encoding, encoded, uncoded, coded, precoders, decodes, polarization"
cs,242,"gestures, gesture, recognizes, recognizers, sign, recognizing, recognizer, multimodal, deeplabv, recognition, autoencoders, handwriting, handwritten, signing, deepmind, deaf, recognize, multimodality, lstms, convnets"
cs,243,"fuzzing, fuzzer, fuzzers, fuzz, debugger, testability, compilers, exploits, compiler, verilog, programmability, vulnerabilities, bytecode, runtimes, debugging, bugs, fusing, codebase, interpreters, implementations"
cs,244,"decoding, encoder, decoder, decoders, encode, autoencoders, encoders, autoencoder, imagenet, deeplabv, encoding, transmit, encodes, encodings, communications, precoder, precoders, channels, encoded, deepmind"
cs,245,"fraud, fraudulent, softmax, auditing, adjacency, cybercrime, hypergraph, shapenet, audits, audit, classifying, networks, laundering, graphon, outliers, multigraph, clusterings, analytics, gdpr, transactions"
cs,246,"melanoma, imagenet, deeplabv, biomarker, convnets, recognition, inceptionv, classify, classifying, cnn, classifiers, supervised, softmax, classifier, classification, recognizing, cnns, shapenet, deepmind, convnet"
cs,247,"gesture, kinect, pose, poses, gestures, articulated, hand, posing, hands, grasping, convnets, handcrafted, handovers, grasps, handles, grasp, deepmind, multimodal, glove, convnet"
cs,248,"crowds, cnn, crowdsensing, crowd, cnns, crowdsourcing, supervised, crowdsourced, imagenet, crowded, tracking, deepmind, pedestrians, counts, deeplabv, shapenet, convnets, footage, tracklets, counting"
cs,249,"editing, editability, editor, editors, annotators, editable, edits, modifications, annotating, adapting, revising, revision, modifying, knowledgeable, wordnet, annotations, improvements, learnt, annotate, learns"
cs,250,"imputation, missingness, refutations, incompleteness, datasets, imputing, excludes, imputed, completions, dataset, underfitting, skipping, completion, refutation, neglected, skip, omitted, omission, imp, incomplete"
cs,251,"exploits, vulnerabilities, toolchain, exploitable, exploiting, exploit, contracts, vulnerability, crypto, cryptosystems, cryptosystem, cryptanalysis, mitigations, vulnerable, hacking, blockchains, adversary, faults, toolkits, securely"
cs,252,"adversarial, adversarially, graphon, networks, shapenet, graphs, cnns, hypergraph, attacks, deeplabv, cnn, adversary, softmax, deepmind, digraphs, adjacency, efficientnet, backdoors, modelnet, botnet"
cs,253,"articulated, deepmind, convnets, kinect, deeplabv, tracklets, convnet, inceptionv, poses, pose, recognition, gesture, skeleton, gestures, actions, action, recognizing, shapenet, autoencoders, keras"
cs,254,"deepmind, imagenet, cnn, cnns, deeplabv, convnets, sensed, superpixels, recognition, detections, inceptionv, changing, changes, inception, convnet, recognizing, adaptation, detection, shapenet, autoencoders"
cs,255,"recipes, dietary, meal, food, recipe, nutrition, eating, cooking, feedforward, feed, feeding, cook, shapenet, deepmind, feeds, hungry, datasets, grocery, supervised, restaurant"
cs,256,"gait, gaits, kinect, walking, stride, recognition, biometrics, biometric, deepmind, tracklets, strides, exoskeleton, inceptionv, exoskeletons, walk, recognizing, convnets, deeplabv, stepping, recognizers"
cs,257,"transmitting, packetization, transmit, molecular, communications, packets, molecule, molecules, transmits, tcp, communication, signalling, communicate, decoders, signaling, packet, decoding, throughput, communicates, multicarrier"
cs,258,"spreadsheets, spreadsheet, excels, excelling, excel, macrocell, sheet, codebooks, codebook, spreads, sheets, analytics, documentation, implementations, analyses, oracles, workflows, maintainability, compilers, toolkits"
math,0,"laplacians, nonlinearities, ellipticity, laplacian, nonlinearity, quasiconvexity, sobolev, pdes, pde, nonlinearly, nonlinear, friedrichs, galerkin, quasiconvex, posedness, harmonics, quasiconformal, trudinger, subdifferential, inhomogeneous"
math,1,"groups, groupes, subgroups, quasigroups, subsemigroups, hypergroups, subgroup, subsemigroup, supergroups, quasigroup, group, grouped, supergroup, groupe, automorphisms, semigroups, lemmas, centralizers, cosets, abelianization"
math,2,"galerkin, discretizations, discretization, discretisations, discretisation, numerically, quasiconvex, discretized, numerical, meshing, discretised, discretizing, discretize, laplacians, stokes, smoothed, mesh, formulations, convection, pseudoconvex"
math,3,"ergodicity, quasiperiodic, ergodic, fractals, diffeomorphisms, invariants, dynamical, seminorms, diffeomorphic, measures, lyapunov, variational, lemmas, semistability, mappings, diffeomorphism, dynamics, nonlinearities, attractors, fractal"
math,4,"superalgebras, subalgebras, bialgebras, superalgebra, subalgebra, grassmannians, grassmannian, lusztig, tensors, semialgebraic, coalgebras, representations, algebras, invariants, supersymmetric, symmetrization, bialgebra, modules, nullstellensatz, dualities"
math,5,"tessellations, polytopes, polyhedral, polygonal, polyhedron, polytopal, polygons, hyperoctahedral, polytopic, triangulations, tessellation, polytope, hyperplanes, bidiagonal, lattices, polyhedra, quadrangles, subdivisions, shapes, quadrilaterals"
math,6,"subgraphs, graphs, multigraphs, adjacency, subgraph, hypergraphs, multigraph, cographs, graphons, graphon, digraphs, hypergraph, graph, vertex, digraph, lemmas, edges, vertices, trees, subtrees"
math,7,"macaulayness, nullstellensatz, modules, ideals, projectives, noetherian, submodules, projectively, projective, subschemes, lemmas, cohomologies, hartshorne, rings, macaulay, schemes, submodularity, codimensions, subscheme, bimodules"
math,8,"subalgebras, bialgebras, noncommutative, semialgebraic, superalgebras, semigroups, subalgebra, algebras, dualities, extensional, quasigroups, subcomplexes, commutators, invariants, representations, automorphisms, dualizable, centralizers, adjoints, semilattices"
math,9,"martingales, martingale, distributions, stochasticity, stochastically, distributional, stochastic, semimartingales, nonasymptotic, asymptotics, gibbsian, estimators, randomization, kolmogorov, expectation, ergodicity, probabilistic, asymptotical, semimartingale, distribution"
math,10,"operators, bochner, hilbertian, boundedness, operator, seminorms, boundedly, norms, integrability, norming, lemmas, commutators, ellipticity, lichnerowicz, laplacians, norm, operatorname, seminorm, dualities, quasiperiodic"
math,11,"knots, knot, knotted, tangles, crossings, strands, tangle, braids, invariants, homology, homotopies, fibrations, homotopical, braid, winding, strand, ties, homotopically, manifolds, braiding"
math,12,"minimizers, optimizations, optimization, optimizers, minimizes, optimizer, minimization, minimizer, minimisers, convexification, hessian, minimize, minimized, optimisation, optimizing, optimality, regularization, optimized, optimizes, optimize"
math,13,"controllability, stabilizability, lyapunov, stabilization, controllable, controllers, controller, control, stabilities, controls, stability, controlling, minimizers, robustness, optimization, optimizations, stabilizing, trajectory, dynamics, controlled"
math,14,"curvatures, hypersurfaces, curvature, hypersurface, surfaces, manifolds, manifold, solvmanifolds, surface, ellipticity, riemannian, geodesics, geodesic, subsurface, isometries, geodesically, submanifolds, geometrization, geometrical, submanifold"
math,15,"primes, primality, conjectures, conjecture, prime, diophantine, coprime, oeis, arithmetics, integers, arithmetical, divisors, semiprime, modulo, bertrand, primal, lemmas, ramanujan, conjectured, sieve"
math,16,"combinatorially, combinatorial, subordinators, oeis, permutations, permutable, rearrangements, permutation, permuted, arrangements, successive, combinatorics, monomials, lattices, derangements, subordinator, shuffling, enumerators, contiguous, enumerations"
math,17,"functor, functorial, functors, functorially, functoriality, quivers, morphisms, categories, modules, cohomologies, projectives, quiver, monads, adjunctions, adjunction, cohomological, dualities, cohomologically, monad, subalgebras"
math,18,"manifolds, manifold, curvatures, solvmanifolds, meromorphic, kahler, submanifolds, hypersurfaces, riemannian, kleinian, diffeomorphic, curvature, cohomologies, biholomorphic, nilmanifolds, cohomology, hyperkahler, submanifold, cohomological, hypersurface"
math,19,"manifolds, riemannian, curvatures, manifold, solvmanifolds, curvature, tensors, geodesic, geodesics, isometries, tensorial, geodesically, bivariant, coinvariants, tensor, grassmannian, submanifolds, covariant, kleinian, isometry"
math,20,"geodesically, hypersurfaces, geodesics, geodesic, curvatures, manifolds, hyperbolicity, hypersurface, surfaces, manifold, hyperbolic, curvature, kleinian, geometries, tessellations, ellipticity, foliations, solvmanifolds, isometries, meromorphic"
math,21,"stochasticity, stochastic, semimartingales, stochastically, semimartingale, diffusions, ito, diffusion, martingale, martingales, brownian, markovian, sde, sdes, variational, gibbsian, laplacians, lyapunov, pdes, bochner"
math,22,"functors, functoriality, functor, functorially, categories, functorial, adjunctions, morphisms, monads, adjunction, categorical, monad, categorify, monadic, dualities, notions, categoricity, diagrammatic, category, bicategories"
math,23,"bundles, sheaves, sheaf, projectives, bundle, subbundles, hartshorne, projective, projectively, ampleness, subbundle, hypersurfaces, schemes, varieties, grassmannian, cohomologies, grassmannians, cohomology, subschemes, cohomological"
math,24,"eisenstein, modularity, residues, modular, eigenforms, siegel, ellipticity, busemann, frobenius, moduli, forms, riemann, automorphic, residue, invariants, selberg, rankin, representations, modulo, lemmas"
math,25,"spectral, gaussian, markovian, randomization, eigenmodes, gaussians, stochastically, eigenpairs, spectrally, eigenstates, stochasticity, stochastic, eigenfunctions, randomness, martingales, distributional, ergodicity, eigenspaces, covariances, randomized"
math,26,"representations, representation, invariants, eisenstein, grassmannians, grassmannian, irreducibles, automorphisms, equivariant, langlands, frobenius, decompositions, lusztig, galois, automorphic, localizations, automorphism, irreducible, generalized, superalgebras"
math,27,"estimations, estimators, estimation, estimating, lasso, estimates, estimator, minimizers, estimate, regressions, semiparametric, nonparametric, regression, predictors, lindenstrauss, models, regularization, empirical, mle, likelihoods"
math,28,"diffusions, diffusion, laplacians, quasiconvexity, bifurcations, nonlinearities, dynamics, pdes, odes, viscosities, pde, bifurcation, lyapunov, laplacian, nonlinearity, hydrodynamics, viscoelasticity, nonlinearly, flows, nonlinear"
math,29,"eigenfunctions, eigenfunction, laplacians, spectral, schroedinger, laplacian, schrodinger, spectrally, eigenmodes, spectrum, operators, friedrichs, eigenspaces, hilbertian, eigenstates, eigenspace, bochner, operator, eigenvalue, eigenvalues"
math,30,"stokes, viscous, viscosities, viscosity, flows, laplacians, hydrodynamics, sobolev, galerkin, viscoelasticity, hydrodynamic, navier, posedness, quasiconvex, friedrichs, pdes, quasiconvexity, convection, laplacian, trudinger"
math,31,"hyperelliptic, isogeny, projectives, varieties, curves, genus, abelianization, superelliptic, subelliptic, galois, ellipticity, projective, projectively, invariants, ampleness, jacobians, eisenstein, irreducibles, hartshorne, algebraicity"
