subject,topic_id,first_year,last_year,n_years,cosine_sim,ttd,words_first,words_last
math,0,2000,2025,26,0.6,0.4,"toric, hypersurfaces, varieties, semiample, cohomology, witten, calabi, yau, chiral, mirror","mathbb, mathcal, cohomology, mathrm, calabi, yau, mirror, toric, varieties, group"
math,1,2000,2025,26,0.3,0.7,"ij, inequalities, eigenvalues, qtext, laplacian, bergman, clamped, lambda, f3, vibrating","mathbb, inequalities, eigenvalue, laplacian, inequality, domains, estimates, steklov, eigenvalues, sobolev"
math,2,2000,2025,26,0.5,0.5,"algebra, algebras, hexagon, bethe, vertex, mathfrak, ggs, belavin, sl, baxter","mathfrak, algebras, algebra, quantum, mathcal, bethe, gl, lie, sl, flag"
math,3,2000,2025,26,0.3,0.7,"sedenions, log, divisors, singularities, assessors, ideals, bf, varieties, multiplier, toric","mathcal, mathbb, divisors, toric, varieties, sheaves, moduli, divisor, overline, projective"
math,4,2000,2025,26,0.2,0.8,"foliation, groupoids, foliations, groupoid, leaves, correspondent, torus, lie, metric, covered","anosov, hyperbolic, foliations, group, manifolds, foliation, manifold, groups, mathbb, flow"
math,5,2000,2025,26,0.5,0.5,"algebras, algebra, mathtt, clifford, hopf, lie, dim, group, ah, modop","algebras, algebra, mathbb, group, mathfrak, groups, hopf, lie, mathcal, quantum"
math,6,2000,2025,26,0.3,0.7,"algebras, nest, banach, hyperatomic, algebra, csl, closed, singly, hahn, containment","banach, algebras, algebra, mathcal, spaces, operator, mathbb, aa, operators, cdot"
math,7,2000,2025,26,0.5,0.5,"quantum, representations, algebra, algebras, braid, group, tensor, groups, product, krammer","quantum, mathfrak, algebras, algebra, sl, mathbb, representations, hopf, gl, braid"
math,8,2000,2025,26,0.5,0.5,"ideal, monomial, ideals, cohomology, ext, cal, graded, modules, local, arrangement","ideals, monomial, ideal, graded, ring, rings, rr, modules, mathfrak, mathrm"
math,9,2000,2025,26,0.2,0.8,"tree, continued, incidence, fraction, catalan, permutations, trees, generating, matrices, ordered","permutations, graphs, graph, trees, permutation, number, random, ex, vertices, pattern"
math,10,2000,2025,26,0.6,0.4,"dinger, schr, spectral, operators, operator, adjoint, quasiperiodic, titchmarsh, potentials, schrodinger","operators, spectral, operator, dinger, schr, spectrum, potentials, eigenvalues, potential, scattering"
math,11,2000,2025,26,0.7,0.3,"algebra, superconformal, quantum, algebras, sl, schrodinger, weyl, mathfrak, deformed, superalgebra","mathfrak, algebra, quantum, gl, algebras, weyl, mathcal, sl, superalgebra, superalgebras"
math,12,2000,2025,26,0.4,0.6,"groups, diagram, group, amalgamation, subgroups, thompson, platonov, bases, plotkin, subgroup","groups, group, subgroups, gg, subgroup, finite, free, mathrm, artin, braid"
math,13,2000,2025,26,0.4,0.6,"knots, knot, legendrian, vassiliev, moves, invariants, linking, links, triple, contact","knots, knot, links, homology, heegaard, genus, link, concordance, floer, legendrian"
math,14,2000,2025,26,0.4,0.6,"fans, fano, bundles, intersection, fan, sheaves, varieties, cohomology, sheaf, toric","bundles, fano, varieties, mathcal, mathbb, sheaves, bundle, projective, smooth, line"
math,15,2000,2025,26,0.2,0.8,"categories, ideals, functors, additive, homology, reduces, homological, dependent, choice, objects","categories, category, triangulated, mathcal, functors, functor, infty, homotopy, derived, subcategories"
math,16,2000,2025,26,0.1,0.9,"widetilde, mirror, witten, curve, mm, gromov, dictionary, nz, category, elliptic","mathcal, gauge, theories, mathbb, theory, symmetry, string, quantum, mathfrak, witten"
math,17,2000,2025,26,0.1,0.9,"modular, nieto, barth, meromorphic, genus, quintic, mirror, maps, theories, function","modular, curves, mathbb, forms, selmer, conjecture, elliptic, shimura, abelian, varieties"
math,18,2000,2025,26,0.4,0.6,"groups, newton, galois, group, polygon, polygons, ell, reversing, symmetries, vigneras","mathbb, group, groups, galois, mathrm, gl, representations, gg, ell, field"
math,19,2000,2025,26,0.5,0.5,"bbb, surfaces, ak, cubic, group, moduli, surface, curves, tautological, space","surfaces, mathbb, curves, surface, group, mathcal, genus, hyperelliptic, k3, moduli"
math,20,2001,2025,24,0.3,0.7,"potentials, walk, discrepancy, lim, random, drunkard, time, sinai, aging, dinger","mathbb, dinger, schr, estimates, random, frac, infty, potentials, equation, decay"
math,21,2000,2025,26,0.2,0.8,"random, tilings, intersecting, gessel, measures, regime, distribution, limiting, fredholm, model","random, walk, limit, process, mathbb, distribution, processes, gaussian, time, walks"
math,22,2000,2025,26,0.7,0.3,"einstein, curvature, kaehler, ricci, metrics, ew, dkp, metric, flow, manifolds","ricci, einstein, curvature, metrics, manifolds, hler, conformal, flow, riemannian, metric"
math,23,2000,2025,26,0.5,0.5,"lie, schur, algebra, superalgebra, enveloping, superalgebras, basis, algebras, kostant, presentation","mathfrak, lie, superalgebras, superalgebra, algebras, algebra, gl, osp, mathcal, derivations"
math,24,2000,2025,26,0.6,0.4,"kodaira, projective, dominable, hodge, cohomology, dimension, surfaces, manifolds, cc, hler","hodge, cohomology, varieties, hler, holomorphic, kodaira, manifolds, projective, bundles, bundle"
math,25,2000,2025,26,0.2,0.8,"valuation, geodesics, punctured, homology, tori, hyperbolic, simple, norm, torus, length","hyperbolic, teichm, ller, geodesic, geodesics, thurston, boundary, surfaces, metric, surface"
math,26,2000,2025,26,0.5,0.5,"metastable, random, walks, probability, walker, time, exit, state, markov, erased","random, walk, walks, markov, time, probability, chains, graphs, process, graph"
math,27,2000,2025,26,0.1,0.9,"kappa, popescu, gamma, eisenbud, spec, schreyer, modules, aleph, resolution, wehrung","modules, rr, rings, gorenstein, module, ring, macaulay, cohen, noetherian, mathcal"
math,28,2001,2025,22,0.2,0.8,"stream, mesh, navier, stokes, level, flow, fine, coarse, contours, method","error, numerical, mesh, method, accuracy, time, order, methods, schemes, galerkin"
math,29,2002,2025,24,0.3,0.7,"primes, powers, rieman, sum, replace, avoids, formed, regions, log, large","log, prime, primes, frac, leq, number, le, sum, sqrt, function"
math,30,2001,2025,24,0.0,1.0,"probability, chains, twice, sampled, measures, invariant, repetitions, coagulation, parts, merging","branching, population, process, processes, random, time, coalescent, distribution, galton, offspring"
math,31,2000,2025,26,0.1,0.9,"tinybbb, smallbbb, lescop, equivariant, arakelov, rm, euler, dk, group, orbit","mirror, invariants, mathbb, equivariant, toric, mathcal, mathrm, varieties, symplectic, symmetry"
math,32,2000,2025,26,0.3,0.7,"curves, curve, pmod, equiv, towers, maximal, fermat, points, rational, genus","mathbb, curves, elliptic, points, rational, diophantine, number, conjecture, ell, height"
math,33,2000,2025,25,0.2,0.8,"gamma, det, isometric, integer, group, groups, quasi, nonpolycyclic, cyclic, abelian","groups, mathbb, group, finite, rank, gg, sofic, gl, dimension, representations"
math,34,2005,2025,20,0.1,0.9,"copositive, quadratic, l1, ball, bound, sdp, optimization, superiority, nesterov, lp","optimization, convex, problems, semidefinite, method, programming, problem, constraints, nonconvex, primal"
math,35,2000,2025,26,0.5,0.5,"galois, group, wf, groups, field, cohomology, arithmetically, ring, linking, working","mathbb, galois, groups, group, cohomology, mathrm, gg, kk, pp, field"
math,36,2000,2025,26,0.8,0.2,"symplectic, hamiltonian, group, manifolds, lie, action, manifold, hyperkaehler, quasifolds, lagrangian","symplectic, hamiltonian, lie, manifolds, mathbb, group, manifold, action, lagrangian, actions"
math,37,2000,2025,26,0.8,0.2,"hodge, manifolds, cohomology, rham, complex, differential, kahler, manifold, structures, gelfand","hodge, manifolds, cohomology, hler, complex, forms, structures, differential, rham, manifold"
math,38,2000,2025,24,0.1,0.9,"3k, graph, 4k, lawler, sets, listed, coloring, exact, chromatic, independent","graph, graphs, dominating, gg, domination, kk, vertex, vertices, minimum, frac"
math,39,2000,2025,26,0.5,0.5,"knots, knot, homology, skein, su, quandle, jones, invariant, colored, khovanov","khovanov, homology, knots, knot, link, links, virtual, invariants, floer, invariant"
math,40,2000,2025,26,0.5,0.5,"contact, webster, tanaka, manifolds, manifold, fillings, stein, harnack, curvature, dehn","contact, manifolds, stein, manifold, surfaces, reeb, surface, fillings, fillable, structures"
math,41,2000,2025,25,0.2,0.8,"stochastic, frequencies, measure, forcing, ginzburg, lying, landau, pde, uniqueness, controllability","stochastic, martingale, processes, time, martingales, process, brownian, stopping, random, measure"
math,42,2000,2025,26,0.3,0.7,"zeta, hep, sums, values, alternating, multiple, clausen, binomial, polylogarithms, arakelov","zeta, multiple, values, functions, mathbb, shuffle, function, series, qq, hurwitz"
math,43,2000,2025,26,0.5,0.5,"mathcal, eb, group, groups, gg, tilting, abelian, subgroups, lengths, rr","groups, group, mathcal, finite, mathbb, mathrm, gg, finitely, pp, subgroups"
math,44,2000,2025,26,0.4,0.6,"rinehart, algebras, lie, vilkovisky, batalin, gerstenhaber, algebra, associative, exterior, underlying","algebras, lie, leibniz, mathfrak, algebra, rota, mathbb, baxter, associative, graded"
math,45,2008,2025,17,0.4,0.6,"incremental, stochastic, gradient, errors, algorithms, optimization, sub, network, diminishing, subgradient","gradient, optimization, stochastic, convergence, convex, sgd, nonconvex, learning, algorithms, descent"
math,46,2003,2025,22,0.2,0.8,"gently, beneath, nonequilibrium, stochastic, conduction, solutions, thermal, regularity, norm, low","diffusion, nonlocal, solutions, equation, time, equations, reaction, stochastic, solution, nonlinear"
math,47,2000,2025,26,0.5,0.5,"askey, wilson, hypergeometric, polynomials, functions, ba, coleman, bq, integrals, function","hypergeometric, functions, polynomials, integrals, function, series, bessel, integral, expansions, hermite"
math,48,2000,2025,26,0.4,0.6,"kos, algebras, koszul, rm, graded, ideal, acyclic, mathcal, bigcap, artinian","ideals, ideal, mathfrak, mathcal, koszul, rings, algebras, ring, algebra, gorenstein"
math,49,2000,2025,26,0.3,0.7,"xm, orbifold, moduli, flops, bundles, sheaves, cohomology, threefolds, birational, categories","sheaves, moduli, bundles, mathcal, mathbb, spaces, projective, category, space, stable"
math,50,2000,2025,26,0.3,0.7,"manifolds, surfaces, immersed, geometry, boundary, bounded, points, geodesic, coordinate, complex","surfaces, minimal, boundary, curvature, mathbb, surface, area, riemannian, plateau, manifolds"
math,51,2007,2025,19,0.1,0.9,"svd, procedures, tau, adaptive, unknown, noise, needlets, payment, estimation, density","convergence, learning, problems, inverse, regularization, optimization, gradient, data, problem, noise"
math,52,2003,2025,22,0.5,0.5,"service, queue, queues, discipline, markov, nonhomogeneous, tailed, heavy, time, maximum","queue, markov, time, process, service, processes, distribution, renewal, queues, queueing"
math,53,2002,2025,24,0.2,0.8,"separated, holroyd, schrijver, sets, rado, ko, erdos, kneser, graph, subgraph","graphs, graph, gg, coloring, chromatic, vertices, vertex, edge, number, subgraph"
math,54,2011,2025,15,0.5,0.5,"nonlinearity, optimization, algorithm, regularization, excessive, convergence, tikhonov, problems, constrained, convex","optimization, convergence, learning, algorithm, gradient, convex, online, problems, method, algorithms"
math,55,2000,2025,24,0.2,0.8,"ell, bounded, 1h, williams, buildrel, operators, multipliers, shift, multiplier, ge","operators, mathbb, hardy, operator, spaces, boundedness, infty, frac, fractional, bounded"
math,56,2000,2025,25,0.5,0.5,"bt, random, matrices, matrix, hermite, la, wigner, hermitian, eigenvalues, eigenvalue","random, matrices, matrix, distribution, spectral, entries, eigenvalues, eigenvalue, gaussian, mathbf"
math,57,2006,2025,19,0.5,0.5,"communication, rendezvous, laws, enclosing, consensus, control, distributed, network, orthotope, agents","distributed, communication, optimization, agents, decentralized, consensus, learning, convergence, gradient, network"
math,58,2000,2025,26,0.2,0.8,"corti, fano, pukhlikov, varieties, folds, reid, birational, foreword, shafarevich, fletcher","fano, varieties, threefolds, mathbb, picard, smooth, curves, ample, genus, surfaces"
math,59,2002,2025,23,0.2,0.8,"ij, ds, nu, bmo, assure, nontangential, nondivergence, dirichlet, operator, infty","fractional, mathbb, operators, hardy, weighted, spaces, infty, frac, operator, inequalities"
math,60,2000,2025,26,0.1,0.9,"varieties, grad, bf, hypersurfaces, secant, lines, algebraic, dimension, arc, endomorphisms","foliations, mathbb, foliation, hypersurfaces, projective, surfaces, curves, mathcal, hypersurface, degree"
math,61,2017,2025,9,0.7,0.3,"neural, learning, networks, equations, data, informed, training, differential, physics, network","neural, learning, informed, pdes, networks, network, pinns, training, physics, deep"
math,62,2000,2025,26,0.6,0.4,"homotopy, category, operads, categories, monoidal, algebras, definition, simplicial, operad, multicategories","categories, category, infty, mathcal, monoidal, operads, mathbf, algebras, mathscr, operad"
