subject,year_from,year_to,topic_id,words
math,2000,2001,17,"kenzo, constructive, program, monic, compactification, arakelov, unreachable, sergeraert, root, space"
math,2000,2001,24,"jacobi, meixner_pollaczek, operator, spectral, hypergeometric, repka, masson, theorem, favard, meixner"
math,2000,2001,27,"discrepancy, drunkard, lim_to0, sinai, potential, walk, strichartz_estimate, dispersive, frac, random_walk"
math,2000,2001,31,"law, functional, weak, voronoi, weighting, near_neighbor, point, boolean, influence, graph"
math,2000,2001,40,"mesh, stream, navi_stoke, finite_element, level, flow, efficiently, coarse, fine, cavity"
math,2000,2001,43,"measure, probability, coagulation_fragmentation, dirichlet, invariant, repetition, transience, poisson, law, chain"
math,2000,2001,61,"ohno, zeta_function, relation, zeta, numeric, hasse_weil, riemann_zeta, hep, clausen, rivoal"
math,2000,2001,63,"sandpile, bethe, volume, thermodynamic, criticality, abelian, existence, infinite, markov, stationary"
math,2001,2002,17,"tree, polynomial, root_unity, kenzo, welk, forest, root, cycle, completion, pfaffian"
math,2001,2002,29,"packing, ballistic_deposition, spatial, renyi, gaussian, applied, car, random, birth, parking"
math,2001,2002,38,"arithmetic_macaulayfication, scr_scr, rees, module, symbolic_rees, cohen_macaulay, algebra, kappa, resolution, ideal"
math,2001,2002,41,"rieman, power, sum, prime, integer, region, dirichlet, hypothesis, calculation, exponential"
math,2001,2002,44,"equivariant, lefschetz, cohomology, gromov_witten, pattern, quantum, manifold, invariant, euler_characteristic, mirror"
math,2001,2002,51,"turning, diffeomorphism, limit, inverse, orbit, point, ergodic, bar_bar, analytic, linearizable"
math,2001,2002,56,"lecture, algebra, institute, nato, cambridge, june_july, sciences, littlewood_richardson_coefficients, berenstein, positivity"
math,2001,2002,60,"brownian_web, werner, arratia, brownian_motion, random_variable, random_walk, point, appropriate, space, path"
math,2001,2002,62,"group, combable, mathcal, cup, mathcal_mathcal, cap, unsolvable, conjugacy, subseteq, cyclic"
math,2001,2002,69,"ray, cone, extreme, experience, hilbert, computation, basis, project, cap_cap, macaulay"
math,2001,2002,70,"similitude, convex_hull, hausdorff_dimension, self_similar, set, tilde_tilde, extreme, commensurable, convex, satisfies"
math,2001,2002,78,"erdo_rado, holroyd, schrijver, kneser, johnson, set, subgraph, independence, collection, critical"
math,2001,2002,80,"operator, bijection, lim, define, nonspectral, limpt, nonnormal, denote, essential, subspace"
math,2001,2002,82,"erdo_renyi, random, riemann_hilbert, enumeration, partition, itzykson, matrix, bessis, function, valence"
math,2001,2002,84,"birational, curve, genus, fold, quartic, variety, ample, fano_fold, divisor, abelian_variety"
math,2001,2002,85,"bmo, nontangential, nondivergence, dirichlet, operator, bounded, infty, oscillation, measure, boundary"
math,2001,2002,86,"calculus, bayesian, poisson, partiton, weng, perman, pitman_yor, dirichlet, amplification, cox"
math,2002,2003,1,"toric_variety, calabi_yau_hypersurface, toric, wronskian, hyperkaehler, fibration, torus, degeneration, gluing, langland_correspondence"
math,2002,2003,13,"quantum, superalgebra, algebra, supersymmetric, representation, group, charge, stcms, superplane, superalgebras"
math,2002,2003,16,"fano_threefold, rationality, rational, line, quasi, formal, bundle, curve, tilde, regularity"
