subject,model,word,gt_category,model_category,match,model_slope,model_p_value,model_r_squared,span,coverage_pct
math,bertopic,mathbb,emerging,emerging,True,0.481368,0.0,0.7797,17,73.1
math,bertopic,mathcal,emerging,emerging,True,0.408889,0.0,0.7991,15,84.6
math,bertopic,mathrm,emerging,emerging,True,0.120342,4e-06,0.5909,12,50.0
math,bertopic,frac,emerging,emerging,True,0.167179,9e-06,0.5686,14,84.6
math,bertopic,optimization,emerging,emerging,True,0.190085,0.0,0.8718,19,80.8
math,bertopic,method,emerging,emerging,True,0.296068,0.0,0.6603,16,73.1
math,bertopic,time,emerging,emerging,True,0.144957,0.00012,0.4667,22,92.3
math,bertopic,optimal,emerging,emerging,True,0.152479,0.0,0.7979,21,80.8
math,bertopic,control,emerging,emerging,True,0.163077,1e-05,0.5627,26,100.0
math,bertopic,numerical,emerging,emerging,True,0.346667,0.0,0.8345,16,76.9
math,bertopic,convergence,emerging,emerging,True,0.172991,0.0,0.7467,15,73.1
math,bertopic,data,emerging,emerging,True,0.161709,0.0,0.6751,22,84.6
math,bertopic,problem,emerging,emerging,True,0.265641,0.0,0.7664,17,76.9
math,bertopic,stochastic,emerging,emerging,True,0.137094,1.6e-05,0.546,23,88.5
math,bertopic,learning,emerging,emerging,True,0.179487,0.0,0.7709,10,50.0
math,bertopic,problems,emerging,emerging,True,0.100855,0.000793,0.3803,21,80.8
math,bertopic,varepsilon,emerging,emerging,True,0.110427,8.6e-05,0.4805,17,69.2
math,bertopic,mathfrak,emerging,emerging,True,0.232479,4e-06,0.5919,21,96.2
math,bertopic,model,emerging,emerging,True,0.331282,0.0,0.7351,24,96.2
math,bertopic,graph,emerging,emerging,True,0.136068,0.0,0.7857,26,100.0
math,bertopic,study,stable,stable,True,-0.005812,0.265491,0.0514,1,3.8
math,bertopic,non,stable,stable,True,0.0,1.0,0.0,0,0.0
math,bertopic,number,stable,emerging,False,0.124786,1e-06,0.6485,23,92.3
math,bertopic,new,stable,stable,True,0.0,1.0,0.0,0,0.0
math,bertopic,paper,stable,stable,True,-0.003761,0.474636,0.0215,1,3.8
math,bertopic,results,stable,stable,True,0.0,1.0,0.0,0,0.0
math,bertopic,result,stable,stable,True,0.0,1.0,0.0,0,0.0
math,bertopic,function,stable,emerging,False,0.064615,0.001274,0.3568,23,88.5
math,bertopic,prove,stable,stable,True,0.0,1.0,0.0,0,0.0
math,bertopic,set,stable,emerging,False,0.077265,0.00047,0.4054,12,80.8
math,bertopic,type,stable,emerging,False,0.032821,0.04648,0.1552,7,53.8
math,bertopic,functions,stable,stable,True,0.053675,0.158224,0.0812,23,96.2
math,bertopic,finite,stable,emerging,False,0.054017,0.004376,0.292,22,88.5
math,bertopic,local,stable,emerging,False,0.032479,0.031661,0.1783,15,76.9
math,bertopic,random,stable,emerging,False,0.108376,0.000498,0.4027,26,100.0
math,bertopic,positive,stable,stable,True,0.001709,0.845682,0.0016,1,11.5
math,bertopic,case,stable,stable,True,0.0,1.0,0.0,0,0.0
math,bertopic,point,stable,stable,True,0.002051,0.836148,0.0018,1,15.4
math,bertopic,spaces,stable,emerging,False,0.035214,0.00018,0.4491,26,100.0
math,bertopic,systems,stable,emerging,False,0.063248,0.014105,0.226,26,100.0
math,bertopic,algebras,decaying,stable,False,0.004786,0.872543,0.0011,26,100.0
math,bertopic,algebra,decaying,stable,False,0.020171,0.580274,0.0129,26,100.0
math,bertopic,group,decaying,emerging,False,0.044786,0.006801,0.2676,26,100.0
math,bertopic,manifolds,decaying,stable,False,0.047863,0.149083,0.0847,26,100.0
math,bertopic,lie,decaying,stable,False,0.025299,0.125401,0.0951,26,100.0
math,bertopic,quantum,decaying,stable,False,-0.042051,0.115694,0.0999,26,100.0
math,bertopic,groups,decaying,emerging,False,0.060171,0.005021,0.2844,26,100.0
math,bertopic,complex,decaying,decaying,True,-0.04,0.014068,0.2262,8,34.6
math,bertopic,manifold,decaying,stable,False,0.041709,0.07725,0.1243,24,96.2
math,bertopic,cohomology,decaying,stable,False,0.014017,0.319524,0.0413,26,100.0
math,bertopic,theory,decaying,stable,False,0.045812,0.064046,0.1357,12,92.3
math,bertopic,space,decaying,stable,False,-0.007521,0.789709,0.003,26,100.0
math,bertopic,algebraic,decaying,stable,False,0.020171,0.128161,0.0938,4,42.3
math,bertopic,invariants,decaying,stable,False,0.017778,0.146343,0.0858,26,100.0
math,bertopic,geometry,decaying,stable,False,0.008547,0.647131,0.0089,9,84.6
math,bertopic,symplectic,decaying,stable,False,0.015726,0.352059,0.0362,26,100.0
math,bertopic,hopf,decaying,stable,False,-0.009573,0.447967,0.0242,26,100.0
math,bertopic,invariant,decaying,stable,False,-0.015043,0.388224,0.0312,1,15.4
math,bertopic,varieties,decaying,emerging,False,0.047863,0.037058,0.1688,26,100.0
math,bertopic,let,decaying,decaying,True,-0.035214,0.00018,0.4491,4,19.2
