subject,num_topics,num_years,coherence_mean,coherence_std,irbo_mean,irbo_std,quality_mean,quality_std,topics_growing,topics_stable,topics_declining
physics,207,26,0.644329,0.072861,0.9888,0.00301,0.777759,0.053987,91,63,53
