subject,num_topics,num_years,unique_keywords,avg_keyword_freq,coherence_mean,coherence_std,irbo_mean,irbo_std,quality_mean,quality_std,topics_growing,topics_stable,topics_declining
cs,50,26,559,9458.65,0.362891,0.033211,0.883586,0.098912,0.510275,0.016733,14,12,24
