subject,word,category,span,total_years_present,span_start,total_years,coverage_pct,total_topic_hits,avg_topics_when_present,topic_counts_per_year,presence
physics,learning,emerging,18,24,2008,26,92.3,127,5.29,"[1, 1, 1, 0, 1, 2, 1, 0, 2, 1, 1, 2, 1, 2, 2, 3, 3, 8, 10, 10, 12, 12, 10, 12, 14, 15]",███·███·██████████████████
physics,imaging,emerging,19,22,2007,26,84.6,90,4.09,"[0, 0, 1, 1, 0, 2, 0, 1, 3, 3, 3, 2, 3, 3, 4, 5, 5, 7, 6, 7, 5, 6, 7, 5, 5, 6]",··██·█·███████████████████
physics,neural,emerging,17,25,2009,26,96.2,95,3.8,"[2, 1, 1, 2, 1, 1, 1, 1, 0, 1, 1, 2, 1, 1, 2, 3, 3, 6, 8, 8, 9, 8, 8, 8, 8, 8]",████████·█████████████████
physics,based,emerging,1,4,2010,26,15.4,4,1.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",··········█··█······█··█··
physics,high,emerging,7,13,2019,26,50.0,29,2.23,"[0, 0, 1, 0, 2, 0, 1, 0, 0, 0, 0, 0, 2, 1, 0, 1, 0, 0, 0, 1, 3, 2, 2, 1, 6, 6]",··█·█·█·····██·█···███████
physics,materials,emerging,12,18,2014,26,69.2,51,2.83,"[1, 0, 0, 0, 3, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 2, 6, 4, 6, 3, 3, 7, 8]",█···█·█·██·█··████████████
physics,demonstrate,emerging,0,0,-1,26,0.0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",··························
physics,models,emerging,8,11,2018,26,42.3,21,1.91,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 3, 2, 2, 2, 3, 4]",··█············██·████████
physics,network,emerging,26,26,2000,26,100.0,195,7.5,"[2, 1, 1, 4, 2, 5, 8, 4, 5, 6, 7, 9, 8, 7, 9, 9, 10, 12, 14, 13, 14, 11, 10, 9, 7, 8]",██████████████████████████
physics,performance,emerging,15,17,2011,26,65.4,23,1.35,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 2, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 2, 2]",·····█···█·███████████████
physics,machine,emerging,13,14,2013,26,53.8,42,3.0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 3, 3, 4, 4, 8, 5, 4, 3, 3]",·█···········█████████████
physics,quantum,emerging,26,26,2000,26,100.0,448,17.23,"[11, 9, 9, 4, 7, 9, 11, 11, 10, 13, 20, 17, 23, 20, 17, 18, 22, 23, 23, 21, 25, 21, 27, 23, 27, 27]",██████████████████████████
physics,networks,emerging,23,24,2003,26,92.3,161,6.71,"[2, 0, 0, 1, 3, 2, 9, 6, 5, 5, 6, 9, 5, 10, 6, 7, 8, 7, 10, 11, 9, 7, 10, 7, 8, 8]",█··███████████████████████
physics,deep,emerging,9,9,2017,26,34.6,33,3.67,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 4, 6, 4, 4, 2, 3, 1]",·················█████████
physics,topological,emerging,16,21,2010,26,80.8,25,1.19,"[0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 1]",·█████····████████████████
physics,data,emerging,17,24,2009,26,92.3,168,7.0,"[5, 3, 4, 3, 4, 0, 2, 1, 0, 5, 5, 4, 4, 5, 7, 6, 6, 8, 12, 12, 11, 12, 13, 11, 12, 13]",█████·██·█████████████████
physics,applications,emerging,0,0,-1,26,0.0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",··························
physics,optical,emerging,26,26,2000,26,100.0,444,17.08,"[3, 3, 8, 7, 5, 9, 11, 11, 9, 10, 12, 16, 18, 20, 22, 22, 22, 25, 22, 25, 29, 27, 30, 26, 25, 27]",██████████████████████████
physics,flow,emerging,26,26,2000,26,100.0,342,13.15,"[5, 6, 3, 5, 2, 6, 12, 8, 12, 10, 10, 10, 10, 18, 12, 17, 21, 17, 19, 16, 18, 22, 16, 23, 21, 23]",██████████████████████████
physics,mathrm,emerging,13,20,2013,26,76.9,77,3.85,"[0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 3, 4, 4, 3, 3, 6, 4, 9, 4, 6, 6, 6, 12]",···████·█·██·█████████████
physics,energy,stable,26,26,2000,26,100.0,192,7.38,"[3, 3, 4, 1, 1, 3, 7, 4, 9, 6, 7, 4, 10, 7, 10, 6, 11, 12, 7, 13, 9, 14, 9, 11, 10, 11]",██████████████████████████
physics,results,stable,0,0,-1,26,0.0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",··························
physics,model,stable,26,26,2000,26,100.0,237,9.12,"[1, 3, 2, 2, 2, 5, 8, 4, 8, 6, 5, 6, 14, 13, 10, 13, 7, 13, 10, 17, 13, 18, 14, 14, 13, 16]",██████████████████████████
physics,analysis,stable,2,8,2008,26,30.8,8,1.0,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]",····█···██··██·██···█·····
physics,present,stable,0,0,-1,26,0.0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",··························
physics,density,stable,16,21,2009,26,80.8,28,1.33,"[0, 1, 1, 1, 0, 1, 2, 0, 0, 1, 2, 1, 1, 2, 2, 1, 2, 2, 2, 1, 1, 1, 1, 1, 1, 0]",·███·██··████████████████·
physics,laser,stable,26,26,2000,26,100.0,271,10.42,"[7, 8, 7, 6, 10, 7, 11, 11, 11, 10, 10, 9, 13, 11, 11, 12, 14, 11, 12, 12, 12, 10, 13, 12, 10, 11]",██████████████████████████
physics,state,stable,13,19,2013,26,73.1,41,2.16,"[1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 2, 1, 0, 2, 1, 1, 2, 1, 3, 4, 2, 2, 5, 5, 3, 3]",█··█··██··██·█████████████
physics,used,stable,0,0,-1,26,0.0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",··························
physics,states,stable,23,24,2003,26,92.3,78,3.25,"[2, 0, 0, 3, 2, 1, 2, 1, 1, 2, 2, 3, 4, 2, 5, 4, 4, 6, 5, 4, 4, 4, 4, 4, 3, 6]",█··███████████████████████
physics,field,stable,26,26,2000,26,100.0,208,8.0,"[5, 6, 5, 3, 4, 5, 2, 9, 6, 6, 9, 9, 8, 7, 9, 11, 10, 10, 9, 13, 12, 11, 9, 13, 7, 10]",██████████████████████████
physics,time,stable,21,25,2005,26,96.2,102,4.08,"[5, 1, 3, 1, 0, 5, 6, 4, 3, 5, 1, 6, 6, 5, 5, 5, 6, 2, 3, 3, 5, 3, 7, 4, 5, 3]",████·█████████████████████
physics,dimensional,stable,2,3,2007,26,11.5,4,1.33,"[1, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",█······██·················
physics,physics,stable,25,25,2001,26,96.2,72,2.88,"[0, 2, 1, 1, 1, 3, 5, 4, 3, 2, 2, 3, 4, 2, 3, 3, 3, 3, 3, 5, 3, 2, 4, 2, 4, 4]",·█████████████████████████
