subject,window_from,window_to,transition,avg_sim,avg_drift,std_drift,n_topics
physics,2000–2005,2005–2010,2000–2005 → 2005–2010,0.33969557534246575,0.6603044246575343,0.18732388027846594,73
physics,2005–2010,2010–2015,2005–2010 → 2010–2015,0.5090508648648648,0.4909491351351351,0.1565570861272859,74
physics,2010–2015,2015–2020,2010–2015 → 2015–2020,0.6426508648648649,0.35734913513513517,0.13764289204416935,74
physics,2015–2020,2020–2025,2015–2020 → 2020–2025,0.714564527027027,0.285435472972973,0.13544217320158353,74
