subject,topic_id,baseline_year,year,years_elapsed,cosine_sim_to_baseline,drift_from_baseline
physics,0,2000,2000,0,1.0,0.0
physics,0,2000,2001,1,0.378948,0.621052
physics,0,2000,2002,2,0.267094,0.732906
physics,0,2000,2003,3,0.192221,0.807779
physics,0,2000,2004,4,0.267094,0.732906
physics,0,2000,2005,5,0.225905,0.774095
physics,0,2000,2006,6,0.267094,0.732906
physics,0,2000,2007,7,0.207551,0.792449
physics,0,2000,2008,8,0.262311,0.737689
physics,0,2000,2009,9,0.305836,0.694164
physics,0,2000,2010,10,0.223568,0.776432
physics,0,2000,2011,11,0.305836,0.694164
physics,0,2000,2012,12,0.305836,0.694164
physics,0,2000,2013,13,0.305836,0.694164
physics,0,2000,2014,14,0.305836,0.694164
physics,0,2000,2015,15,0.305836,0.694164
physics,0,2000,2016,16,0.267094,0.732906
physics,0,2000,2017,17,0.305836,0.694164
physics,0,2000,2018,18,0.305836,0.694164
physics,0,2000,2019,19,0.305836,0.694164
physics,0,2000,2020,20,0.305836,0.694164
physics,0,2000,2021,21,0.305836,0.694164
physics,0,2000,2022,22,0.305836,0.694164
physics,0,2000,2023,23,0.305836,0.694164
physics,0,2000,2024,24,0.305836,0.694164
physics,0,2000,2025,25,0.305836,0.694164
physics,1,2000,2000,0,1.0,0.0
physics,1,2000,2001,1,0.535044,0.464956
physics,1,2000,2002,2,0.343597,0.656403
physics,1,2000,2003,3,0.26943,0.73057
physics,1,2000,2004,4,0.249317,0.750683
physics,1,2000,2005,5,0.225905,0.774095
physics,1,2000,2006,6,0.164026,0.835974
physics,1,2000,2007,7,0.231884,0.768116
physics,1,2000,2008,8,0.168809,0.831191
physics,1,2000,2009,9,0.168809,0.831191
physics,1,2000,2010,10,0.207551,0.792449
physics,1,2000,2011,11,0.168809,0.831191
physics,1,2000,2012,12,0.198905,0.801095
physics,1,2000,2013,13,0.221869,0.778131
physics,1,2000,2014,14,0.267094,0.732906
physics,1,2000,2015,15,0.208747,0.791253
physics,1,2000,2016,16,0.221869,0.778131
physics,1,2000,2017,17,0.207551,0.792449
physics,1,2000,2018,18,0.212334,0.787666
physics,1,2000,2019,19,0.106599,0.893401
physics,1,2000,2020,20,0.095838,0.904162
physics,1,2000,2021,21,0.146996,0.853004
physics,1,2000,2022,22,0.203964,0.796036
physics,1,2000,2023,23,0.235747,0.764253
physics,1,2000,2024,24,0.235747,0.764253
physics,1,2000,2025,25,0.235747,0.764253
physics,2,2000,2000,0,1.0,0.0
physics,2,2000,2001,1,0.528814,0.471186
physics,2,2000,2002,2,0.376884,0.623116
physics,2,2000,2003,3,0.376884,0.623116
physics,2,2000,2004,4,0.080059,0.919941
physics,2,2000,2005,5,0.170284,0.829716
physics,2,2000,2006,6,0.270284,0.729716
physics,2,2000,2007,7,0.270284,0.729716
physics,2,2000,2008,8,0.270284,0.729716
physics,2,2000,2009,9,0.270284,0.729716
physics,2,2000,2010,10,0.125284,0.874716
physics,2,2000,2011,11,0.270284,0.729716
physics,2,2000,2012,12,0.309026,0.690974
physics,2,2000,2013,13,0.270284,0.729716
physics,2,2000,2014,14,0.270284,0.729716
physics,2,2000,2015,15,0.270284,0.729716
physics,2,2000,2016,16,0.270284,0.729716
physics,2,2000,2017,17,0.270284,0.729716
physics,2,2000,2018,18,0.270284,0.729716
physics,2,2000,2019,19,0.270284,0.729716
physics,2,2000,2020,20,0.270284,0.729716
physics,2,2000,2021,21,0.270284,0.729716
physics,2,2000,2022,22,0.270284,0.729716
physics,2,2000,2023,23,0.270284,0.729716
